Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Sun, Mar 3",Low Impact Expected,,,,,,
"Sun, Mar 3",6:50pm,JPY,Low Impact Expected,Monetary Base y/y,15.0%,11.5%,10.9%
"Sun, Mar 3",7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.0%,0.3%,
"Sun, Mar 3",7:30pm,AUD,High Impact Expected,Building Approvals m/m,-2.4%,2.8%,-1.7%
"Sun, Mar 3",7:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,3.0%,0.6%,
"Sun, Mar 3",7:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,-1.0%,-0.9%,-2.7%
"Mon, Mar 4",3:00am,EUR,High Impact Expected,Spanish Unemployment Change,59.4K,77.5K,132.1K
"Mon, Mar 4",All Day,EUR,Medium Impact Expected,Eurogroup Meetings,,,
"Mon, Mar 4",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-10.6,-4.5,-3.9
"Mon, Mar 4",4:30am,GBP,High Impact Expected,Construction PMI,46.8,49.2,48.7
"Mon, Mar 4",5:00am,EUR,Low Impact Expected,PPI m/m,0.6%,0.5%,-0.2%
"Mon, Mar 4",8:00am,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
"Mon, Mar 4",1:15pm,USD,Medium Impact Expected,FOMC Member Powell Speaks,,,
"Mon, Mar 4",5:25pm,AUD,Low Impact Expected,AIG Services Index,48.5,45.3,
"Mon, Mar 4",7:00pm,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,2.7%,1.9%,
"Mon, Mar 4",7:30pm,AUD,High Impact Expected,Retail Sales m/m,0.9%,0.4%,-0.4%
"Mon, Mar 4",7:30pm,AUD,Medium Impact Expected,Current Account,-14.7B,-15.4B,-15.0B
"Mon, Mar 4",8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,0.7%,-0.3%,-1.7%
"Mon, Mar 4",8:45pm,CNY,Low Impact Expected,Caixin Services PMI,52.1,54.0,
"Mon, Mar 4",10:30pm,AUD,High Impact Expected,Cash Rate,3.00%,3.00%,3.00%
"Mon, Mar 4",10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Mon, Mar 4",10:45pm,JPY,Low Impact Expected,10-y Bond Auction,0.64|2.4,0.80|2.8,
"Tue, Mar 5",3:15am,EUR,High Impact Expected,Spanish Services PMI,44.7,45.9,47.0
"Tue, Mar 5",3:45am,EUR,High Impact Expected,Italian Services PMI,43.6,43.6,43.9
"Tue, Mar 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,42.7,42.7,42.7
"Tue, Mar 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,54.1,54.1,54.1
"Tue, Mar 5",4:00am,EUR,Low Impact Expected,Final Services PMI,47.9,47.3,47.3
"Tue, Mar 5",All Day,EUR,Medium Impact Expected,ECOFIN Meetings,,,
"Tue, Mar 5",4:30am,GBP,High Impact Expected,Final Services PMI,51.8,51.1,51.5
"Tue, Mar 5",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,1.2%,0.3%,-0.8%
"Tue, Mar 5",8:30am,NZD,Low Impact Expected,GDT Price Index,11.5%,4.1%,
"Tue, Mar 5",10:00am,USD,High Impact Expected,ISM Services PMI,56.0,55.0,55.2
"Tue, Mar 5",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,42.2,47.8,47.3
"Tue, Mar 5",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.1%,0.6%,
"Tue, Mar 5",7:30pm,AUD,High Impact Expected,GDP q/q,0.6%,0.6%,0.7%
"Wed, Mar 6",3:00am,GBP,Medium Impact Expected,Halifax HPI m/m,0.5%,0.4%,-0.3%
"Wed, Mar 6",4:45am,GBP,High Impact Expected,BOE Gov King Speaks,,,
"Wed, Mar 6",5:00am,EUR,Low Impact Expected,Revised GDP q/q,-0.6%,-0.6%,-0.6%
