Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Jun 2",Low Impact Expected,,,,,,
"Fri, Jun 2",,CAD,Medium Impact Expected,Labor Productivity q/q,1.4%,0.2%,0.4%
"Fri, Jun 2",,USD,High Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,0.2%
"Fri, Jun 2",,USD,High Impact Expected,Non-Farm Employment Change,138K,181K,174K
"Fri, Jun 2",,USD,High Impact Expected,Unemployment Rate,4.3%,4.4%,4.4%
"Fri, Jun 2",,USD,Medium Impact Expected,Trade Balance,-47.6B,-45.5B,-45.3B
"Sun, Jun 4",All Day,NZD,Non-Economic,Bank Holiday,,,
"Sun, Jun 4",7:30pm,AUD,Low Impact Expected,AIG Services Index,51.5,53.0,
"Sun, Jun 4",9:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.0%,0.5%,
"Sun, Jun 4",9:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,6.0%,5.1%,20.1%
"Sun, Jun 4",9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,0.4%,1.5%,
"Sun, Jun 4",9:45pm,CNY,Low Impact Expected,Caixin Services PMI,52.8,51.4,51.5
"Mon, Jun 5",All Day,CHF,Non-Economic,Bank Holiday,,,
"Mon, Jun 5",All Day,EUR,Non-Economic,French Bank Holiday,,,
"Mon, Jun 5",All Day,EUR,Non-Economic,German Bank Holiday,,,
"Mon, Jun 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,57.3,57.5,57.8
"Mon, Jun 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,55.1,55.4,56.2
"Mon, Jun 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,57.2,58.0,58.0
"Mon, Jun 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,55.4,55.2,55.2
"Mon, Jun 5",4:00am,EUR,Low Impact Expected,Final Services PMI,56.3,56.2,56.2
"Mon, Jun 5",4:30am,GBP,High Impact Expected,Final Services PMI,53.8,55.1,55.8
"Mon, Jun 5",8:30am,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,0.0%,-0.6%,-0.6%
"Mon, Jun 5",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,2.2%,3.0%,3.0%
"Mon, Jun 5",9:45am,USD,Low Impact Expected,Final Services PMI,53.6,54.1,54.0
"Mon, Jun 5",10:00am,USD,High Impact Expected,ISM Services PMI,56.9,57.1,57.5
"Mon, Jun 5",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-0.2%,-0.2%,1.0%
"Mon, Jun 5",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,-0.4%,5.6%,
"Mon, Jun 5",8:00pm,JPY,Low Impact Expected,Average Cash Earnings y/y,0.5%,0.3%,0.0%
"Mon, Jun 5",9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,3.2%,-0.2%,
"Mon, Jun 5",9:30pm,AUD,Medium Impact Expected,Current Account,-3.1B,-0.2B,-3.5B
"Mon, Jun 5",11:45pm,JPY,Low Impact Expected,30-y Bond Auction,0.82|3.6,0.82|3.4,
"Tue, Jun 6",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, Jun 6",12:30am,AUD,Medium Impact Expected,Cash Rate,1.50%,1.50%,1.50%
"Tue, Jun 6",4:10am,EUR,Low Impact Expected,Retail PMI,52.0,52.7,
"Tue, Jun 6",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,28.4,27.6,27.4
"Tue, Jun 6",5:00am,EUR,Low Impact Expected,Retail Sales m/m,0.1%,0.2%,0.2%
"Tue, Jun 6",9:59am,CAD,Medium Impact Expected,Ivey PMI,53.8,62.0,62.4
"Tue, Jun 6",10:00am,USD,Medium Impact Expected,JOLTS Job Openings,6.04M,5.65M,5.79M
"Tue, Jun 6",10:37am,NZD,Medium Impact Expected,GDT Price Index,0.6%,3.2%,
"Tue, Jun 6",6:45pm,NZD,Low Impact Expected,Manufacturing Sales q/q,2.8%,1.3%,
"Tue, Jun 6",7:30pm,AUD,Low Impact Expected,AIG Construction Index,56.7,51.9,
"Tue, Jun 6",9:30pm,AUD,High Impact Expected,GDP q/q,0.3%,0.2%,1.1%
"Wed, Jun 7",1:00am,JPY,Low Impact Expected,Leading Indicators,104.5%,104.4%,105.7%
"Wed, Jun 7",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,-2.1%,-0.2%,1.1%
"Wed, Jun 7",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,694B,697B,
"Wed, Jun 7",3:30am,GBP,Medium Impact Expected,Halifax HPI m/m,0.4%,-0.2%,0.0%
"Wed, Jun 7",4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.1%,0.2%,0.0%
