Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Wed, Aug 2",1:00am,JPY,Low Impact Expected,Consumer Confidence,43.8,43.5,43.3
"Wed, Aug 2",1:45am,CHF,Low Impact Expected,SECO Consumer Climate,-3,-3,-8
"Wed, Aug 2",3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-26.9K,-66.5K,-98.3K
"Wed, Aug 2",3:15am,CHF,Low Impact Expected,Retail Sales y/y,1.5%,1.3%,-0.8%
"Wed, Aug 2",3:30am,CHF,Low Impact Expected,Manufacturing PMI,60.9,58.9,60.1
"Wed, Aug 2",4:30am,GBP,High Impact Expected,Construction PMI,51.9,54.3,54.8
"Wed, Aug 2",5:00am,EUR,Low Impact Expected,PPI m/m,-0.1%,-0.1%,-0.3%
"Wed, Aug 2",5:34am,EUR,Low Impact Expected,German 10-y Bond Auction,0.49|1.5,0.59|1.4,
"Wed, Aug 2",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,178K,187K,191K
"Wed, Aug 2",10:30am,USD,High Impact Expected,Crude Oil Inventories,-1.5M,-3.2M,-7.2M
"Wed, Aug 2",7:30pm,AUD,Low Impact Expected,AIG Services Index,56.4,54.8,
"Wed, Aug 2",8:58pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.8%,2.1%,
"Wed, Aug 2",9:30pm,AUD,High Impact Expected,Goods Trade Balance,0.86B,1.78B,2.02B
"Wed, Aug 2",9:45pm,CNY,Low Impact Expected,Caixin Services PMI,51.5,51.9,51.6
"Thu, Aug 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,57.6,58.4,58.3
"Thu, Aug 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,56.3,54.2,53.6
"Thu, Aug 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,56.0,55.9,55.9
"Thu, Aug 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,53.1,53.5,53.5
"Thu, Aug 3",4:00am,EUR,Low Impact Expected,ECB Economic Bulletin,,,
"Thu, Aug 3",4:00am,EUR,Low Impact Expected,Final Services PMI,55.4,55.4,55.4
"Thu, Aug 3",4:30am,GBP,High Impact Expected,Final Services PMI,53.8,53.6,53.4
"Thu, Aug 3",4:45am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.27|1.9,1.65|1.2,
"Thu, Aug 3",5:00am,EUR,Low Impact Expected,Retail Sales m/m,0.5%,0.0%,0.4%
"Thu, Aug 3",5:06am,EUR,Low Impact Expected,French 10-y Bond Auction,0.75|2.1,0.82|2.0,
"Thu, Aug 3",7:00am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Thu, Aug 3",7:00am,GBP,High Impact Expected,Monetary Policy Summary,,,
"Thu, Aug 3",7:00am,GBP,High Impact Expected,MPC Official Bank Rate Votes,2-0-6,2-0-6,3-0-5
"Thu, Aug 3",7:00am,GBP,High Impact Expected,Official Bank Rate,0.25%,0.25%,0.25%
"Thu, Aug 3",7:00am,GBP,Medium Impact Expected,Asset Purchase Facility,435B,435B,435B
"Thu, Aug 3",7:00am,GBP,Medium Impact Expected,MPC Asset Purchase Facility Votes,0-0-8,0-0-8,0-0-8
"Thu, Aug 3",7:30am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Thu, Aug 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-37.6%,-19.3%,
"Thu, Aug 3",8:30am,USD,High Impact Expected,Unemployment Claims,240K,242K,245K
"Thu, Aug 3",9:45am,USD,Low Impact Expected,Final Services PMI,54.7,54.2,54.2
"Thu, Aug 3",10:00am,USD,High Impact Expected,ISM Services PMI,53.9,56.9,57.4
"Thu, Aug 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,3.0%,2.9%,-0.3%
"Thu, Aug 3",10:30am,USD,Low Impact Expected,Natural Gas Storage,20B,23B,17B
"Thu, Aug 3",8:00pm,JPY,Low Impact Expected,Average Cash Earnings y/y,-0.4%,0.5%,0.6%
"Thu, Aug 3",9:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Thu, Aug 3",9:30pm,AUD,High Impact Expected,Retail Sales m/m,0.3%,0.2%,0.6%
"Fri, Aug 4",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,1.0%,0.6%,1.1%
"Fri, Aug 4",4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,0.6%,0.1%,0.0%
"Fri, Aug 4",4:10am,EUR,Low Impact Expected,Retail PMI,51.0,53.2,
"Fri, Aug 4",8:30am,CAD,High Impact Expected,Employment Change,10.9K,13.1K,45.3K
"Fri, Aug 4",8:30am,CAD,High Impact Expected,Trade Balance,-3.6B,-1.3B,-1.4B
"Fri, Aug 4",8:30am,CAD,High Impact Expected,Unemployment Rate,6.3%,6.5%,6.5%
"Fri, Aug 4",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.2%
"Fri, Aug 4",8:30am,USD,High Impact Expected,Non-Farm Employment Change,209K,182K,231K
"Fri, Aug 4",8:30am,USD,High Impact Expected,Unemployment Rate,4.3%,4.3%,4.4%
"Fri, Aug 4",8:30am,USD,Low Impact Expected,Trade Balance,-43.6B,-43.9B,-46.4B
"Fri, Aug 4",10:00am,CAD,Medium Impact Expected,Ivey PMI,60.0,59.2,61.6
"Sun, Aug 6",All Day,AUD,Non-Economic,Bank Holiday,,,
"Sun, Aug 6",7:30pm,AUD,Low Impact Expected,AIG Construction Index,60.5,56.0,
"Sun, Aug 6",9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,1.5%,2.7%,
"Sun, Aug 6",11:00pm,NZD,High Impact Expected,Inflation Expectations q/q,2.09%,2.17%,
"Mon, Aug 7",1:00am,JPY,Low Impact Expected,Leading Indicators,106.3%,106.2%,104.6%
"Mon, Aug 7",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,-1.1%,0.2%,1.2%
"Mon, Aug 7",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,714B,694B,
"Mon, Aug 7",3:15am,CHF,Medium Impact Expected,CPI m/m,-0.3%,-0.3%,-0.1%
"Mon, Aug 7",3:30am,GBP,Medium Impact Expected,Halifax HPI m/m,0.4%,0.3%,-0.9%
"Mon, Aug 7",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,27.7,27.8,28.3
"Mon, Aug 7",All Day,CAD,Non-Economic,Bank Holiday,,,
"Mon, Aug 7",1:25pm,USD,Medium Impact Expected,FOMC Member Kashkari Speaks,,,
"Mon, Aug 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,12.4B,15.6B,18.3B
"Mon, Aug 7",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,0.9%,1.2%,
