Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Nov 2",Low Impact Expected,,,,,,
"Thu, Nov 2",,GBP,High Impact Expected,MPC Official Bank Rate Votes,7-0-2,6-0-3,2-0-7
"Thu, Nov 2",,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.25%
"Thu, Nov 2",,GBP,Medium Impact Expected,Asset Purchase Facility,435B,435B,435B
"Thu, Nov 2",,GBP,Medium Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
"Thu, Nov 2",8:30am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Thu, Nov 2",8:30am,USD,High Impact Expected,Unemployment Claims,229K,235K,234K
"Thu, Nov 2",8:30am,USD,Medium Impact Expected,FOMC Member Powell Speaks,,,
"Thu, Nov 2",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,3.0%,2.5%,1.5%
"Thu, Nov 2",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,0.5%,0.5%,0.2%
"Thu, Nov 2",10:30am,USD,Low Impact Expected,Natural Gas Storage,65B,63B,64B
"Thu, Nov 2",12:20pm,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
"Thu, Nov 2",6:30pm,AUD,Low Impact Expected,AIG Services Index,51.4,52.1,
"Thu, Nov 2",All Day,JPY,Non-Economic,Bank Holiday,,,
"Thu, Nov 2",8:30pm,AUD,High Impact Expected,Retail Sales m/m,0.0%,0.4%,-0.5%
"Thu, Nov 2",9:45pm,CNY,Medium Impact Expected,Caixin Services PMI,51.2,50.8,50.6
"Fri, Nov 3",5:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,56.8K,44.6K,27.9K
"Fri, Nov 3",5:30am,GBP,High Impact Expected,Final Services PMI,55.6,53.3,53.6
"Fri, Nov 3",8:30am,CAD,High Impact Expected,Employment Change,35.3K,15.3K,10.0K
"Fri, Nov 3",8:30am,CAD,High Impact Expected,Trade Balance,-3.2B,-3.0B,-3.2B
"Fri, Nov 3",8:30am,CAD,High Impact Expected,Unemployment Rate,6.3%,6.2%,6.2%
"Fri, Nov 3",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.0%,0.2%,0.5%
"Fri, Nov 3",8:30am,USD,High Impact Expected,Non-Farm Employment Change,261K,312K,18K
"Fri, Nov 3",8:30am,USD,High Impact Expected,Unemployment Rate,4.1%,4.2%,4.2%
"Fri, Nov 3",8:30am,USD,Medium Impact Expected,Trade Balance,-43.5B,-43.3B,-42.8B
"Fri, Nov 3",9:45am,USD,Low Impact Expected,Final Services PMI,55.3,55.7,55.9
"Fri, Nov 3",10:00am,USD,High Impact Expected,ISM Services PMI,60.1,58.5,59.8
"Fri, Nov 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,1.4%,1.3%,1.2%
"Fri, Nov 3",12:15pm,USD,Medium Impact Expected,FOMC Member Kashkari Speaks,,,
"Sun, Nov 5",2:00am,CAD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Nov 5",2:00am,USD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Nov 5",6:50pm,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
"Sun, Nov 5",7:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.3%,0.3%,
"Sun, Nov 5",7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.3%,0.8%,
"Sun, Nov 5",7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,1.4%,-0.7%,
"Sun, Nov 5",8:00pm,JPY,High Impact Expected,BOJ Gov Kuroda Speaks,,,
"Sun, Nov 5",9:00pm,NZD,High Impact Expected,Inflation Expectations q/q,2.02%,2.09%,
"Mon, Nov 6",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,1.0%,-1.0%,4.1%
