Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Aug 3",High Impact Expected,,,,,,
"Tue, Aug 3",4:30am,GBP,Medium Impact Expected,Construction PMI,54.1,58.2,58.4
"Tue, Aug 3",5:00am,EUR,Low Impact Expected,PPI m/m,0.3%,0.4%,0.3%
"Tue, Aug 3",8:30am,USD,Medium Impact Expected,Core PCE Price Index m/m,0.0%,0.1%,0.1%
"Tue, Aug 3",8:30am,USD,Medium Impact Expected,Personal Spending m/m,0.0%,0.1%,0.1%
"Tue, Aug 3",8:30am,USD,Low Impact Expected,Personal Income m/m,0.0%,0.2%,0.3%
"Tue, Aug 3",10:00am,USD,High Impact Expected,Pending Home Sales m/m,-2.6%,0.5%,-29.9%
"Tue, Aug 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-1.2%,-0.2%,-1.8%
"Tue, Aug 3",10:30am,NZD,Low Impact Expected,GDT Price Index,-8.1%,-14.0%,
"Tue, Aug 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,12.1M,11.5M,11.1M
"Tue, Aug 3",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.5%,1.5%,
"Tue, Aug 3",7:27pm,AUD,Medium Impact Expected,AIG Services Index,46.6,48.8,
"Tue, Aug 3",9:30pm,AUD,High Impact Expected,Goods Trade Balance,3.54B,1.81B,1.83B
"Tue, Aug 3",9:30pm,AUD,Medium Impact Expected,HPI q/q,3.1%,2.0%,4.2%
"Wed, Aug 4",2:00am,GBP,High Impact Expected,Halifax HPI m/m,0.6%,-0.4%,-0.6%
"Wed, Aug 4",3:15am,EUR,Low Impact Expected,Spanish Services PMI,51.3,51.8,
"Wed, Aug 4",3:45am,EUR,Low Impact Expected,Italian Services PMI,49.6,51.4,51.5
"Wed, Aug 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,61.1,61.3,61.3
"Wed, Aug 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,56.5,57.3,57.3
"Wed, Aug 4",4:00am,EUR,Low Impact Expected,Final Services PMI,55.8,56.0,56.0
"Wed, Aug 4",4:30am,GBP,High Impact Expected,Final Services PMI,53.1,54.5,54.4
"Wed, Aug 4",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.0%,0.0%,0.4%
"Wed, Aug 4",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-57.2%,-47.1%,
"Wed, Aug 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,42K,38K,19K
"Wed, Aug 4",10:00am,USD,High Impact Expected,ISM Services PMI,54.3,53.2,53.8
"Wed, Aug 4",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,-2.8M,-0.9M,7.3M
"Wed, Aug 4",4:00pm,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
"Wed, Aug 4",6:45pm,NZD,High Impact Expected,Employment Change q/q,-0.3%,0.5%,1.0%
"Wed, Aug 4",6:45pm,NZD,High Impact Expected,Unemployment Rate,6.8%,6.3%,6.0%
"Thu, Aug 5",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,220B,225B,
"Thu, Aug 5",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,3.2%,1.5%,-0.1%
"Thu, Aug 5",6:30am,NZD,Low Impact Expected,GDT Price Index,-1.3%,2.4%,
"Thu, Aug 5",7:00am,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
"Thu, Aug 5",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Aug 5",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.00%,1.00%,1.00%
"Thu, Aug 5",8:30am,CAD,High Impact Expected,Building Permits m/m,6.5%,1.2%,-8.2%
"Thu, Aug 5",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Aug 5",8:30am,USD,High Impact Expected,Unemployment Claims,479K,456K,460K
"Thu, Aug 5",10:30am,USD,Low Impact Expected,Natural Gas Storage,29B,32B,28B
"Thu, Aug 5",12:00pm,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
"Thu, Aug 5",7:30pm,AUD,Low Impact Expected,AIG Construction Index,43.3,46.4,
"Thu, Aug 5",9:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Fri, Aug 6",1:00am,JPY,Low Impact Expected,Leading Indicators,98.9%,98.9%,98.6%
"Fri, Aug 6",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.8%,3.9%,3.9%
"Fri, Aug 6",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-61.7B,-67.9B,
"Fri, Aug 6",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.8B,-4.6B,-5.2B
"Fri, Aug 6",3:30am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Fri, Aug 6",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,0.6%,0.4%,1.0%
"Fri, Aug 6",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.3%,0.5%,0.3%
"Fri, Aug 6",4:30am,GBP,High Impact Expected,PPI Input m/m,-1.0%,-0.4%,-0.3%
"Fri, Aug 6",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-0.5%,0.3%,0.7%
"Fri, Aug 6",4:30am,GBP,Low Impact Expected,PPI Output m/m,0.1%,0.1%,-0.3%
"Fri, Aug 6",5:00am,EUR,Low Impact Expected,Italian Prelim GDP q/q,0.4%,0.4%,0.4%
"Fri, Aug 6",6:00am,EUR,Medium Impact Expected,German Industrial Production m/m,-0.6%,0.8%,2.9%
"Fri, Aug 6",7:00am,CAD,High Impact Expected,Employment Change,-9.3K,13.7K,93.2K
"Fri, Aug 6",7:00am,CAD,High Impact Expected,Unemployment Rate,8.0%,7.9%,7.9%
"Fri, Aug 6",8:30am,USD,High Impact Expected,Non-Farm Employment Change,-131K,-63K,-221K
"Fri, Aug 6",8:30am,USD,High Impact Expected,Unemployment Rate,9.5%,9.6%,9.5%
"Fri, Aug 6",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.2%,0.1%,0.0%
"Fri, Aug 6",10:00am,CAD,High Impact Expected,Ivey PMI,54.0,55.9,58.9
"Fri, Aug 6",10:00am,GBP,Medium Impact Expected,NIESR GDP Estimate,0.9%,1.1%,
"Fri, Aug 6",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,-1.3B,-5.2B,-5.3B
"Sun, Aug 8",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,-1.8%,-2.0%,
"Sun, Aug 8",7:50pm,JPY,Low Impact Expected,Current Account,1.36T,1.44T,0.90T
"Sun, Aug 8",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,2.7%,2.9%,2.9%
"Sun, Aug 8",9:30pm,AUD,High Impact Expected,ANZ Job Advertisements m/m,1.3%,2.8%,
"Sun, Aug 8",9:30pm,AUD,High Impact Expected,Home Loans m/m,-3.9%,-2.1%,3.0%
"Mon, Aug 9",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,49.8,48.0,47.5
"Mon, Aug 9",2:00am,EUR,Low Impact Expected,German Trade Balance,12.3B,12.4B,10.6B
"Mon, Aug 9",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,8.5,2.1,-1.3
"Mon, Aug 9",7:01pm,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,0.5%,1.2%,
"Mon, Aug 9",7:01pm,GBP,Medium Impact Expected,RICS House Price Balance,-8%,5%,8%
"Mon, Aug 9",9:30pm,AUD,Medium Impact Expected,NAB Business Confidence,2,4,
"Mon, Aug 9",10:55pm,CNY,High Impact Expected,USD-Denominated Trade Balance,28.7B,19.6B,20.0B
"Mon, Aug 9",11:28pm,JPY,Medium Impact Expected,Monetary Policy Statement,,,
"Mon, Aug 9",11:28pm,JPY,Medium Impact Expected,Overnight Call Rate,0.10%,0.10%,0.10%
"Tue, Aug 10",1:45am,CHF,Medium Impact Expected,SECO Consumer Climate,16,16,14
"Tue, Aug 10",2:00am,EUR,Low Impact Expected,German Final CPI m/m,0.3%,0.2%,0.2%
"Tue, Aug 10",2:00am,EUR,Low Impact Expected,German WPI m/m,-0.3%,0.3%,-0.2%
"Tue, Aug 10",2:06am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,144.8%,143.8%,
"Tue, Aug 10",2:45am,EUR,Medium Impact Expected,French Industrial Production m/m,-1.7%,-0.1%,1.9%
"Tue, Aug 10",3:13am,JPY,High Impact Expected,BOJ Press Conference,,,
"Tue, Aug 10",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-7.4B,-7.7B,-8.0B
"Tue, Aug 10",4:30am,GBP,Low Impact Expected,ONS HPI y/y,9.9%,11.9%,10.6%
"Tue, Aug 10",5:00am,GBP,Low Impact Expected,CB Leading Index m/m,0.5%,0.2%,
"Tue, Aug 10",7:30am,USD,Low Impact Expected,NFIB Small Business Index,88.1,88.1,89.0
"Tue, Aug 10",8:15am,CAD,High Impact Expected,Housing Starts,189K,186K,192K
"Tue, Aug 10",8:30am,CAD,Medium Impact Expected,NHPI m/m,0.1%,0.3%,0.3%
"Tue, Aug 10",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,-0.9%,0.3%,2.8%
"Tue, Aug 10",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,0.2%,1.4%,-1.3%
"Tue, Aug 10",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.1%,0.5%,0.5%
"Tue, Aug 10",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,43.6,45.6,44.7
"Tue, Aug 10",2:15pm,USD,High Impact Expected,Federal Funds Rate,<0.25%,<0.25%,<0.25%
"Tue, Aug 10",2:15pm,USD,High Impact Expected,FOMC Statement,,,
"Tue, Aug 10",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,56,60,63
"Tue, Aug 10",7:50pm,JPY,Medium Impact Expected,Core Machinery Orders m/m,1.6%,5.6%,-9.1%
"Tue, Aug 10",7:50pm,JPY,Low Impact Expected,PPI y/y,-0.1%,0.0%,0.4%
"Tue, Aug 10",8:30pm,AUD,Medium Impact Expected,Westpac Consumer Sentiment,5.4%,11.1%,
"Tue, Aug 10",10:00pm,CNY,High Impact Expected,CPI y/y,3.3%,3.3%,2.9%
"Tue, Aug 10",10:00pm,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,24.9%,25.3%,25.5%
"Tue, Aug 10",10:00pm,CNY,Medium Impact Expected,Industrial Production y/y,13.4%,13.4%,13.7%
"Tue, Aug 10",10:00pm,CNY,Medium Impact Expected,NBS Press Conference,,,
"Tue, Aug 10",10:00pm,CNY,Medium Impact Expected,PPI y/y,4.8%,5.9%,6.4%
"Tue, Aug 10",10:00pm,CNY,Low Impact Expected,Retail Sales y/y,17.9%,18.5%,18.3%
"Tue, Aug 10",10:03pm,CNY,Medium Impact Expected,New Loans,533B,600B,603B
"Tue, Aug 10",10:03pm,CNY,Low Impact Expected,M2 Money Supply y/y,17.6%,18.6%,18.5%
"Wed, Aug 11",1:00am,JPY,Medium Impact Expected,BOJ Monthly Report,,,
"Wed, Aug 11",4:30am,GBP,High Impact Expected,Claimant Count Change,-3.8K,-17.0K,-15.9K
"Wed, Aug 11",4:30am,GBP,Medium Impact Expected,Average Earnings Index 3m/y,1.3%,1.1%,2.7%
"Wed, Aug 11",4:30am,GBP,Low Impact Expected,Unemployment Rate,7.8%,7.8%,7.8%
"Wed, Aug 11",5:30am,GBP,High Impact Expected,BOE Gov King Speaks,,,
"Wed, Aug 11",5:30am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Wed, Aug 11",8:30am,CAD,High Impact Expected,Trade Balance,-1.1B,-0.1B,-0.7B
"Wed, Aug 11",8:30am,USD,High Impact Expected,Trade Balance,-49.9B,-42.0B,-42.0B
"Wed, Aug 11",10:00am,USD,Low Impact Expected,JOLTS Job Openings,2.94M,2.94M,
"Wed, Aug 11",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,-3.0M,-1.9M,-2.8M
"Wed, Aug 11",1:00pm,USD,Medium Impact Expected,10-y Bond Auction,2.73|3.0,3.12|3.1,
"Wed, Aug 11",1:45pm,USD,Medium Impact Expected,Federal Budget Balance,-165.0B,-168.2B,-68.4B
"Wed, Aug 11",6:30pm,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,49.9,55.9,
"Wed, Aug 11",6:47pm,NZD,Low Impact Expected,FPI m/m,1.6%,1.3%,
"Wed, Aug 11",9:00pm,AUD,Medium Impact Expected,MI Inflation Expectations,2.8%,3.3%,
"Wed, Aug 11",9:30pm,AUD,High Impact Expected,Employment Change,23.5K,20.1K,37.4K
"Wed, Aug 11",9:30pm,AUD,High Impact Expected,Unemployment Rate,5.3%,5.1%,5.1%
"Thu, Aug 12",12:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,-1.1%,-1.5%,-1.5%
"Thu, Aug 12",1:00am,JPY,Low Impact Expected,Consumer Confidence,43.3,44.2,43.5
"Thu, Aug 12",4:00am,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
"Thu, Aug 12",5:00am,EUR,Medium Impact Expected,Industrial Production m/m,-0.1%,0.7%,1.1%
"Thu, Aug 12",5:00am,EUR,Low Impact Expected,Italian Trade Balance,-3.06B,-1.41B,-1.93B
"Thu, Aug 12",5:41am,GBP,Medium Impact Expected,10-y Bond Auction,3.49|1.7,3.47|2.5,
"Thu, Aug 12",8:30am,USD,High Impact Expected,Unemployment Claims,484K,465K,482K
