Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Mar 2",Medium Impact Expected,,,,,,
"Tue, Mar 2",5:43am,Low Impact Expected,30-y Bond Auction,,,,
"Tue, Mar 2",8:30am,NZD,Low Impact Expected,GDT Price Index,0.1%,-2.5%,
"Tue, Mar 2",9:00am,CAD,High Impact Expected,BOC Rate Statement,,,
"Tue, Mar 2",9:00am,CAD,High Impact Expected,Overnight Rate,0.25%,0.25%,0.25%
"Tue, Mar 2",All Day,USD,Low Impact Expected,Total Vehicle Sales,10.4M,10.6M,10.8M
"Tue, Mar 2",5:30pm,AUD,Medium Impact Expected,AIG Services Index,48.3,47.4,
"Tue, Mar 2",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,80,71,74
"Tue, Mar 2",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.7%,2.3%,
"Tue, Mar 2",7:30pm,AUD,High Impact Expected,GDP q/q,0.9%,0.9%,0.3%
"Tue, Mar 2",8:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,46.4,55.1,
"Tue, Mar 2",8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,0.1%,-1.2%,-5.9%
"Wed, Mar 3",2:00am,EUR,Medium Impact Expected,German Retail Sales m/m,0.0%,-0.5%,0.9%
"Wed, Mar 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,47.1,48.8,
"Wed, Mar 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,50.8,50.7,50.9
"Wed, Mar 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,54.6,54.7,54.7
"Wed, Mar 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,51.9,51.7,51.7
"Wed, Mar 3",4:00am,EUR,Low Impact Expected,Final Services PMI,51.8,52.0,52.0
"Wed, Mar 3",4:30am,GBP,High Impact Expected,Final Services PMI,58.4,55.0,54.5
"Wed, Mar 3",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-0.3%,-0.3%,0.5%
"Wed, Mar 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-77.4%,-70.4%,
"Wed, Mar 3",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,-20K,-15K,-60K
"Wed, Mar 3",9:15am,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
"Wed, Mar 3",10:00am,USD,High Impact Expected,ISM Services PMI,53.0,51.0,50.5
"Wed, Mar 3",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,4.1M,1.2M,3.0M
"Wed, Mar 3",2:00pm,USD,Medium Impact Expected,Beige Book,,,
"Wed, Mar 3",6:50pm,JPY,Medium Impact Expected,Capital Spending q/y,-17.3%,-18.1%,-24.8%
"Wed, Mar 3",7:30pm,AUD,High Impact Expected,Goods Trade Balance,-1.18B,-1.57B,-2.17B
"Thu, Mar 4",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,109B,94B,
"Thu, Mar 4",4:00am,GBP,High Impact Expected,Halifax HPI m/m,-1.5%,0.3%,0.4%
"Thu, Mar 4",5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.1%,0.1%,0.1%
"Thu, Mar 4",5:09am,EUR,Medium Impact Expected,French 10-y Bond Auction,3.45|1.8,3.58|1.7,
"Thu, Mar 4",7:00am,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
"Thu, Mar 4",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Mar 4",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.00%,1.00%,1.00%
"Thu, Mar 4",8:30am,CAD,High Impact Expected,Building Permits m/m,-4.9%,1.0%,-2.7%
"Thu, Mar 4",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Mar 4",8:30am,USD,High Impact Expected,Unemployment Claims,469K,472K,498K
"Thu, Mar 4",8:30am,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,6.9%,6.2%,6.2%
"Thu, Mar 4",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,-5.9%,-4.3%,-4.4%
"Thu, Mar 4",10:00am,CAD,High Impact Expected,Ivey PMI,51.9,56.0,50.8
"Thu, Mar 4",10:00am,USD,High Impact Expected,Pending Home Sales m/m,-7.6%,1.4%,0.8%
"Thu, Mar 4",10:00am,USD,Medium Impact Expected,Factory Orders m/m,1.7%,1.4%,1.5%
"Thu, Mar 4",10:15am,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
"Thu, Mar 4",10:30am,USD,Low Impact Expected,Natural Gas Storage,-116B,-130B,-172B
"Thu, Mar 4",4:00pm,CAD,Medium Impact Expected,Annual Budget Release,,,
"Thu, Mar 4",4:15pm,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
"Thu, Mar 4",5:30pm,AUD,Low Impact Expected,AIG Construction Index,52.8,57.7,
"Fri, Mar 5",4:30am,GBP,High Impact Expected,PPI Input m/m,0.1%,0.1%,1.3%
"Fri, Mar 5",4:30am,GBP,Low Impact Expected,PPI Output m/m,0.3%,0.2%,0.4%
"Fri, Mar 5",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,4.3%,1.6%,-1.6%
"Fri, Mar 5",8:30am,USD,High Impact Expected,Non-Farm Employment Change,-36K,-56K,-26K
"Fri, Mar 5",8:30am,USD,High Impact Expected,Unemployment Rate,9.7%,9.8%,9.7%
"Fri, Mar 5",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.1%,0.2%,0.2%
"Fri, Mar 5",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,5.0B,-4.2B,-4.6B
"Sat, Mar 6",1:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Sun, Mar 7",4:45pm,NZD,Low Impact Expected,Manufacturing Sales q/q,0.7%,-5.1%,
"Sun, Mar 7",6:50pm,JPY,Low Impact Expected,Bank Lending y/y,-1.5%,-1.5%,
"Sun, Mar 7",6:50pm,JPY,Low Impact Expected,Current Account,1.71T,1.25T,1.30T
"Sun, Mar 7",6:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,2.7%,2.8%,2.9%
"Mon, Mar 8",12:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,42.1,40.2,38.8
"Mon, Mar 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,4.1%,4.1%,4.1%
"Mon, Mar 8",3:15am,CHF,High Impact Expected,Retail Sales y/y,4.4%,2.4%,4.4%
"Mon, Mar 8",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-7.5,-8.0,-8.2
"Mon, Mar 8",6:00am,EUR,Medium Impact Expected,German Industrial Production m/m,0.6%,1.1%,-1.0%
"Mon, Mar 8",8:00am,GBP,Medium Impact Expected,MPC Member Barker Speaks,,,
"Mon, Mar 8",8:15am,CAD,High Impact Expected,Housing Starts,197K,188K,185K
"Mon, Mar 8",7:01pm,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,2.2%,-0.7%,
"Mon, Mar 8",7:01pm,GBP,Medium Impact Expected,RICS House Price Balance,17%,34%,31%
"Mon, Mar 8",7:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,19.1%,-8.1%,
"Mon, Mar 8",7:30pm,AUD,Medium Impact Expected,NAB Business Confidence,19,15,
"Mon, Mar 8",10:45pm,JPY,Low Impact Expected,30-y Bond Auction,2.30|3.9,2.31|3.9,
"Tue, Mar 9",12:00am,JPY,Low Impact Expected,Leading Indicators,97.1%,96.9%,94.7%
"Tue, Mar 9",1:15am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,217.3%,189.4%,
"Tue, Mar 9",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.7B,-3.9B,-4.2B
"Tue, Mar 9",3:15am,CHF,Medium Impact Expected,CPI m/m,0.1%,0.2%,-0.1%
"Tue, Mar 9",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-8.0B,-6.9B,-7.0B
"Tue, Mar 9",7:30am,USD,Low Impact Expected,NFIB Small Business Index,88.0,89.3,
"Tue, Mar 9",10:00am,USD,Low Impact Expected,JOLTS Job Openings,2.72M,2.53M,
"Tue, Mar 9",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,45.4,48.9,46.8
"Tue, Mar 9",4:45pm,NZD,Low Impact Expected,Overseas Trade Index q/q,5.7%,1.2%,-1.6%
"Tue, Mar 9",5:00pm,AUD,Medium Impact Expected,RBA Deputy Gov Lowe Speaks,,,
"Tue, Mar 9",6:30pm,AUD,Medium Impact Expected,Westpac Consumer Sentiment,0.2%,-2.6%,
"Tue, Mar 9",6:50pm,JPY,Medium Impact Expected,Core Machinery Orders m/m,-3.7%,-3.8%,20.1%
"Tue, Mar 9",6:50pm,JPY,Low Impact Expected,PPI y/y,-1.5%,-1.4%,-2.1%
"Tue, Mar 9",7:30pm,AUD,High Impact Expected,Home Loans m/m,-7.9%,2.1%,-5.1%
"Tue, Mar 9",10:26pm,CNY,High Impact Expected,USD-Denominated Trade Balance,7.6B,7.6B,14.2B
"Wed, Mar 10",2:00am,EUR,Low Impact Expected,German Final CPI m/m,0.4%,0.2%,0.2%
"Wed, Mar 10",2:00am,EUR,Low Impact Expected,German Trade Balance,8.7B,16.4B,16.6B
"Wed, Mar 10",2:45am,EUR,Medium Impact Expected,French Industrial Production m/m,1.6%,0.3%,-0.2%
"Wed, Mar 10",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,2.6%,0.7%,-0.2%
"Wed, Mar 10",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,-0.9%,0.3%,0.9%
"Wed, Mar 10",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-0.4%,0.2%,0.5%
"Wed, Mar 10",8:30am,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
"Wed, Mar 10",10:00am,GBP,Medium Impact Expected,NIESR GDP Estimate,0.3%,0.6%,
"Wed, Mar 10",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,-0.2%,0.2%,-1.0%
"Wed, Mar 10",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,1.4M,1.9M,4.1M
"Wed, Mar 10",12:30pm,EUR,Low Impact Expected,German Buba President Weber Speaks,,,
"Wed, Mar 10",1:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Wed, Mar 10",1:00pm,USD,Medium Impact Expected,10-y Bond Auction,3.74|3.5,3.69|2.7,
"Wed, Mar 10",2:00pm,USD,Medium Impact Expected,Federal Budget Balance,-220.9B,-207.5B,-42.6B
"Wed, Mar 10",3:00pm,NZD,High Impact Expected,Official Cash Rate,2.50%,2.50%,2.50%
"Wed, Mar 10",3:00pm,NZD,High Impact Expected,RBNZ Press Conference,,,
"Wed, Mar 10",3:00pm,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Wed, Mar 10",3:00pm,NZD,Medium Impact Expected,RBNZ Monetary Policy Statement,,,
"Wed, Mar 10",4:33pm,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,53.3,52.1,
"Wed, Mar 10",4:45pm,NZD,Low Impact Expected,FPI m/m,-1.3%,2.1%,
"Wed, Mar 10",6:50pm,JPY,Medium Impact Expected,Final GDP q/q,0.9%,1.0%,1.1%
"Wed, Mar 10",6:52pm,JPY,Low Impact Expected,Final GDP Price Index y/y,-2.8%,-2.9%,-3.0%
"Wed, Mar 10",7:00pm,AUD,Medium Impact Expected,MI Inflation Expectations,3.2%,3.2%,
"Wed, Mar 10",7:30pm,AUD,High Impact Expected,Employment Change,0.4K,15.2K,56.5K
"Wed, Mar 10",7:30pm,AUD,High Impact Expected,Unemployment Rate,5.3%,5.3%,5.2%
"Wed, Mar 10",7:30pm,AUD,Low Impact Expected,RBA Bulletin,,,
"Wed, Mar 10",9:00pm,CNY,High Impact Expected,Industrial Production y/y,20.7%,19.5%,18.5%
"Wed, Mar 10",9:00pm,CNY,Medium Impact Expected,CPI y/y,2.7%,2.5%,1.5%
"Wed, Mar 10",9:00pm,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,26.6%,26.5%,30.5%
"Wed, Mar 10",9:00pm,CNY,Medium Impact Expected,NBS Press Conference,,,
"Wed, Mar 10",9:00pm,CNY,Medium Impact Expected,PPI y/y,5.4%,5.2%,4.3%
