Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Feb 2",Medium Impact Expected,,,,,,
"Tue, Feb 2",,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
"Tue, Feb 2",All Day,USD,Low Impact Expected,Total Vehicle Sales,10.8M,11.1M,11.3M
"Tue, Feb 2",5:30pm,AUD,Medium Impact Expected,AIG Services Index,47.4,50.0,
"Tue, Feb 2",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,73,70,70
"Tue, Feb 2",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,2.3%,2.2%,
"Tue, Feb 2",7:30pm,AUD,High Impact Expected,Goods Trade Balance,-2.25B,-2.36B,-1.73B
"Tue, Feb 2",8:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,55.1,57.5,
"Wed, Feb 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,48.8,45.0,
"Wed, Feb 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,50.9,52.9,53.9
"Wed, Feb 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,56.3,57.0,57.0
"Wed, Feb 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,52.2,51.2,51.2
"Wed, Feb 3",4:00am,EUR,Low Impact Expected,Final Services PMI,52.5,52.3,52.3
"Wed, Feb 3",4:30am,GBP,High Impact Expected,Final Services PMI,54.5,56.6,56.8
"Wed, Feb 3",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.0%,0.4%,-0.5%
"Wed, Feb 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-70.4%,-72.9%,
"Wed, Feb 3",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,-22K,-31K,-61K
"Wed, Feb 3",10:00am,USD,High Impact Expected,ISM Services PMI,50.5,51.1,50.1
"Wed, Feb 3",10:00am,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
"Wed, Feb 3",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,2.3M,0.4M,-3.9M
"Wed, Feb 3",12:00pm,USD,Medium Impact Expected,FOMC Member Warsh Speaks,,,
"Wed, Feb 3",4:45pm,NZD,High Impact Expected,Employment Change q/q,-0.1%,-0.1%,-0.8%
"Wed, Feb 3",4:45pm,NZD,High Impact Expected,Unemployment Rate,7.3%,6.8%,6.5%
"Wed, Feb 3",4:45pm,NZD,Low Impact Expected,Visitor Arrivals m/m,8.5%,-4.7%,
"Wed, Feb 3",7:30pm,AUD,High Impact Expected,Building Approvals m/m,2.2%,-0.2%,10.4%
"Wed, Feb 3",7:30pm,AUD,High Impact Expected,Retail Sales m/m,-0.7%,0.3%,1.5%
"Thu, Feb 4",2:15am,CHF,Medium Impact Expected,Trade Balance,1.36B,2.33B,1.98B
"Thu, Feb 4",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,94B,95B,
"Thu, Feb 4",4:00am,GBP,High Impact Expected,Halifax HPI m/m,0.6%,0.9%,0.8%
"Thu, Feb 4",5:02am,EUR,Medium Impact Expected,French 10-y Bond Auction,3.58|1.7,3.60|1.7,
"Thu, Feb 4",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-2.3%,0.2%,2.7%
"Thu, Feb 4",7:00am,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
"Thu, Feb 4",7:00am,GBP,High Impact Expected,MPC Rate Statement,,,
"Thu, Feb 4",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Feb 4",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.00%,1.00%,1.00%
"Thu, Feb 4",8:30am,CAD,High Impact Expected,Building Permits m/m,2.4%,2.7%,-3.2%
"Thu, Feb 4",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Feb 4",8:30am,USD,High Impact Expected,Unemployment Claims,480K,461K,472K
