Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Nov 2",Low Impact Expected,,,,,,
"Fri, Nov 2",4:45am,Low Impact Expected,Italian Manufacturing PMI,,,,
"Fri, Nov 2",4:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,51.2,51.2,51.2
"Fri, Nov 2",4:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,52.2,52.3,52.3
"Fri, Nov 2",5:00am,EUR,Low Impact Expected,Final Manufacturing PMI,52.0,52.1,52.1
"Fri, Nov 2",5:30am,GBP,Medium Impact Expected,Construction PMI,53.2,52.0,52.1
"Fri, Nov 2",8:30am,CAD,High Impact Expected,Employment Change,11.2K,12.7K,63.3K
"Fri, Nov 2",8:30am,CAD,High Impact Expected,Unemployment Rate,5.8%,5.9%,5.9%
"Fri, Nov 2",8:30am,CAD,Medium Impact Expected,Trade Balance,-0.4B,0.2B,-0.6B
"Fri, Nov 2",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,0.3%
"Fri, Nov 2",8:30am,USD,High Impact Expected,Non-Farm Employment Change,250K,194K,118K
"Fri, Nov 2",8:30am,USD,High Impact Expected,Unemployment Rate,3.7%,3.7%,3.7%
"Fri, Nov 2",8:30am,USD,Low Impact Expected,Trade Balance,-54.0B,-53.5B,-53.3B
"Fri, Nov 2",10:00am,USD,Low Impact Expected,Factory Orders m/m,0.7%,0.5%,2.6%
"Sun, Nov 4",2:00am,CAD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Nov 4",2:00am,USD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Nov 4",4:30pm,AUD,Low Impact Expected,AIG Services Index,51.1,52.5,
"Sun, Nov 4",6:50pm,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
"Sun, Nov 4",7:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.1%,0.3%,
"Sun, Nov 4",7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-2.4%,-2.4%,
"Sun, Nov 4",7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,0.2%,-0.7%,
"Sun, Nov 4",8:00pm,JPY,Medium Impact Expected,BOJ Gov Kuroda Speaks,,,
"Sun, Nov 4",8:45pm,CNY,Low Impact Expected,Caixin Services PMI,50.8,52.9,53.1
"Mon, Nov 5",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,52.2K,30.3K,20.4K
"Mon, Nov 5",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,8.8,9.9,11.4
"Mon, Nov 5",4:30am,GBP,High Impact Expected,Final Services PMI,52.2,53.4,53.9
"Mon, Nov 5",8:10am,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
"Mon, Nov 5",9:45am,USD,Low Impact Expected,Final Services PMI,54.8,54.7,54.7
"Mon, Nov 5",10:00am,USD,High Impact Expected,ISM Services PMI,60.3,59.3,61.6
"Mon, Nov 5",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,56.4,59.2,57.8
"Mon, Nov 5",6:30pm,JPY,Low Impact Expected,Household Spending y/y,-1.6%,1.6%,2.8%
"Mon, Nov 5",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,0.1%,0.6%,-0.2%
"Mon, Nov 5",10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Mon, Nov 5",10:30pm,AUD,Medium Impact Expected,Cash Rate,1.50%,1.50%,1.50%
"Tue, Nov 6",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,0.3%,-0.4%,2.5%
"Tue, Nov 6",3:15am,EUR,Low Impact Expected,Spanish Services PMI,54.0,51.9,52.5
"Tue, Nov 6",3:45am,EUR,Low Impact Expected,Italian Services PMI,49.2,52.1,53.3
"Tue, Nov 6",3:50am,EUR,Low Impact Expected,French Final Services PMI,55.3,55.6,55.6
"Tue, Nov 6",3:55am,EUR,Low Impact Expected,German Final Services PMI,54.7,53.6,53.6
"Tue, Nov 6",4:00am,EUR,Low Impact Expected,Final Services PMI,53.7,53.3,53.3
"Tue, Nov 6",5:00am,EUR,Low Impact Expected,PPI m/m,0.5%,0.4%,0.4%
"Tue, Nov 6",5:35am,GBP,Low Impact Expected,10-y Bond Auction,1.49|2.0,1.60|1.9,
"Tue, Nov 6",8:30am,CAD,Low Impact Expected,Building Permits m/m,0.4%,0.3%,-1.1%
"Tue, Nov 6",10:00am,USD,Low Impact Expected,JOLTS Job Openings,7.01M,7.09M,7.29M
"Tue, Nov 6",All Day,USD,High Impact Expected,Congressional Elections,,,
"Tue, Nov 6",10:22am,NZD,Low Impact Expected,GDT Price Index,-2.0%,-0.3%,
"Tue, Nov 6",1:01pm,USD,Low Impact Expected,10-y Bond Auction,3.21|2.5,3.23|2.4,
"Tue, Nov 6",4:30pm,AUD,Low Impact Expected,AIG Construction Index,46.4,49.3,
"Tue, Nov 6",4:45pm,NZD,High Impact Expected,Employment Change q/q,1.1%,0.5%,0.6%
"Tue, Nov 6",4:45pm,NZD,High Impact Expected,Unemployment Rate,3.9%,4.4%,4.4%
"Tue, Nov 6",4:45pm,NZD,Low Impact Expected,Labor Cost Index q/q,0.5%,0.5%,0.6%
"Tue, Nov 6",7:00pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,1.1%,1.2%,0.8%
"Tue, Nov 6",9:00pm,NZD,High Impact Expected,Inflation Expectations q/q,2.03%,2.04%,
"Wed, Nov 7",12:00am,JPY,Low Impact Expected,Leading Indicators,103.9%,103.9%,104.5%
"Wed, Nov 7",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,0.2%,0.0%,0.1%
"Wed, Nov 7",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,753B,740B,
"Wed, Nov 7",3:30am,GBP,Low Impact Expected,Halifax HPI m/m,0.7%,0.5%,-1.3%
"Wed, Nov 7",4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.8%,-0.1%,0.6%
"Wed, Nov 7",5:00am,EUR,Low Impact Expected,Retail Sales m/m,0.0%,0.1%,0.3%
"Wed, Nov 7",5:33am,EUR,Low Impact Expected,German 10-y Bond Auction,0.42|1.4,0.55|1.1,
"Wed, Nov 7",9:00am,CHF,Medium Impact Expected,Gov Board Member Zurbrugg Speaks,,,
"Wed, Nov 7",10:00am,CAD,Medium Impact Expected,Ivey PMI,61.8,50.9,50.4
"Wed, Nov 7",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,5.8M,2.0M,3.2M
"Wed, Nov 7",1:01pm,USD,Low Impact Expected,30-y Bond Auction,3.42|2.1,3.34|2.4,
"Wed, Nov 7",3:00pm,NZD,High Impact Expected,Official Cash Rate,1.75%,1.75%,1.75%
"Wed, Nov 7",3:00pm,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,
"Wed, Nov 7",3:00pm,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Wed, Nov 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,10.9B,15.7B,22.9B
"Wed, Nov 7",4:00pm,NZD,High Impact Expected,RBNZ Press Conference,,,
"Wed, Nov 7",6:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.2%,2.4%,2.3%
"Wed, Nov 7",6:50pm,JPY,Low Impact Expected,BOJ Summary of Opinions,,,
"Wed, Nov 7",6:50pm,JPY,Low Impact Expected,Core Machinery Orders m/m,-18.3%,-9.5%,6.8%
"Wed, Nov 7",6:50pm,JPY,Low Impact Expected,Current Account,1.33T,1.36T,1.43T
"Wed, Nov 7",7:01pm,GBP,Low Impact Expected,RICS House Price Balance,-10%,-2%,-2%
"Wed, Nov 7",10:00pm,CNY,Medium Impact Expected,Trade Balance,234B,209B,213B
"Wed, Nov 7",10:00pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,34.0B,35.0B,31.7B
"Thu, Nov 8",12:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,49.5,48.9,48.6
"Thu, Nov 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,2.5%,2.5%,2.5%
"Thu, Nov 8",2:00am,EUR,Low Impact Expected,German Trade Balance,17.6B,18.2B,18.2B
"Thu, Nov 8",2:45am,EUR,Low Impact Expected,French Trade Balance,-5.7B,-6.1B,-5.7B
"Thu, Nov 8",4:00am,EUR,Low Impact Expected,ECB Economic Bulletin,,,
"Thu, Nov 8",4:59am,EUR,Low Impact Expected,French 10-y Bond Auction,0.82|1.8,0.86|1.6,
"Thu, Nov 8",5:00am,EUR,Medium Impact Expected,EU Economic Forecasts,,,
"Thu, Nov 8",8:13am,CAD,Low Impact Expected,Housing Starts,206K,199K,190K
"Thu, Nov 8",8:30am,CAD,Low Impact Expected,NHPI m/m,0.0%,0.1%,0.0%
"Thu, Nov 8",8:30am,USD,Low Impact Expected,Unemployment Claims,214K,214K,215K
"Thu, Nov 8",10:00am,USD,Low Impact Expected,Mortgage Delinquencies,4.47%,4.36%,
"Thu, Nov 8",10:30am,USD,Low Impact Expected,Natural Gas Storage,65B,56B,48B
"Thu, Nov 8",12:30pm,CHF,Medium Impact Expected,Gov Board Member Maechler Speaks,,,
"Thu, Nov 8",2:00pm,USD,High Impact Expected,Federal Funds Rate,2.25%,2.25%,2.25%
"Thu, Nov 8",2:00pm,USD,High Impact Expected,FOMC Statement,,,
"Thu, Nov 8",6:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,2.7%,2.8%,2.8%
"Thu, Nov 8",7:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Thu, Nov 8",7:30pm,AUD,Low Impact Expected,Home Loans m/m,-1.0%,-0.9%,-2.2%
"Thu, Nov 8",8:30pm,CNY,Low Impact Expected,CPI y/y,2.5%,2.5%,2.5%
"Thu, Nov 8",8:30pm,CNY,Low Impact Expected,PPI y/y,3.3%,3.3%,3.6%
"Fri, Nov 9",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,-1.8%,-0.3%,0.2%
"Fri, Nov 9",4:30am,GBP,High Impact Expected,GDP m/m,0.0%,0.1%,0.0%
"Fri, Nov 9",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.2%,0.1%,-0.1%
"Fri, Nov 9",4:30am,GBP,High Impact Expected,Prelim GDP q/q,0.6%,0.6%,0.4%
"Fri, Nov 9",4:30am,GBP,Medium Impact Expected,Prelim Business Investment q/q,-1.2%,0.2%,-0.7%
"Fri, Nov 9",4:30am,GBP,Low Impact Expected,Construction Output m/m,1.7%,0.2%,-0.3%
"Fri, Nov 9",4:30am,GBP,Low Impact Expected,Goods Trade Balance,-9.7B,-11.4B,-11.2B
"Fri, Nov 9",4:30am,GBP,Low Impact Expected,Index of Services 3m/3m,0.4%,0.5%,0.5%
"Fri, Nov 9",4:30am,GBP,Low Impact Expected,Industrial Production m/m,0.0%,-0.1%,0.0%
"Fri, Nov 9",8:30am,USD,High Impact Expected,PPI m/m,0.6%,0.2%,0.2%
"Fri, Nov 9",8:30am,USD,Medium Impact Expected,Core PPI m/m,0.5%,0.2%,0.2%
"Fri, Nov 9",8:50am,GBP,Low Impact Expected,NIESR GDP Estimate,0.4%,0.6%,
"Fri, Nov 9",9:05am,USD,Medium Impact Expected,FOMC Member Quarles Speaks,,,
"Fri, Nov 9",10:00am,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,98.3,98.0,98.6
"Fri, Nov 9",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.4%,0.3%,0.3%
"Fri, Nov 9",10:00am,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.8%,2.9%,
"Sun, Nov 11",6:50pm,JPY,Low Impact Expected,PPI y/y,2.9%,2.8%,3.0%
"Mon, Nov 12",12:59am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-1.1%,2.9%,
"Mon, Nov 12",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.2%,-0.5%,1.7%
"Mon, Nov 12",All Day,CAD,Non-Economic,Bank Holiday,,,
"Mon, Nov 12",All Day,USD,Non-Economic,Bank Holiday,,,
"Mon, Nov 12",2:30pm,USD,Medium Impact Expected,FOMC Member Daly Speaks,,,
