Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Mar 2",Low Impact Expected,,,,,,
"Thu, Mar 2",,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.3%,0.1%,0.1%
"Thu, Mar 2",,EUR,Low Impact Expected,Unemployment Rate,6.7%,6.6%,6.6%
"Thu, Mar 2",5:03am,EUR,Low Impact Expected,French 10-y Bond Auction,3.20|2.3,2.68|2.1,
"Thu, Mar 2",7:30am,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,,,
"Thu, Mar 2",8:30am,USD,Medium Impact Expected,Unemployment Claims,190K,196K,192K
"Thu, Mar 2",8:30am,USD,Low Impact Expected,Revised Nonfarm Productivity q/q,1.7%,2.5%,3.0%
"Thu, Mar 2",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,3.2%,1.6%,1.1%
"Thu, Mar 2",10:00am,GBP,Low Impact Expected,MPC Member Pill Speaks,,,
"Thu, Mar 2",10:30am,USD,Low Impact Expected,Natural Gas Storage,-81B,-72B,-71B
"Thu, Mar 2",2:06pm,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,
"Thu, Mar 2",4:00pm,USD,Medium Impact Expected,FOMC Member Waller Speaks,,,
"Thu, Mar 2",6:00pm,USD,Low Impact Expected,FOMC Member Kashkari Speaks,,,
"Thu, Mar 2",6:30pm,JPY,Low Impact Expected,Tokyo Core CPI y/y,3.3%,3.3%,4.3%
"Thu, Mar 2",6:30pm,JPY,Low Impact Expected,Unemployment Rate,2.4%,2.5%,2.5%
"Thu, Mar 2",8:45pm,CNY,Low Impact Expected,Caixin Services PMI,55.0,54.3,52.9
"Fri, Mar 3",2:00am,EUR,Low Impact Expected,German Trade Balance,16.7B,11.1B,10.0B
"Fri, Mar 3",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,-1.9%,-0.2%,1.5%
"Fri, Mar 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,56.7,53.8,52.7
"Fri, Mar 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,51.6,52.4,51.2
"Fri, Mar 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,53.1,52.8,52.8
"Fri, Mar 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,50.9,51.3,51.3
"Fri, Mar 3",4:00am,EUR,Low Impact Expected,Final Services PMI,52.7,53.0,53.0
"Fri, Mar 3",4:30am,GBP,Low Impact Expected,Final Services PMI,53.5,53.3,53.3
"Fri, Mar 3",5:00am,EUR,Low Impact Expected,PPI m/m,-2.8%,-0.3%,1.1%
"Fri, Mar 3",8:30am,CAD,Low Impact Expected,Building Permits m/m,-4.0%,1.7%,-7.7%
