Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Feb 3",Medium Impact Expected,,,,,,
"Tue, Feb 3",5:00am,EUR,Low Impact Expected,PPI m/m,-1.0%,-0.7%,-0.3%
"Tue, Feb 3",5:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,-0.4%,-0.1%,0.0%
"Tue, Feb 3",8:30am,CAD,Medium Impact Expected,RMPI m/m,-7.6%,-8.8%,-5.7%
"Tue, Feb 3",8:30am,CAD,Low Impact Expected,IPPI m/m,-1.6%,-0.5%,-0.5%
"Tue, Feb 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-3.4%,-1.8%,-1.7%
"Tue, Feb 3",10:06am,NZD,High Impact Expected,GDT Price Index,9.4%,1.0%,
"Tue, Feb 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,16.7M,17.0M,16.9M
"Tue, Feb 3",4:45pm,NZD,High Impact Expected,Employment Change q/q,1.2%,0.8%,0.9%
"Tue, Feb 3",4:45pm,NZD,High Impact Expected,Unemployment Rate,5.7%,5.3%,5.4%
"Tue, Feb 3",4:45pm,NZD,Low Impact Expected,Labor Cost Index q/q,0.5%,0.5%,0.5%
"Tue, Feb 3",5:30pm,AUD,Low Impact Expected,AIG Services Index,49.9,47.5,
"Tue, Feb 3",7:00pm,NZD,High Impact Expected,RBNZ Gov Wheeler Speaks,,,
"Tue, Feb 3",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.3%,-1.7%,
"Tue, Feb 3",7:30pm,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,2,6,
"Tue, Feb 3",8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,1.6%,1.6%,0.1%
"Tue, Feb 3",8:45pm,CNY,Medium Impact Expected,Caixin Services PMI,51.8,53.4,
"Wed, Feb 4",3:15am,EUR,Medium Impact Expected,Spanish Services PMI,56.7,54.5,54.3
"Wed, Feb 4",3:45am,EUR,Medium Impact Expected,Italian Services PMI,51.2,49.9,49.4
"Wed, Feb 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,49.4,49.5,49.5
"Wed, Feb 4",3:55am,EUR,Medium Impact Expected,German Final Services PMI,54.0,52.7,52.7
"Wed, Feb 4",4:00am,EUR,Low Impact Expected,Final Services PMI,52.7,52.3,52.3
"Wed, Feb 4",4:30am,GBP,High Impact Expected,Final Services PMI,57.2,56.6,55.8
"Wed, Feb 4",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.3%,-0.1%,0.7%
"Wed, Feb 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,213K,224K,253K
"Wed, Feb 4",9:45am,USD,Low Impact Expected,Final Services PMI,54.2,54.3,54.0
"Wed, Feb 4",10:00am,CAD,High Impact Expected,Ivey PMI,45.4,53.8,55.4
"Wed, Feb 4",10:00am,USD,High Impact Expected,ISM Services PMI,56.7,56.6,56.2
"Wed, Feb 4",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,6.3M,4.0M,8.9M
"Wed, Feb 4",7:00pm,AUD,Low Impact Expected,HIA New Home Sales m/m,-1.9%,2.2%,
"Wed, Feb 4",7:30pm,AUD,High Impact Expected,Retail Sales m/m,0.2%,0.3%,0.1%
"Wed, Feb 4",10:45pm,JPY,Low Impact Expected,30-y Bond Auction,1.46|2.7,1.12|3.6,
"Thu, Feb 5",1:45am,CHF,Low Impact Expected,SECO Consumer Climate,-6,-13,-11
"Thu, Feb 5",2:00am,EUR,Medium Impact Expected,German Factory Orders m/m,4.2%,1.4%,-2.4%
"Thu, Feb 5",3:00am,GBP,Medium Impact Expected,Halifax HPI m/m,2.0%,0.1%,1.1%
"Thu, Feb 5",4:00am,EUR,Medium Impact Expected,ECB Economic Bulletin,,,
"Thu, Feb 5",4:10am,EUR,Low Impact Expected,Retail PMI,46.6,47.6,
"Thu, Feb 5",5:00am,EUR,Medium Impact Expected,EU Economic Forecasts,,,
"Thu, Feb 5",5:00am,EUR,Low Impact Expected,French 10-y Bond Auction,0.61|1.9,0.79|2.0,
"Thu, Feb 5",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Feb 5",7:00am,GBP,Medium Impact Expected,Asset Purchase Facility,375B,375B,375B
"Thu, Feb 5",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,17.6%,6.6%,
"Thu, Feb 5",8:30am,CAD,High Impact Expected,Trade Balance,-0.6B,-1.2B,-0.3B
"Thu, Feb 5",8:30am,USD,High Impact Expected,Trade Balance,-46.6B,-38.2B,-39.8B
"Thu, Feb 5",8:30am,USD,High Impact Expected,Unemployment Claims,278K,287K,267K
"Thu, Feb 5",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,-1.8%,0.3%,2.3%
"Thu, Feb 5",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,2.7%,1.3%,-1.0%
"Thu, Feb 5",10:30am,USD,Low Impact Expected,Natural Gas Storage,-115B,-119B,-94B
"Thu, Feb 5",All Day,NZD,Non-Economic,Bank Holiday,,,
"Thu, Feb 5",5:30pm,AUD,Low Impact Expected,AIG Construction Index,45.9,44.4,
"Thu, Feb 5",7:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Fri, Feb 6",12:00am,JPY,Low Impact Expected,Leading Indicators,105.2%,105.5%,103.9%
"Fri, Feb 6",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,0.1%,0.4%,0.1%
"Fri, Feb 6",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-85.6B,-90.8B,
"Fri, Feb 6",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.4B,-3.1B,-3.1B
"Fri, Feb 6",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,498B,495B,
"Fri, Feb 6",3:15am,CHF,Medium Impact Expected,Retail Sales y/y,2.2%,0.4%,-0.6%
"Fri, Feb 6",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-10.2B,-9.0B,-9.3B
"Fri, Feb 6",8:30am,CAD,High Impact Expected,Building Permits m/m,7.7%,4.8%,-13.6%
"Fri, Feb 6",8:30am,CAD,High Impact Expected,Employment Change,35.4K,4.7K,-4.3K
"Fri, Feb 6",8:30am,CAD,High Impact Expected,Unemployment Rate,6.6%,6.7%,6.6%
"Fri, Feb 6",8:30am,USD,High Impact Expected,Non-Farm Employment Change,257K,236K,329K
"Fri, Feb 6",8:30am,USD,High Impact Expected,Unemployment Rate,5.7%,5.6%,5.6%
"Fri, Feb 6",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.5%,0.3%,-0.2%
"Fri, Feb 6",12:45pm,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
"Fri, Feb 6",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,14.8B,14.6B,13.5B
"Sat, Feb 7",9:27pm,CNY,Medium Impact Expected,Trade Balance,367B,305B,
"Sat, Feb 7",9:39pm,CNY,High Impact Expected,USD-Denominated Trade Balance,60.0B,48.9B,49.6B
"Sun, Feb 8",6:50pm,JPY,Medium Impact Expected,Current Account,0.98T,0.95T,0.91T
"Sun, Feb 8",6:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.5%,2.6%,
"Sun, Feb 8",7:15pm,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
"Sun, Feb 8",7:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,1.3%,1.8%,
"Mon, Feb 9",12:00am,JPY,Low Impact Expected,Consumer Confidence,39.1,39.4,38.8
"Mon, Feb 9",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,45.6,45.7,45.2
"Mon, Feb 9",2:00am,EUR,Low Impact Expected,German Trade Balance,21.8B,18.2B,17.9B
"Mon, Feb 9",Day 1,All,Medium Impact Expected,G20 Meetings,,,
"Mon, Feb 9",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,12.4,3.4,0.9
"Mon, Feb 9",8:13am,CAD,Low Impact Expected,Housing Starts,187K,184K,180K
"Mon, Feb 9",10:00am,USD,Low Impact Expected,Labor Market Conditions Index m/m,4.9,7.3,
"Mon, Feb 9",4:00pm,USD,Medium Impact Expected,FOMC Member Powell Speaks,,,
"Mon, Feb 9",6:50pm,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,-0.3%,0.1%,0.2%
"Mon, Feb 9",6:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,3.4%,3.6%,3.6%
"Mon, Feb 9",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,0.2%,-0.4%,
"Mon, Feb 9",7:30pm,AUD,High Impact Expected,NAB Business Confidence,3,2,
"Mon, Feb 9",7:30pm,AUD,Medium Impact Expected,HPI q/q,1.9%,2.0%,1.4%
"Mon, Feb 9",8:30pm,CNY,High Impact Expected,CPI y/y,0.8%,1.1%,1.5%
"Mon, Feb 9",8:30pm,CNY,Medium Impact Expected,PPI y/y,-4.3%,-3.7%,-3.3%
"Tue, Feb 10",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.1%,3.2%,3.1%
"Tue, Feb 10",2:45am,EUR,Medium Impact Expected,French Industrial Production m/m,1.5%,0.3%,-0.2%
"Tue, Feb 10",3:15am,CHF,Medium Impact Expected,CPI m/m,-0.4%,-0.4%,-0.5%
"Tue, Feb 10",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,0.4%,0.1%,0.3%
"Tue, Feb 10",Day 2,All,Medium Impact Expected,G20 Meetings,,,
"Tue, Feb 10",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.1%,0.3%,0.8%
"Tue, Feb 10",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-0.2%,0.3%,-0.1%
"Tue, Feb 10",8:20am,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
"Tue, Feb 10",9:00am,USD,Low Impact Expected,NFIB Small Business Index,97.9,101.3,100.4
"Tue, Feb 10",9:35am,GBP,Medium Impact Expected,NIESR GDP Estimate,0.7%,0.5%,
"Tue, Feb 10",10:00am,USD,Medium Impact Expected,JOLTS Job Openings,5.03M,5.03M,4.85M
"Tue, Feb 10",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.1%,0.2%,0.8%
"Tue, Feb 10",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,47.5,51.4,51.5
"Tue, Feb 10",12:45pm,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
"Tue, Feb 10",6:20pm,AUD,Medium Impact Expected,Westpac Consumer Sentiment,8.0%,2.4%,
"Tue, Feb 10",All Day,JPY,Non-Economic,Bank Holiday,,,
"Tue, Feb 10",7:30pm,AUD,Medium Impact Expected,Home Loans m/m,2.7%,2.3%,-0.4%
"Tue, Feb 10",9:02pm,NZD,Low Impact Expected,REINZ HPI m/m,-1.0%,-1.0%,
"Wed, Feb 11",All Day,EUR,High Impact Expected,Eurogroup Meetings,,,
"Wed, Feb 11",5:35am,GBP,Low Impact Expected,30-y Bond Auction,2.36|1.6,2.70|1.8,
"Wed, Feb 11",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,4.9M,3.7M,6.3M
"Wed, Feb 11",1:01pm,USD,Medium Impact Expected,10-y Bond Auction,2.00|2.6,1.93|2.6,
"Wed, Feb 11",2:00pm,USD,Low Impact Expected,Federal Budget Balance,-17.5B,-2.6B,1.9B
"Wed, Feb 11",4:30pm,NZD,Medium Impact Expected,BusinessNZ Manufacturing Index,50.9,57.1,
"Wed, Feb 11",5:00pm,AUD,Medium Impact Expected,RBA Deputy Gov Debelle Speaks,,,
"Wed, Feb 11",6:50pm,JPY,Medium Impact Expected,Core Machinery Orders m/m,8.3%,2.4%,1.3%
"Wed, Feb 11",6:50pm,JPY,Low Impact Expected,PPI y/y,0.3%,1.2%,1.8%
"Wed, Feb 11",7:00pm,AUD,Medium Impact Expected,MI Inflation Expectations,4.0%,3.2%,
"Wed, Feb 11",7:01pm,GBP,Low Impact Expected,RICS House Price Balance,7%,10%,12%
"Wed, Feb 11",7:30pm,AUD,High Impact Expected,Employment Change,-12.2K,-4.7K,42.3K
"Wed, Feb 11",7:30pm,AUD,High Impact Expected,Unemployment Rate,6.4%,6.2%,6.1%
"Thu, Feb 12",12:59am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,20.4%,33.9%,
"Thu, Feb 12",2:00am,EUR,Low Impact Expected,German Final CPI m/m,-1.1%,-1.0%,-1.0%
"Thu, Feb 12",3:28am,CHF,Medium Impact Expected,PPI m/m,-0.6%,-0.6%,-0.4%
"Thu, Feb 12",5:00am,EUR,Low Impact Expected,Industrial Production m/m,0.0%,0.3%,0.1%
"Thu, Feb 12",All Day,EUR,High Impact Expected,EU Economic Summit,,,
"Thu, Feb 12",5:30am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Thu, Feb 12",5:30am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Thu, Feb 12",5:30am,GBP,Medium Impact Expected,BOE Inflation Letter,,,
"Thu, Feb 12",8:30am,CAD,Medium Impact Expected,NHPI m/m,0.1%,0.2%,0.1%
"Thu, Feb 12",8:30am,USD,High Impact Expected,Core Retail Sales m/m,-0.9%,-0.4%,-0.9%
"Thu, Feb 12",8:30am,USD,High Impact Expected,Retail Sales m/m,-0.8%,-0.4%,-0.9%
"Thu, Feb 12",8:30am,USD,High Impact Expected,Unemployment Claims,304K,282K,279K
"Thu, Feb 12",10:00am,USD,Medium Impact Expected,Business Inventories m/m,0.1%,0.2%,0.2%
"Thu, Feb 12",10:30am,USD,Low Impact Expected,Natural Gas Storage,-160B,-165B,-115B
"Thu, Feb 12",1:01pm,USD,Low Impact Expected,30-y Bond Auction,2.56|2.3,2.43|2.3,
"Thu, Feb 12",4:45pm,NZD,Low Impact Expected,FPI m/m,1.3%,0.3%,
"Thu, Feb 12",5:30pm,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
"Thu, Feb 12",9:00pm,CNY,Low Impact Expected,CB Leading Index m/m,0.9%,1.1%,
"Fri, Feb 13",1:30am,EUR,Medium Impact Expected,French Prelim GDP q/q,0.1%,0.1%,0.3%
"Fri, Feb 13",2:00am,EUR,Medium Impact Expected,German Prelim GDP q/q,0.7%,0.3%,0.1%
"Fri, Feb 13",2:00am,EUR,Low Impact Expected,German WPI m/m,-0.4%,0.4%,-1.0%
"Fri, Feb 13",2:45am,EUR,Medium Impact Expected,French Prelim Private Payrolls q/q,0.0%,-0.1%,-0.3%
"Fri, Feb 13",4:00am,EUR,Medium Impact Expected,Italian Prelim GDP q/q,0.0%,0.0%,-0.1%
"Fri, Feb 13",4:02am,CNY,Medium Impact Expected,New Loans,1470B,1355B,697B
"Fri, Feb 13",4:02am,CNY,Low Impact Expected,M2 Money Supply y/y,10.8%,12.1%,12.2%
"Fri, Feb 13",4:30am,GBP,Low Impact Expected,Construction Output m/m,0.4%,2.6%,-1.8%
"Fri, Feb 13",5:00am,EUR,Medium Impact Expected,Flash GDP q/q,0.3%,0.2%,0.2%
"Fri, Feb 13",8:30am,CAD,High Impact Expected,Manufacturing Sales m/m,1.7%,0.8%,-1.3%
"Fri, Feb 13",8:30am,USD,Medium Impact Expected,Import Prices m/m,-2.8%,-3.1%,-1.9%
"Fri, Feb 13",9:30am,GBP,Low Impact Expected,CB Leading Index m/m,0.1%,-0.3%,
