Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, May 4",Non-Economic,,,,,,
"Mon, May 4",12:25pm,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Mon, May 4",2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
"Mon, May 4",7:13pm,AUD,Low Impact Expected,AIG Services Index,49.7,50.2,
"Mon, May 4",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, May 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-1.32B,-0.98B,-1.61B
"Tue, May 5",12:30am,AUD,High Impact Expected,Cash Rate,2.00%,2.00%,2.25%
"Tue, May 5",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, May 5",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-26.3B,-23.4B,
"Tue, May 5",3:00am,EUR,High Impact Expected,Spanish Unemployment Change,-118.9K,-64.8K,-60.2K
"Tue, May 5",4:30am,GBP,High Impact Expected,Construction PMI,54.2,57.6,57.8
"Tue, May 5",5:00am,EUR,Medium Impact Expected,EU Economic Forecasts,,,
"Tue, May 5",5:00am,EUR,Low Impact Expected,PPI m/m,0.2%,0.3%,0.6%
"Tue, May 5",8:30am,CAD,High Impact Expected,Trade Balance,-3.0B,-0.8B,-2.2B
"Tue, May 5",8:30am,USD,High Impact Expected,Trade Balance,-51.4B,-41.2B,-35.9B
"Tue, May 5",9:45am,USD,Low Impact Expected,Final Services PMI,57.4,57.8,57.8
"Tue, May 5",10:00am,USD,High Impact Expected,ISM Services PMI,57.8,56.2,56.5
"Tue, May 5",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,49.7,50.6,51.3
"Tue, May 5",10:20am,NZD,High Impact Expected,GDT Price Index,-3.5%,-3.6%,
"Tue, May 5",12:45pm,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
"Tue, May 5",6:45pm,NZD,High Impact Expected,Employment Change q/q,0.7%,0.8%,1.2%
"Tue, May 5",6:45pm,NZD,High Impact Expected,Unemployment Rate,5.8%,5.5%,5.8%
"Tue, May 5",6:45pm,NZD,Low Impact Expected,Labor Cost Index q/q,0.3%,0.4%,0.5%
"Tue, May 5",7:00pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.9%,-2.1%,
"Tue, May 5",All Day,JPY,Non-Economic,Bank Holiday,,,
