Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, Mar 2",Low Impact Expected,,,,,,
"Mon, Mar 2",7:30pm,AUD,High Impact Expected,Building Approvals m/m,7.9%,-1.8%,-2.8%
"Mon, Mar 2",7:30pm,AUD,Medium Impact Expected,Current Account,-9.6B,-10.9B,-12.1B
"Mon, Mar 2",8:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,1.3%,0.6%,1.3%
"Mon, Mar 2",10:30pm,AUD,High Impact Expected,Cash Rate,2.25%,2.00%,2.25%
"Mon, Mar 2",10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Mon, Mar 2",10:45pm,JPY,Low Impact Expected,10-y Bond Auction,0.40|2.8,0.31|2.7,
"Tue, Mar 3",1:45am,CHF,Low Impact Expected,GDP q/q,0.6%,0.3%,0.7%
"Tue, Mar 3",2:00am,EUR,Medium Impact Expected,German Retail Sales m/m,2.9%,0.5%,0.6%
"Tue, Mar 3",3:00am,EUR,High Impact Expected,Spanish Unemployment Change,-13.5K,10.5K,78.0K
"Tue, Mar 3",4:30am,GBP,High Impact Expected,Construction PMI,60.1,59.0,59.1
"Tue, Mar 3",5:00am,EUR,Low Impact Expected,PPI m/m,-0.9%,-0.5%,-1.0%
"Tue, Mar 3",5:00am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Tue, Mar 3",8:30am,CAD,High Impact Expected,GDP m/m,0.3%,0.2%,-0.2%
"Tue, Mar 3",8:30am,CAD,Medium Impact Expected,RMPI m/m,-7.7%,-6.2%,-7.5%
"Tue, Mar 3",8:30am,CAD,Low Impact Expected,IPPI m/m,-0.4%,-0.9%,-1.5%
"Tue, Mar 3",9:31am,NZD,High Impact Expected,GDT Price Index,1.1%,10.1%,
"Tue, Mar 3",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,49.1,48.3,47.5
"Tue, Mar 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,16.2M,16.8M,16.7M
"Tue, Mar 3",5:30pm,AUD,Low Impact Expected,AIG Services Index,51.7,49.9,
"Tue, Mar 3",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.7%,-1.3%,
"Tue, Mar 3",7:30pm,AUD,High Impact Expected,GDP q/q,0.5%,0.7%,0.4%
"Tue, Mar 3",8:15pm,USD,High Impact Expected,Fed Chair Yellen Speaks,,,
"Tue, Mar 3",8:45pm,CNY,Medium Impact Expected,Caixin Services PMI,52.0,51.8,
"Wed, Mar 4",3:15am,EUR,Medium Impact Expected,Spanish Services PMI,56.2,56.9,56.7
"Wed, Mar 4",3:45am,EUR,Medium Impact Expected,Italian Services PMI,50.0,51.8,51.2
"Wed, Mar 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,53.4,53.4,53.4
"Wed, Mar 4",3:55am,EUR,Medium Impact Expected,German Final Services PMI,54.7,55.5,55.5
"Wed, Mar 4",4:00am,EUR,Low Impact Expected,Final Services PMI,53.7,53.9,53.9
"Wed, Mar 4",4:30am,GBP,High Impact Expected,Final Services PMI,56.7,57.6,57.2
"Wed, Mar 4",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,1.1%,0.2%,0.4%
"Wed, Mar 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,212K,219K,250K
"Wed, Mar 4",9:00am,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Wed, Mar 4",9:45am,USD,Low Impact Expected,Final Services PMI,57.1,54.8,57.0
"Wed, Mar 4",10:00am,CAD,High Impact Expected,BOC Rate Statement,,,
"Wed, Mar 4",10:00am,CAD,High Impact Expected,Overnight Rate,0.75%,0.75%,0.75%
"Wed, Mar 4",10:00am,USD,High Impact Expected,ISM Services PMI,56.9,56.5,56.7
"Wed, Mar 4",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,10.3M,4.0M,8.4M
"Wed, Mar 4",2:00pm,USD,Low Impact Expected,Beige Book,,,
"Wed, Mar 4",7:30pm,AUD,High Impact Expected,Goods Trade Balance,-0.98B,-0.94B,-0.50B
"Wed, Mar 4",7:30pm,AUD,High Impact Expected,Retail Sales m/m,0.4%,0.4%,0.2%
"Wed, Mar 4",8:30pm,AUD,Medium Impact Expected,RBA Deputy Gov Lowe Speaks,,,
"Wed, Mar 4",10:45pm,JPY,Low Impact Expected,30-y Bond Auction,1.51|3.8,1.46|2.7,
"Thu, Mar 5",2:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-3.9%,-1.0%,4.4%
"Thu, Mar 5",2:58am,GBP,Medium Impact Expected,Halifax HPI m/m,-0.3%,-0.2%,1.9%
"Thu, Mar 5",4:10am,EUR,Low Impact Expected,Retail PMI,46.4,46.6,
"Thu, Mar 5",4:59am,EUR,Low Impact Expected,French 10-y Bond Auction,0.67|1.5,0.61|1.9,
"Thu, Mar 5",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Mar 5",7:00am,GBP,Medium Impact Expected,Asset Purchase Facility,375B,375B,375B
"Thu, Mar 5",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,20.9%,17.6%,
"Thu, Mar 5",7:45am,EUR,High Impact Expected,Main Refinancing Rate,0.05%,0.05%,0.05%
"Thu, Mar 5",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Mar 5",8:30am,USD,High Impact Expected,Unemployment Claims,320K,293K,313K
"Thu, Mar 5",8:30am,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,-2.2%,-2.3%,-1.8%
"Thu, Mar 5",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,4.1%,3.3%,2.7%
"Thu, Mar 5",10:00am,CAD,High Impact Expected,Ivey PMI,49.7,49.4,45.4
"Thu, Mar 5",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-0.2%,0.2%,-3.5%
"Thu, Mar 5",10:00am,USD,Medium Impact Expected,FOMC Member Williams Speaks,,,
"Thu, Mar 5",10:30am,USD,Low Impact Expected,Natural Gas Storage,-228B,-224B,-219B
"Thu, Mar 5",4:30pm,USD,Medium Impact Expected,Bank Stress Test Results,,,
"Thu, Mar 5",5:20pm,AUD,Low Impact Expected,AIG Construction Index,43.9,45.9,
"Fri, Mar 6",12:00am,JPY,Low Impact Expected,Leading Indicators,105.1%,105.9%,105.6%
"Fri, Mar 6",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,0.6%,0.6%,1.0%
"Fri, Mar 6",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-9.4B,-85.6B,
"Fri, Mar 6",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.7B,-3.0B,-3.3B
"Fri, Mar 6",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,509B,499B,
"Fri, Mar 6",3:15am,CHF,Medium Impact Expected,CPI m/m,-0.3%,0.0%,-0.4%
"Fri, Mar 6",4:30am,GBP,Low Impact Expected,Consumer Inflation Expectations,1.9%,2.5%,
"Fri, Mar 6",5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.3%,0.3%,0.3%
"Fri, Mar 6",8:30am,CAD,High Impact Expected,Building Permits m/m,-12.9%,-4.2%,6.1%
"Fri, Mar 6",8:30am,CAD,High Impact Expected,Trade Balance,-2.5B,-0.9B,-1.2B
"Fri, Mar 6",8:30am,CAD,Low Impact Expected,Labor Productivity q/q,-0.1%,0.0%,0.2%
"Fri, Mar 6",8:30am,USD,High Impact Expected,Non-Farm Employment Change,295K,240K,239K
"Fri, Mar 6",8:30am,USD,High Impact Expected,Unemployment Rate,5.5%,5.6%,5.7%
"Fri, Mar 6",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.1%,0.2%,0.5%
"Fri, Mar 6",8:30am,USD,Medium Impact Expected,Trade Balance,-41.8B,-41.3B,-45.6B
"Fri, Mar 6",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,11.6B,14.7B,17.9B
"Sat, Mar 7",9:29pm,CNY,High Impact Expected,Trade Balance,371B,20B,367B
"Sat, Mar 7",9:51pm,CNY,High Impact Expected,USD-Denominated Trade Balance,60.6B,7.8B,60.0B
"Sun, Mar 8",3:00am,CAD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Mar 8",3:00am,USD,Non-Economic,Daylight Saving Time Shift,,,
"Sun, Mar 8",5:45pm,NZD,Low Impact Expected,Manufacturing Sales q/q,-0.7%,-1.1%,
"Sun, Mar 8",7:50pm,JPY,Medium Impact Expected,Current Account,1.06T,1.16T,0.85T
"Sun, Mar 8",7:50pm,JPY,Medium Impact Expected,Final GDP q/q,0.4%,0.5%,0.6%
"Sun, Mar 8",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.5%,2.5%,
"Sun, Mar 8",7:50pm,JPY,Low Impact Expected,Final GDP Price Index y/y,2.4%,2.3%,2.3%
"Sun, Mar 8",8:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,0.9%,1.2%,
"Mon, Mar 9",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,50.1,46.7,45.6
"Mon, Mar 9",3:00am,EUR,Low Impact Expected,German Trade Balance,19.7B,20.4B,21.6B
"Mon, Mar 9",5:30am,EUR,Low Impact Expected,Sentix Investor Confidence,18.6,15.3,12.4
"Mon, Mar 9",All Day,EUR,High Impact Expected,Eurogroup Meetings,,,
"Mon, Mar 9",8:13am,CAD,Low Impact Expected,Housing Starts,156K,176K,187K
"Mon, Mar 9",10:00am,USD,Low Impact Expected,Labor Market Conditions Index m/m,4.0,4.8,
"Mon, Mar 9",1:30pm,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
"Mon, Mar 9",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,3.5%,3.5%,3.4%
"Mon, Mar 9",8:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,0.2%,0.2%,
"Mon, Mar 9",8:30pm,AUD,High Impact Expected,NAB Business Confidence,0,4,
"Mon, Mar 9",9:30pm,CNY,High Impact Expected,CPI y/y,1.4%,1.0%,0.8%
"Mon, Mar 9",9:30pm,CNY,Medium Impact Expected,PPI y/y,-4.8%,-4.3%,-4.3%
"Tue, Mar 10",2:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,28.9%,20.4%,
"Tue, Mar 10",2:45am,CHF,Low Impact Expected,Unemployment Rate,3.2%,3.2%,3.2%
"Tue, Mar 10",3:45am,EUR,Medium Impact Expected,French Industrial Production m/m,0.4%,-0.2%,1.4%
"Tue, Mar 10",5:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.7%,0.2%,0.4%
