Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Sun, Feb 3",Low Impact Expected,,,,,,
"Sun, Feb 3",7:30pm,AUD,Medium Impact Expected,Building Approvals m/m,-8.4%,2.1%,-9.8%
"Sun, Feb 3",7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-1.7%,-0.7%,
"Mon, Feb 4",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,83.5K,60.3K,-50.6K
"Mon, Feb 4",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-3.7,-1.1,-1.5
"Mon, Feb 4",4:30am,GBP,Low Impact Expected,Construction PMI,50.6,52.6,52.8
"Mon, Feb 4",5:00am,EUR,Low Impact Expected,PPI m/m,-0.8%,-0.7%,-0.3%
"Mon, Feb 4",5:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.1%,0.1%,-0.1%
"Mon, Feb 4",10:00am,USD,Low Impact Expected,Factory Orders m/m,-0.6%,0.3%,-2.1%
"Mon, Feb 4",2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
"Mon, Feb 4",4:30pm,AUD,Low Impact Expected,AIG Services Index,44.3,52.1,
"Mon, Feb 4",7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,2.1%,-0.2%,
"Mon, Feb 4",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,1.8%,-0.2%,-0.7%
"Mon, Feb 4",All Day,CNY,Non-Economic,Bank Holiday,,,
"Mon, Feb 4",7:30pm,AUD,High Impact Expected,Retail Sales m/m,-0.4%,0.0%,0.5%
"Mon, Feb 4",7:30pm,AUD,Medium Impact Expected,Goods Trade Balance,3.68B,2.25B,2.26B
"Mon, Feb 4",10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Mon, Feb 4",10:30pm,AUD,Medium Impact Expected,Cash Rate,1.50%,1.50%,1.50%
"Mon, Feb 4",10:35pm,JPY,Low Impact Expected,10-y Bond Auction,-0.01|4.8,0.02|4.0,
"Tue, Feb 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,54.7,53.1,54.0
"Tue, Feb 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,49.7,50.0,50.5
"Tue, Feb 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,47.8,47.5,47.5
"Tue, Feb 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,53.0,53.1,53.1
"Tue, Feb 5",4:00am,EUR,Low Impact Expected,Final Services PMI,51.2,50.8,50.8
"Tue, Feb 5",4:30am,GBP,Medium Impact Expected,Final Services PMI,50.1,51.1,51.2
"Tue, Feb 5",5:00am,EUR,Low Impact Expected,Retail Sales m/m,-1.6%,-1.5%,0.8%
"Tue, Feb 5",9:45am,USD,Low Impact Expected,Final Services PMI,54.2,54.2,54.2
"Tue, Feb 5",10:00am,USD,High Impact Expected,ISM Services PMI,56.7,57.2,57.6
"Tue, Feb 5",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,50.3,53.1,52.3
"Tue, Feb 5",All Day,NZD,Non-Economic,Bank Holiday,,,
"Tue, Feb 5",All Day,CNY,Non-Economic,Bank Holiday,,,
"Tue, Feb 5",8:30pm,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
"Tue, Feb 5",9:00pm,USD,High Impact Expected,President Trump Speaks,,,
"Wed, Feb 6",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,-1.6%,0.3%,-0.2%
"Wed, Feb 6",8:30am,CAD,Low Impact Expected,Building Permits m/m,6.0%,-0.9%,2.1%
"Wed, Feb 6",8:30am,USD,Low Impact Expected,Trade Balance,-49.3B,-54.0B,-55.7B
"Wed, Feb 6",8:35am,CAD,Medium Impact Expected,Gov Council Member Lane Speaks,,,
"Wed, Feb 6",9:43am,NZD,Low Impact Expected,GDT Price Index,6.7%,4.2%,
"Wed, Feb 6",10:00am,CAD,Medium Impact Expected,Ivey PMI,54.7,56.4,59.7
"Wed, Feb 6",10:30am,USD,Low Impact Expected,Crude Oil Inventories,1.3M,1.3M,0.9M
"Wed, Feb 6",1:01pm,USD,Low Impact Expected,10-y Bond Auction,2.69|2.3,2.73|2.5,
"Wed, Feb 6",4:30pm,AUD,Low Impact Expected,AIG Construction Index,43.1,42.6,
"Wed, Feb 6",4:45pm,NZD,High Impact Expected,Employment Change q/q,0.1%,0.3%,1.0%
"Wed, Feb 6",4:45pm,NZD,High Impact Expected,Unemployment Rate,4.3%,4.1%,4.0%
"Wed, Feb 6",4:45pm,NZD,Low Impact Expected,Labor Cost Index q/q,0.5%,0.6%,0.5%
"Wed, Feb 6",6:05pm,USD,Medium Impact Expected,FOMC Member Quarles Speaks,,,
"Wed, Feb 6",7:00pm,USD,High Impact Expected,Fed Chair Powell Speaks,,,
"Wed, Feb 6",All Day,CNY,Non-Economic,Bank Holiday,,,
"Wed, Feb 6",7:30pm,AUD,Low Impact Expected,NAB Quarterly Business Confidence,1,3,
"Wed, Feb 6",10:35pm,JPY,Low Impact Expected,30-y Bond Auction,0.59|4.7,0.72|4.0,
"Thu, Feb 7",12:00am,JPY,Low Impact Expected,Leading Indicators,97.9%,97.9%,99.1%
"Thu, Feb 7",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,-0.4%,0.8%,-1.3%
"Thu, Feb 7",2:45am,EUR,Low Impact Expected,French Trade Balance,-4.7B,-4.1B,-4.8B
"Thu, Feb 7",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,741B,729B,
"Thu, Feb 7",3:30am,GBP,Low Impact Expected,Halifax HPI m/m,-2.9%,-0.6%,2.5%
"Thu, Feb 7",4:00am,EUR,Low Impact Expected,ECB Economic Bulletin,,,
"Thu, Feb 7",4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.7%,-0.1%,0.6%
"Thu, Feb 7",5:00am,EUR,Medium Impact Expected,EU Economic Forecasts,,,
"Thu, Feb 7",5:02am,EUR,Low Impact Expected,French 10-y Bond Auction,0.57|2.2,0.68|1.7,
"Thu, Feb 7",7:00am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Thu, Feb 7",7:00am,GBP,High Impact Expected,Monetary Policy Summary,,,
"Thu, Feb 7",7:00am,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
"Thu, Feb 7",7:00am,GBP,Medium Impact Expected,Official Bank Rate,0.75%,0.75%,0.75%
"Thu, Feb 7",7:00am,GBP,Low Impact Expected,Asset Purchase Facility,435B,435B,435B
"Thu, Feb 7",7:00am,GBP,Low Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
"Thu, Feb 7",7:30am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Thu, Feb 7",8:30am,USD,Low Impact Expected,Unemployment Claims,234K,220K,253K
"Thu, Feb 7",9:30am,USD,Medium Impact Expected,FOMC Member Clarida Speaks,,,
"Thu, Feb 7",10:30am,USD,Low Impact Expected,Natural Gas Storage,-237B,-228B,-173B
"Thu, Feb 7",1:01pm,USD,Low Impact Expected,30-y Bond Auction,3.02|2.3,3.04|2.2,
"Thu, Feb 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,16.6B,16.5B,22.4B
"Thu, Feb 7",6:30pm,JPY,Medium Impact Expected,Average Cash Earnings y/y,1.8%,1.7%,1.7%
"Thu, Feb 7",6:30pm,JPY,Low Impact Expected,Household Spending y/y,0.1%,0.8%,-0.6%
"Thu, Feb 7",6:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.4%,2.4%,2.4%
"Thu, Feb 7",6:50pm,JPY,Low Impact Expected,Current Account,1.56T,1.52T,1.44T
"Thu, Feb 7",All Day,CNY,Non-Economic,Bank Holiday,,,
"Thu, Feb 7",7:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Thu, Feb 7",7:30pm,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
"Fri, Feb 8",12:02am,JPY,Low Impact Expected,Economy Watchers Sentiment,45.6,48.5,48.0
"Fri, Feb 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,2.4%,2.4%,2.4%
"Fri, Feb 8",2:00am,EUR,Low Impact Expected,German Trade Balance,19.4B,18.3B,18.9B
"Fri, Feb 8",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,0.8%,0.7%,-1.5%
"Fri, Feb 8",2:45am,EUR,Low Impact Expected,French Prelim Private Payrolls q/q,0.1%,0.1%,0.1%
"Fri, Feb 8",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.8%,0.4%,-1.7%
"Fri, Feb 8",8:13am,CAD,Low Impact Expected,Housing Starts,208K,206K,214K
"Fri, Feb 8",8:30am,CAD,High Impact Expected,Employment Change,66.8K,6.5K,9.3K
"Fri, Feb 8",8:30am,CAD,High Impact Expected,Unemployment Rate,5.8%,5.7%,5.6%
"Sun, Feb 10",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, Feb 11",2:30am,CHF,Low Impact Expected,CPI m/m,-0.3%,-0.2%,-0.3%
"Mon, Feb 11",4:30am,GBP,High Impact Expected,GDP m/m,-0.4%,0.0%,0.2%
"Mon, Feb 11",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,-0.7%,0.2%,-0.1%
"Mon, Feb 11",4:30am,GBP,High Impact Expected,Prelim GDP q/q,0.2%,0.3%,0.6%
"Mon, Feb 11",4:30am,GBP,Medium Impact Expected,Prelim Business Investment q/q,-1.4%,-1.3%,-1.1%
"Mon, Feb 11",4:30am,GBP,Low Impact Expected,Construction Output m/m,-2.8%,0.2%,0.1%
"Mon, Feb 11",4:30am,GBP,Low Impact Expected,Goods Trade Balance,-12.1B,-12.0B,-12.4B
