Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, May 3",High Impact Expected,,,,,,
"Tue, May 3",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,48.7,46.6,46.3
"Tue, May 3",All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,17.3M,17.4M,16.8M
"Tue, May 3",10:30am,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,
"Tue, May 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,17.4M,17.3M,16.6M
"Tue, May 3",12:30pm,CAD,Medium Impact Expected,BOC Gov Poloz Speaks,,,
"Tue, May 3",6:45pm,NZD,High Impact Expected,Employment Change q/q,1.2%,0.6%,1.0%
"Tue, May 3",6:45pm,NZD,High Impact Expected,Unemployment Rate,5.7%,5.5%,5.4%
"Tue, May 3",6:45pm,NZD,Low Impact Expected,Labor Cost Index q/q,0.4%,0.3%,0.4%
"Tue, May 3",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.7%,-1.7%,
"Tue, May 3",7:30pm,AUD,Low Impact Expected,AIG Services Index,49.7,49.5,
"Tue, May 3",All Day,JPY,Non-Economic,Bank Holiday,,,
"Tue, May 3",9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.8%,-1.3%,
"Wed, May 4",2:45am,EUR,Low Impact Expected,French Trade Balance,-4.4B,-4.2B,-5.1B
"Wed, May 4",3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-83.6K,-86.6K,-58.2K
"Wed, May 4",3:15am,EUR,Low Impact Expected,Spanish Services PMI,55.1,55.1,55.3
"Wed, May 4",3:45am,EUR,Low Impact Expected,Italian Services PMI,52.1,51.3,51.2
"Wed, May 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,50.6,50.8,50.8
"Wed, May 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,54.5,50.5,54.6
"Wed, May 4",4:00am,EUR,Low Impact Expected,Final Services PMI,53.1,53.3,53.2
"Wed, May 4",4:30am,GBP,High Impact Expected,Construction PMI,52.0,54.1,54.2
"Wed, May 4",4:57am,EUR,Low Impact Expected,French 10-y Bond Auction,0.57|1.7,0.43|1.7,
"Wed, May 4",5:00am,EUR,Low Impact Expected,Retail Sales m/m,-0.5%,0.1%,0.3%
"Wed, May 4",6:15am,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
"Wed, May 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,156K,205K,194K
"Wed, May 4",8:30am,CAD,High Impact Expected,Trade Balance,-3.4B,-1.2B,-2.5B
"Wed, May 4",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,-1.0%,-1.3%,-2.2%
"Wed, May 4",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,4.1%,2.9%,3.3%
"Wed, May 4",8:30am,USD,Medium Impact Expected,Trade Balance,-40.4B,-45.6B,-47.0B
"Wed, May 4",9:45am,USD,Low Impact Expected,Final Services PMI,52.8,52.1,52.1
"Wed, May 4",10:00am,USD,High Impact Expected,ISM Services PMI,55.7,54.9,54.5
"Wed, May 4",10:00am,USD,Medium Impact Expected,Factory Orders m/m,1.1%,0.7%,-1.9%
"Wed, May 4",10:30am,USD,High Impact Expected,Crude Oil Inventories,2.8M,0.6M,2.0M
"Wed, May 4",All Day,JPY,Non-Economic,Bank Holiday,,,
"Wed, May 4",9:00pm,AUD,Low Impact Expected,HIA New Home Sales m/m,8.9%,-5.3%,
"Wed, May 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-2.16B,-2.95B,-3.04B
"Wed, May 4",9:30pm,AUD,High Impact Expected,Retail Sales m/m,0.4%,0.3%,0.1%
"Wed, May 4",9:45pm,CNY,Medium Impact Expected,Caixin Services PMI,51.8,52.6,52.2
"Thu, May 5",All Day,CHF,Non-Economic,Bank Holiday,,,
"Thu, May 5",All Day,EUR,Non-Economic,French Bank Holiday,,,
"Thu, May 5",All Day,EUR,Non-Economic,German Bank Holiday,,,
"Thu, May 5",4:00am,EUR,Low Impact Expected,ECB Economic Bulletin,,,
"Thu, May 5",4:30am,GBP,High Impact Expected,Final Services PMI,52.3,53.6,53.7
"Thu, May 5",4:50am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.59|4.3,1.61|1.5,
"Thu, May 5",5:33am,GBP,Low Impact Expected,10-y Bond Auction,1.66|1.8,1.51|2.0,
"Thu, May 5",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,5.8%,31.7%,
"Thu, May 5",8:30am,CAD,Medium Impact Expected,Building Permits m/m,-7.0%,-4.6%,15.3%
"Thu, May 5",8:30am,USD,High Impact Expected,Unemployment Claims,274K,261K,257K
"Thu, May 5",10:30am,USD,Low Impact Expected,Natural Gas Storage,68B,69B,73B
"Thu, May 5",11:30am,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
"Thu, May 5",7:15pm,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
"Thu, May 5",7:30pm,AUD,Low Impact Expected,AIG Construction Index,50.8,45.2,
"Thu, May 5",7:50pm,JPY,Low Impact Expected,Monetary Base y/y,26.8%,29.3%,28.5%
"Thu, May 5",9:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Fri, May 6",3:00am,CHF,Medium Impact Expected,Foreign Currency Reserves,588B,576B,
"Fri, May 6",4:10am,EUR,Low Impact Expected,Retail PMI,47.9,49.2,
"Fri, May 6",8:30am,CAD,High Impact Expected,Employment Change,-2.1K,0.2K,40.6K
"Fri, May 6",8:30am,CAD,High Impact Expected,Unemployment Rate,7.1%,7.2%,7.1%
"Fri, May 6",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.2%
"Fri, May 6",8:30am,USD,High Impact Expected,Non-Farm Employment Change,160K,203K,208K
"Fri, May 6",8:30am,USD,High Impact Expected,Unemployment Rate,5.0%,5.0%,5.0%
"Fri, May 6",10:00am,CAD,Medium Impact Expected,Ivey PMI,53.1,52.2,50.1
"Fri, May 6",11:00am,CAD,Medium Impact Expected,Gov Council Member Schembri Speaks,,,
"Fri, May 6",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,29.7B,16.1B,14.1B
"Sat, May 7",10:07pm,CNY,High Impact Expected,Trade Balance,298B,250B,195B
"Sat, May 7",10:29pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,45.6B,40.3B,29.9B
"Sun, May 8",7:50pm,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
"Sun, May 8",8:00pm,JPY,Low Impact Expected,Average Cash Earnings y/y,1.4%,0.6%,0.7%
"Sun, May 8",9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-0.8%,0.1%,
"Mon, May 9",1:00am,JPY,Low Impact Expected,Consumer Confidence,40.8,40.8,41.7
"Mon, May 9",2:00am,EUR,Medium Impact Expected,German Factory Orders m/m,1.9%,0.7%,-0.8%
"Mon, May 9",3:15am,CHF,Low Impact Expected,CPI m/m,0.3%,0.2%,0.3%
"Mon, May 9",3:30am,GBP,Medium Impact Expected,Halifax HPI m/m,-0.8%,0.1%,2.2%
"Mon, May 9",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,6.2,6.1,5.7
"Mon, May 9",All Day,EUR,High Impact Expected,Eurogroup Meetings,,,
"Mon, May 9",8:13am,CAD,Low Impact Expected,Housing Starts,192K,195K,205K
"Mon, May 9",10:00am,USD,Low Impact Expected,Labor Market Conditions Index m/m,-0.9,-2.1,
"Mon, May 9",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,-0.9%,-0.7%,
"Mon, May 9",9:30pm,CNY,Medium Impact Expected,CPI y/y,2.3%,2.3%,2.3%
"Mon, May 9",9:30pm,CNY,Medium Impact Expected,PPI y/y,-3.4%,-3.8%,-4.3%
"Mon, May 9",11:45pm,JPY,Low Impact Expected,10-y Bond Auction,-0.10|3.4,-0.07|3.9,
"Tue, May 10",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.5%,3.5%,3.4%
"Tue, May 10",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,-1.3%,-0.2%,-0.7%
"Tue, May 10",2:00am,EUR,Low Impact Expected,German Trade Balance,23.6B,20.4B,20.0B
"Tue, May 10",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-27.5B,-25.6B,
"Tue, May 10",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,-0.3%,0.6%,-1.3%
"Tue, May 10",3:15am,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
"Tue, May 10",3:35am,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,4.8%,4.5%,
"Tue, May 10",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,0.0%,0.3%,-0.7%
"Tue, May 10",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-11.2B,-11.2B,-11.4B
"Tue, May 10",6:00am,USD,Low Impact Expected,NFIB Small Business Index,93.6,93.2,92.6
"Tue, May 10",10:00am,USD,Medium Impact Expected,JOLTS Job Openings,5.76M,5.55M,5.61M
"Tue, May 10",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.1%,0.2%,-0.6%
"Tue, May 10",5:00pm,NZD,High Impact Expected,RBNZ Financial Stability Report,,,
"Tue, May 10",7:00pm,NZD,High Impact Expected,RBNZ Gov Wheeler Speaks,,,
"Tue, May 10",8:30pm,AUD,Low Impact Expected,Westpac Consumer Sentiment,8.5%,-4.0%,
"Tue, May 10",9:10pm,NZD,High Impact Expected,RBNZ Gov Wheeler Speaks,,,
"Tue, May 10",9:30pm,AUD,Low Impact Expected,Home Loans m/m,-0.9%,-1.4%,0.9%
"Wed, May 11",1:00am,JPY,Low Impact Expected,Leading Indicators,98.4%,96.4%,96.8%
"Wed, May 11",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.1%,0.4%,-0.9%
"Wed, May 11",4:30am,GBP,Low Impact Expected,Industrial Production m/m,0.3%,0.7%,-0.2%
"Wed, May 11",8:45am,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
"Wed, May 11",10:00am,GBP,Low Impact Expected,NIESR GDP Estimate,0.3%,0.4%,
"Wed, May 11",10:30am,USD,High Impact Expected,Crude Oil Inventories,-3.4M,0.1M,2.8M
"Wed, May 11",1:01pm,USD,Low Impact Expected,10-y Bond Auction,1.71|2.7,1.77|2.7,
"Wed, May 11",2:00pm,USD,Low Impact Expected,Federal Budget Balance,106.5B,116.2B,-108.0B
"Wed, May 11",6:30pm,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,56.5,54.7,
"Wed, May 11",6:45pm,NZD,Low Impact Expected,FPI m/m,0.3%,0.5%,
"Wed, May 11",7:00pm,AUD,Medium Impact Expected,RBA Assist Gov Edey Speaks,,,
"Wed, May 11",7:01pm,GBP,Low Impact Expected,RICS House Price Balance,41%,38%,42%
"Wed, May 11",7:50pm,JPY,Medium Impact Expected,Current Account,1.89T,1.90T,1.69T
"Wed, May 11",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.2%,2.0%,
"Wed, May 11",7:50pm,JPY,Low Impact Expected,BOJ Summary of Opinions,,,
"Wed, May 11",9:00pm,AUD,Low Impact Expected,MI Inflation Expectations,3.2%,3.6%,
"Wed, May 11",11:45pm,JPY,Low Impact Expected,30-y Bond Auction,0.32|3.0,0.39|3.4,
"Thu, May 12",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,43.5,44.9,45.4
"Thu, May 12",2:00am,EUR,Low Impact Expected,German WPI m/m,0.3%,0.2%,0.3%
"Thu, May 12",2:45am,EUR,Low Impact Expected,French Final CPI m/m,0.1%,0.1%,0.1%
"Thu, May 12",5:00am,EUR,Low Impact Expected,Industrial Production m/m,-0.8%,0.1%,-1.2%
"Thu, May 12",7:00am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Thu, May 12",7:00am,GBP,High Impact Expected,Monetary Policy Summary,,,
"Thu, May 12",7:00am,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
"Thu, May 12",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, May 12",7:00am,GBP,Medium Impact Expected,Asset Purchase Facility,375B,375B,375B
"Thu, May 12",7:00am,GBP,Medium Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
"Thu, May 12",7:30am,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
"Thu, May 12",8:30am,CAD,Medium Impact Expected,NHPI m/m,0.2%,0.3%,0.2%
"Thu, May 12",8:30am,USD,High Impact Expected,Unemployment Claims,294K,277K,274K
"Thu, May 12",8:30am,USD,Medium Impact Expected,Import Prices m/m,0.3%,0.6%,0.3%
"Thu, May 12",10:00am,USD,Medium Impact Expected,Mortgage Delinquencies,4.77%,4.77%,
"Thu, May 12",10:30am,USD,Low Impact Expected,Natural Gas Storage,56B,60B,68B
"Thu, May 12",11:00am,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,
"Thu, May 12",11:45am,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
"Thu, May 12",1:01pm,USD,Low Impact Expected,30-y Bond Auction,2.62|2.2,2.60|2.4,
"Thu, May 12",2:15pm,USD,Medium Impact Expected,FOMC Member George Speaks,,,
"Thu, May 12",6:45pm,NZD,High Impact Expected,Retail Sales q/q,0.8%,1.0%,1.1%
"Thu, May 12",6:51pm,NZD,Medium Impact Expected,Core Retail Sales q/q,1.0%,1.1%,1.3%
"Thu, May 12",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,3.3%,3.2%,3.2%
"Fri, May 13",12:30am,JPY,Low Impact Expected,Tertiary Industry Activity m/m,-0.7%,-0.2%,0.2%
"Fri, May 13",2:00am,EUR,Medium Impact Expected,German Prelim GDP q/q,0.7%,0.6%,0.3%
"Fri, May 13",2:00am,EUR,Low Impact Expected,German Final CPI m/m,-0.4%,-0.2%,-0.2%
"Fri, May 13",2:45am,EUR,Low Impact Expected,French Prelim Private Payrolls q/q,0.2%,0.2%,0.2%
"Fri, May 13",4:00am,EUR,Low Impact Expected,Italian Prelim GDP q/q,0.3%,0.3%,0.2%
"Fri, May 13",4:01am,CNY,Low Impact Expected,M2 Money Supply y/y,12.8%,13.5%,13.4%
"Fri, May 13",4:01am,CNY,Low Impact Expected,New Loans,556B,820B,1370B
"Fri, May 13",4:30am,GBP,Low Impact Expected,Construction Output m/m,-3.6%,-2.8%,-0.9%
"Fri, May 13",5:00am,EUR,Medium Impact Expected,Flash GDP q/q,0.5%,0.6%,0.6%
"Fri, May 13",5:00am,GBP,Medium Impact Expected,MPC Member Haldane Speaks,,,
"Fri, May 13",8:30am,GBP,Medium Impact Expected,MPC Member Weale Speaks,,,
"Fri, May 13",8:30am,USD,High Impact Expected,Core Retail Sales m/m,0.8%,0.6%,0.4%
"Fri, May 13",8:30am,USD,High Impact Expected,PPI m/m,0.2%,0.3%,-0.1%
"Fri, May 13",8:30am,USD,High Impact Expected,Retail Sales m/m,1.3%,-0.3%,-0.3%
"Fri, May 13",8:30am,USD,Medium Impact Expected,Core PPI m/m,0.1%,0.1%,-0.1%
"Fri, May 13",10:00am,USD,High Impact Expected,Prelim UoM Consumer Sentiment,95.8,89.9,89.0
"Fri, May 13",10:00am,USD,Low Impact Expected,Business Inventories m/m,0.4%,0.2%,-0.1%
"Fri, May 13",10:00am,USD,Low Impact Expected,Revised UoM Inflation Expectations,2.5%,2.7%,
"Sat, May 14",1:30am,CNY,High Impact Expected,Industrial Production y/y,6.0%,6.5%,6.8%
"Sat, May 14",1:30am,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,10.5%,11.0%,10.7%
"Sat, May 14",1:30am,CNY,Low Impact Expected,Retail Sales y/y,10.1%,10.6%,10.5%
"Sun, May 15",6:30pm,NZD,Low Impact Expected,BusinessNZ Services Index,57.7,55.2,
"Sun, May 15",7:01pm,GBP,Low Impact Expected,Rightmove HPI m/m,0.4%,1.3%,
"Sun, May 15",7:50pm,JPY,Low Impact Expected,PPI y/y,-4.2%,-3.7%,-3.8%
"Mon, May 16",2:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-26.4%,-21.2%,
"Mon, May 16",All Day,CHF,Non-Economic,Bank Holiday,,,
"Mon, May 16",All Day,EUR,Non-Economic,French Bank Holiday,,,
"Mon, May 16",All Day,EUR,Non-Economic,German Bank Holiday,,,
"Mon, May 16",8:30am,USD,Medium Impact Expected,Empire State Manufacturing Index,-9.0,7.2,9.6
"Mon, May 16",10:00am,USD,Low Impact Expected,NAHB Housing Market Index,58,59,58
"Mon, May 16",10:30am,CAD,Low Impact Expected,BOC Review,,,
