Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, Jan 5",3:30am,CHF,Medium Impact Expected,Manufacturing PMI,36.9,34.8,35.2
"Mon, Jan 5",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-34.4,-44.0,-42.3
"Mon, Jan 5",4:30am,GBP,Medium Impact Expected,Construction PMI,29.3,30.5,31.8
"Mon, Jan 5",5:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,-0.1%,-0.2%,-0.4%
"Mon, Jan 5",10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.6%,-1.3%,-0.4%
"Mon, Jan 5",All Day,USD,Low Impact Expected,Total Vehicle Sales,10.3M,10.0M,10.2M
"Mon, Jan 5",1:15pm,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
"Mon, Jan 5",5:30pm,AUD,Low Impact Expected,AIG Services Index,39.3,37.8,
"Mon, Jan 5",6:50pm,JPY,Low Impact Expected,Monetary Base y/y,1.8%,1.8%,1.9%
"Mon, Jan 5",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,47,47,51
"Tue, Jan 6",2:00am,GBP,High Impact Expected,Nationwide HPI m/m,-2.5%,-1.5%,-0.4%
"Tue, Jan 6",All Day,EUR,Non-Economic,Italian Bank Holiday,,,
"Tue, Jan 6",3:15am,EUR,Low Impact Expected,Spanish Services PMI,32.1,28.2,
"Tue, Jan 6",3:45am,EUR,Low Impact Expected,Italian Services PMI,40.3,39.2,39.5
"Tue, Jan 6",3:50am,EUR,Low Impact Expected,French Final Services PMI,40.6,41.6,41.6
"Tue, Jan 6",3:55am,EUR,Low Impact Expected,German Final Services PMI,46.6,46.4,46.4
"Tue, Jan 6",4:00am,EUR,Medium Impact Expected,Final Services PMI,42.1,42.0,42.0
"Tue, Jan 6",4:30am,GBP,High Impact Expected,Final Services PMI,40.2,39.0,40.1
"Tue, Jan 6",5:00am,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.6%,1.8%,2.1%
"Tue, Jan 6",8:30am,CAD,Medium Impact Expected,RMPI m/m,-13.4%,-9.0%,-12.9%
"Tue, Jan 6",8:30am,CAD,Low Impact Expected,IPPI m/m,-2.6%,-0.9%,-0.1%
