Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Jun 2",High Impact Expected,,,,,,
"Tue, Jun 2",All Day,USD,Low Impact Expected,Total Vehicle Sales,9.9M,9.3M,9.3M
"Tue, Jun 2",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,53,52,51
"Tue, Jun 2",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.3%,1.4%,
"Tue, Jun 2",7:30pm,AUD,Low Impact Expected,AIG Services Index,39.9,39.8,
"Tue, Jun 2",9:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,60.9,59.0,
"Tue, Jun 2",9:30pm,AUD,High Impact Expected,GDP q/q,0.4%,-0.1%,-0.6%
"Wed, Jun 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,39.1,42.3,
"Wed, Jun 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,43.1,43.0,42.0
"Wed, Jun 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,48.3,47.6,47.6
"Wed, Jun 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,45.2,46.0,46.0
"Wed, Jun 3",4:00am,EUR,Low Impact Expected,Final Services PMI,44.8,44.7,44.7
"Wed, Jun 3",4:30am,GBP,High Impact Expected,Final Services PMI,51.7,49.4,48.7
"Wed, Jun 3",5:00am,EUR,Low Impact Expected,PPI m/m,-1.0%,-0.9%,-0.7%
"Wed, Jun 3",5:00am,EUR,Low Impact Expected,Revised GDP q/q,-2.5%,-2.5%,-2.5%
"Wed, Jun 3",5:08am,EUR,Low Impact Expected,German 30-y Bond Auction,4.44|2.2,4.91|1.2,
"Wed, Jun 3",5:41am,GBP,Low Impact Expected,10-y Bond Auction,3.79|2.5,3.58|2.5,
"Wed, Jun 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,7.4%,47.0%,
"Wed, Jun 3",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,-532K,-525K,-545K
"Wed, Jun 3",10:00am,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
"Wed, Jun 3",10:00am,USD,High Impact Expected,ISM Services PMI,44.0,45.1,43.7
"Wed, Jun 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,0.7%,0.9%,-1.9%
"Wed, Jun 3",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,2.9M,-1.6M,-5.4M
"Wed, Jun 3",7:50pm,JPY,Medium Impact Expected,Capital Spending q/y,-25.3%,-28.5%,-17.3%
"Wed, Jun 3",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-0.09B,1.60B,2.30B
"Wed, Jun 3",10:30pm,AUD,Medium Impact Expected,RBA Gov Stevens Speaks,,,
