Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, May 4",Medium Impact Expected,,,,,,
"Mon, May 4",,USD,Low Impact Expected,Construction Spending m/m,0.3%,-1.4%,-1.0%
"Mon, May 4",2:00pm,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
"Mon, May 4",2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
"Mon, May 4",7:30pm,AUD,Low Impact Expected,AIG Services Index,39.8,35.6,
"Mon, May 4",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, May 4",9:30pm,AUD,High Impact Expected,Building Approvals m/m,3.5%,2.6%,8.0%
"Mon, May 4",11:07pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,2.5%,1.0%,
"Tue, May 5",12:30am,AUD,High Impact Expected,Cash Rate,3.00%,3.00%,3.00%
"Tue, May 5",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, May 5",1:45am,CHF,Medium Impact Expected,SECO Consumer Climate,-38,-26,-23
"Tue, May 5",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,39.5K,123.5K,
"Tue, May 5",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Tue, May 5",4:30am,GBP,Medium Impact Expected,Construction PMI,38.1,31.9,30.9
"Tue, May 5",5:00am,EUR,Low Impact Expected,PPI m/m,-0.7%,-0.5%,-0.4%
"Tue, May 5",10:00am,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
"Tue, May 5",10:00am,USD,High Impact Expected,ISM Services PMI,43.7,42.5,40.8
"Tue, May 5",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,50,43,42
"Tue, May 5",7:03pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.4%,2.0%,
"Tue, May 5",All Day,JPY,Non-Economic,Bank Holiday,,,
"Tue, May 5",9:30pm,AUD,High Impact Expected,Goods Trade Balance,2.50B,1.73B,1.75B
"Tue, May 5",9:30pm,AUD,High Impact Expected,Retail Sales m/m,2.2%,0.5%,-2.0%
"Tue, May 5",10:30pm,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
"Tue, May 5",11:00pm,NZD,High Impact Expected,Labor Cost Index q/q,0.5%,0.6%,0.7%
"Wed, May 6",3:00am,CHF,Medium Impact Expected,Gov Board Member Jordan Speaks,,,
"Wed, May 6",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,56B,56B,
"Wed, May 6",3:15am,EUR,Low Impact Expected,Spanish Services PMI,42.3,34.1,
"Wed, May 6",3:45am,EUR,Low Impact Expected,Italian Services PMI,42.0,40.9,39.1
"Wed, May 6",3:50am,EUR,Low Impact Expected,French Final Services PMI,46.5,46.2,46.2
"Wed, May 6",3:55am,EUR,Low Impact Expected,German Final Services PMI,43.8,43.5,43.5
"Wed, May 6",4:00am,EUR,Low Impact Expected,Final Services PMI,43.8,43.1,43.1
"Wed, May 6",4:00am,GBP,High Impact Expected,Halifax HPI m/m,-1.7%,-1.0%,-1.9%
"Wed, May 6",4:30am,GBP,High Impact Expected,Final Services PMI,48.7,46.2,45.5
"Wed, May 6",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-0.6%,0.1%,-0.3%
"Wed, May 6",5:42am,GBP,Low Impact Expected,10-y Bond Auction,3.58|2.5,3.46|1.8,
"Wed, May 6",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,47.0%,180.7%,
"Wed, May 6",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,-491K,-644K,-708K
"Wed, May 6",8:30am,CAD,High Impact Expected,Building Permits m/m,23.5%,2.4%,-15.8%
"Wed, May 6",10:00am,CAD,High Impact Expected,Ivey PMI,53.7,41.0,43.2
"Wed, May 6",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,0.6M,2.4M,4.1M
"Wed, May 6",12:15pm,CHF,High Impact Expected,SNB Chairman Roth Speaks,,,
"Wed, May 6",1:00pm,USD,Medium Impact Expected,10-y Bond Auction,3.19|2.5,2.95|2.5,
"Wed, May 6",4:00pm,CAD,High Impact Expected,BOC Gov Carney Speaks,,,
"Wed, May 6",5:30pm,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
"Wed, May 6",6:45pm,NZD,High Impact Expected,Employment Change q/q,-1.1%,-1.0%,0.6%
"Wed, May 6",6:45pm,NZD,High Impact Expected,Unemployment Rate,5.0%,5.3%,4.7%
"Wed, May 6",7:30pm,AUD,Low Impact Expected,AIG Construction Index,36.5,30.4,
"Wed, May 6",7:50pm,JPY,Low Impact Expected,Monetary Base y/y,8.2%,6.7%,6.9%
"Wed, May 6",9:30pm,AUD,High Impact Expected,Employment Change,27.3K,-24.9K,-37.2K
"Wed, May 6",9:30pm,AUD,High Impact Expected,Unemployment Rate,5.4%,5.9%,5.7%
"Thu, May 7",2:45am,EUR,Low Impact Expected,French Trade Balance,-4.9B,-3.9B,-4.1B
"Thu, May 7",3:15am,CHF,High Impact Expected,CPI m/m,0.9%,0.6%,-0.3%
"Thu, May 7",5:06am,EUR,Low Impact Expected,French 10-y Bond Auction,3.67|1.6,3.62|1.9,
"Thu, May 7",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,3.3%,-0.8%,-3.1%
"Thu, May 7",7:00am,GBP,High Impact Expected,Asset Purchase Facility,125B,150B,75B
"Thu, May 7",7:00am,GBP,High Impact Expected,MPC Rate Statement,,,
"Thu, May 7",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, May 7",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.00%,1.00%,1.25%
"Thu, May 7",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, May 7",8:30am,USD,High Impact Expected,Unemployment Claims,601K,639K,635K
"Thu, May 7",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,0.8%,0.8%,-0.4%
"Thu, May 7",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,3.3%,2.6%,5.7%
"Thu, May 7",9:15am,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Thu, May 7",9:30am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Thu, May 7",10:30am,USD,Low Impact Expected,Natural Gas Storage,95B,94B,82B
"Thu, May 7",1:00pm,USD,Low Impact Expected,30-y Bond Auction,4.29|2.1,3.64|2.4,
"Thu, May 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,-11.1B,-4.2B,-8.1B
"Thu, May 7",4:15pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Thu, May 7",5:00pm,USD,High Impact Expected,Bank Stress Test Results,,,
"Thu, May 7",7:50pm,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
"Thu, May 7",9:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Fri, May 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.4%,3.4%,3.3%
"Fri, May 8",2:00am,EUR,Low Impact Expected,German Trade Balance,8.9B,7.7B,8.9B
"Fri, May 8",All Day,EUR,Non-Economic,French Bank Holiday,,,
"Fri, May 8",4:30am,GBP,High Impact Expected,PPI Input m/m,-1.0%,0.7%,1.3%
"Fri, May 8",4:30am,GBP,Low Impact Expected,PPI Output m/m,0.6%,0.2%,0.1%
"Fri, May 8",6:00am,EUR,Medium Impact Expected,German Industrial Production m/m,0.0%,-1.3%,-3.4%
"Fri, May 8",7:00am,CAD,High Impact Expected,Employment Change,35.9K,-48.5K,-61.3K
"Fri, May 8",7:00am,CAD,High Impact Expected,Unemployment Rate,8.0%,8.3%,8.0%
"Fri, May 8",8:15am,CAD,High Impact Expected,Housing Starts,117K,140K,147K
"Fri, May 8",8:30am,USD,High Impact Expected,Non-Farm Employment Change,-539K,-590K,-699K
"Fri, May 8",8:30am,USD,High Impact Expected,Unemployment Rate,8.9%,8.9%,8.5%
"Fri, May 8",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.1%,0.2%,0.2%
"Fri, May 8",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,-1.6%,-1.1%,-1.7%
"Fri, May 8",1:00pm,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
"Fri, May 8",1:15pm,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Sun, May 10",9:30pm,AUD,Medium Impact Expected,NAB Business Confidence,-14,-13,
"Sun, May 10",9:45pm,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
"Sun, May 10",10:00pm,CNY,Medium Impact Expected,CPI y/y,-1.5%,-1.4%,-1.2%
"Sun, May 10",10:00pm,CNY,Medium Impact Expected,PPI y/y,-6.6%,-6.3%,-6.0%
"Mon, May 11",2:45am,EUR,Medium Impact Expected,French Industrial Production m/m,-1.4%,-0.4%,-0.9%
"Mon, May 11",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-4.6%,-1.7%,-4.6%
"Mon, May 11",4:31am,CNY,Medium Impact Expected,New Loans,592B,1890B,
"Mon, May 11",4:31am,CNY,Low Impact Expected,M2 Money Supply y/y,26.0%,25.3%,25.5%
"Mon, May 11",8:30am,CAD,Medium Impact Expected,NHPI m/m,-0.5%,-0.5%,-0.7%
"Mon, May 11",6:54pm,NZD,Low Impact Expected,FPI m/m,-0.6%,0.5%,
"Mon, May 11",7:01pm,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,4.6%,-1.2%,
"Mon, May 11",7:01pm,GBP,Medium Impact Expected,RICS House Price Balance,-60%,-70%,-72%
"Mon, May 11",7:30pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Mon, May 11",9:30pm,AUD,High Impact Expected,Home Loans m/m,4.9%,4.5%,1.2%
"Mon, May 11",10:00pm,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,30.5%,29.2%,28.6%
"Mon, May 11",10:08pm,CNY,High Impact Expected,USD-Denominated Trade Balance,13.1B,20.5B,18.6B
"Mon, May 11",11:45pm,JPY,Low Impact Expected,10-y Bond Auction,1.45|2.5,1.35|2.3,
"Tue, May 12",1:00am,JPY,Low Impact Expected,Leading Indicators,76.6%,77.1%,74.5%
"Tue, May 12",2:00am,EUR,Low Impact Expected,German Final CPI m/m,0.0%,0.0%,0.0%
"Tue, May 12",2:00am,EUR,Low Impact Expected,German WPI m/m,0.1%,0.0%,-0.9%
"Tue, May 12",2:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-80.4%,-85.2%,
"Tue, May 12",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-43.7B,-29.9B,
"Tue, May 12",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,-0.1%,-0.8%,-0.3%
"Tue, May 12",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-6.6B,-7.2B,-6.8B
"Tue, May 12",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-0.6%,-0.7%,-0.7%
"Tue, May 12",4:30am,GBP,Low Impact Expected,ONS HPI y/y,-13.6%,-12.7%,-12.3%
"Tue, May 12",5:30am,AUD,High Impact Expected,Annual Budget Release,,,
"Tue, May 12",7:30am,USD,Low Impact Expected,NFIB Small Business Index,86.8,81.0,
"Tue, May 12",8:20am,USD,Low Impact Expected,FOMC Member Lockhart Speaks,,,
"Tue, May 12",8:30am,CAD,High Impact Expected,Trade Balance,1.1B,0.5B,0.3B
"Tue, May 12",8:30am,USD,High Impact Expected,Trade Balance,-27.6B,-29.2B,-26.1B
"Tue, May 12",9:00am,GBP,High Impact Expected,Claimant Count Change,57.1K,81.5K,65.5K
"Tue, May 12",9:00am,GBP,Medium Impact Expected,Average Earnings Index 3m/y,-0.4%,-0.9%,0.2%
"Tue, May 12",9:00am,GBP,Low Impact Expected,NIESR GDP Estimate,-1.5%,-1.9%,
"Tue, May 12",9:00am,GBP,Low Impact Expected,Unemployment Rate,7.1%,6.9%,6.7%
"Tue, May 12",10:00am,USD,Low Impact Expected,JOLTS Job Openings,2.72M,2.97M,
"Tue, May 12",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,48.6,51.1,49.1
"Tue, May 12",10:30am,NZD,Low Impact Expected,GDT Price Index,-4.1%,2.4%,
"Tue, May 12",11:00am,EUR,Medium Impact Expected,German Buba President Weber Speaks,,,
"Tue, May 12",2:00pm,USD,Medium Impact Expected,Federal Budget Balance,-20.9B,-21.2B,-192.3B
"Tue, May 12",5:00pm,NZD,High Impact Expected,RBNZ Financial Stability Report,,,
"Tue, May 12",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,3.4%,3.4%,
"Tue, May 12",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,2.6%,2.3%,2.2%
"Tue, May 12",7:52pm,JPY,Low Impact Expected,Current Account,0.90T,0.51T,0.69T
"Tue, May 12",10:00pm,CNY,High Impact Expected,Industrial Production y/y,7.3%,8.6%,8.3%
"Tue, May 12",10:00pm,CNY,Low Impact Expected,Retail Sales y/y,14.8%,15.1%,14.7%
"Wed, May 13",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,34.2,30.1,28.4
"Wed, May 13",2:45am,EUR,Low Impact Expected,French Final CPI m/m,0.2%,0.2%,0.2%
"Wed, May 13",5:00am,EUR,Medium Impact Expected,Industrial Production m/m,-2.0%,-0.9%,-2.5%
"Wed, May 13",5:30am,GBP,High Impact Expected,BOE Gov King Speaks,,,
"Wed, May 13",5:30am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Wed, May 13",8:30am,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,6.3%,6.1%,-2.4%
"Wed, May 13",8:30am,USD,High Impact Expected,Core Retail Sales m/m,-0.5%,0.1%,-1.2%
"Wed, May 13",8:30am,USD,High Impact Expected,Retail Sales m/m,-0.4%,0.0%,-1.3%
"Wed, May 13",8:30am,USD,Medium Impact Expected,Import Prices m/m,1.6%,0.5%,0.2%
