Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Aug 2",High Impact Expected,,,,,,
"Tue, Aug 2",10:30am,NZD,Low Impact Expected,GDT Price Index,-2.0%,-6.1%,
"Tue, Aug 2",All Day,USD,Low Impact Expected,Total Vehicle Sales,12.2M,11.9M,11.5M
"Tue, Aug 2",12:15pm,USD,Low Impact Expected,President Obama Speaks,,,
"Tue, Aug 2",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,2.8%,2.9%,
"Tue, Aug 2",7:30pm,AUD,Medium Impact Expected,AIG Services Index,48.8,48.5,
"Tue, Aug 2",9:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,59.6,57.0,
"Tue, Aug 2",9:30pm,AUD,High Impact Expected,Goods Trade Balance,2.05B,2.22B,2.70B
"Tue, Aug 2",9:30pm,AUD,High Impact Expected,Retail Sales m/m,-0.1%,0.4%,-0.6%
"Tue, Aug 2",10:30pm,CNY,Low Impact Expected,Caixin Services PMI,53.5,54.1,
"Wed, Aug 3",3:00am,CHF,High Impact Expected,Libor Rate,<0.25%,0.25%,
"Wed, Aug 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,46.5,50.2,
"Wed, Aug 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,48.6,47.0,47.4
"Wed, Aug 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,53.2,54.2,54.2
"Wed, Aug 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,52.9,52.9,52.9
"Wed, Aug 3",4:00am,EUR,Low Impact Expected,Final Services PMI,51.6,51.4,51.4
"Wed, Aug 3",4:30am,GBP,High Impact Expected,Final Services PMI,55.4,53.3,53.9
"Wed, Aug 3",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.9%,0.5%,-1.3%
"Wed, Aug 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,59.4%,5.3%,
"Wed, Aug 3",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,114K,101K,145K
"Wed, Aug 3",10:00am,USD,High Impact Expected,ISM Services PMI,52.7,53.8,53.3
"Wed, Aug 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-0.8%,-0.4%,0.6%
"Wed, Aug 3",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,1.0M,1.3M,2.3M
"Wed, Aug 3",6:45pm,NZD,High Impact Expected,Employment Change q/q,0.0%,0.0%,1.3%
"Wed, Aug 3",6:45pm,NZD,High Impact Expected,Unemployment Rate,6.5%,6.5%,6.5%
"Thu, Aug 4",1:00am,JPY,High Impact Expected,Monetary Policy Statement,,,
"Thu, Aug 4",1:00am,JPY,High Impact Expected,Overnight Call Rate,<0.10%,<0.10%,<0.10%
"Thu, Aug 4",3:47am,JPY,High Impact Expected,BOJ Press Conference,,,
"Thu, Aug 4",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,1.8%,-0.4%,1.5%
"Thu, Aug 4",7:00am,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
"Thu, Aug 4",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Aug 4",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.50%,1.50%,1.50%
"Thu, Aug 4",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Aug 4",8:30am,USD,High Impact Expected,Unemployment Claims,400K,404K,401K
"Thu, Aug 4",10:30am,USD,Low Impact Expected,Natural Gas Storage,44B,39B,43B
"Thu, Aug 4",7:23pm,AUD,Low Impact Expected,AIG Construction Index,36.1,35.8,
"Thu, Aug 4",9:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Fri, Aug 5",1:00am,JPY,Medium Impact Expected,BOJ Monthly Report,,,
"Fri, Aug 5",1:00am,JPY,Low Impact Expected,Leading Indicators,103.2%,103.6%,99.4%
"Fri, Aug 5",2:45am,EUR,Low Impact Expected,French Trade Balance,-5.6B,-6.3B,-6.4B
"Fri, Aug 5",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,182B,196B,
"Fri, Aug 5",3:00am,GBP,High Impact Expected,Halifax HPI m/m,0.3%,0.1%,1.5%
"Fri, Aug 5",3:15am,CHF,Medium Impact Expected,CPI m/m,-0.8%,-0.5%,-0.2%
"Fri, Aug 5",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.6%,0.4%,-0.6%
