Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, May 3",High Impact Expected,,,,,,
"Tue, May 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,3.0%,1.9%,0.7%
"Tue, May 3",10:30am,NZD,Low Impact Expected,GDT Price Index,-2.0%,0.1%,
"Tue, May 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,13.2M,13.0M,13.1M
"Tue, May 3",4:31pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,2.5%,2.4%,
"Tue, May 3",6:45pm,NZD,High Impact Expected,Building Consents m/m,2.2%,-9.8%,
"Tue, May 3",6:50pm,NZD,Low Impact Expected,Visitor Arrivals m/m,-7.1%,-4.9%,
"Tue, May 3",7:30pm,AUD,Medium Impact Expected,AIG Services Index,51.5,46.5,
"Tue, May 3",All Day,JPY,Non-Economic,Bank Holiday,,,
"Tue, May 3",9:00pm,AUD,Medium Impact Expected,HIA New Home Sales m/m,4.3%,0.6%,
"Wed, May 4",2:00am,GBP,High Impact Expected,Nationwide HPI m/m,-0.2%,0.3%,0.5%
"Wed, May 4",3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-64.3K,34.4K,
"Wed, May 4",3:15am,EUR,Low Impact Expected,Spanish Services PMI,50.4,48.7,
"Wed, May 4",3:45am,EUR,Low Impact Expected,Italian Services PMI,52.2,53.1,53.3
"Wed, May 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,62.9,63.4,63.4
"Wed, May 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,56.8,57.7,57.7
"Wed, May 4",4:00am,EUR,Low Impact Expected,Final Services PMI,56.7,56.9,56.9
"Wed, May 4",4:30am,GBP,High Impact Expected,Construction PMI,53.3,55.6,56.4
"Wed, May 4",4:30am,GBP,Medium Impact Expected,Net Lending to Individuals m/m,0.5B,1.7B,1.7B
"Wed, May 4",4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,0.1%,0.4%,-0.3%
"Wed, May 4",4:30am,GBP,Low Impact Expected,Mortgage Approvals,48K,44K,47K
"Wed, May 4",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-1.0%,0.2%,0.3%
"Wed, May 4",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-4.8%,-38.6%,
"Wed, May 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,179K,200K,207K
"Wed, May 4",10:00am,USD,High Impact Expected,ISM Services PMI,52.8,57.9,57.3
"Wed, May 4",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,3.4M,1.9M,6.2M
"Wed, May 4",4:00pm,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
"Wed, May 4",6:45pm,NZD,High Impact Expected,Employment Change q/q,1.4%,0.5%,-0.4%
"Wed, May 4",6:45pm,NZD,High Impact Expected,Unemployment Rate,6.6%,6.7%,6.7%
"Wed, May 4",All Day,JPY,Non-Economic,Bank Holiday,,,
"Wed, May 4",9:30pm,AUD,High Impact Expected,Building Approvals m/m,9.1%,5.1%,-5.3%
"Wed, May 4",9:30pm,AUD,High Impact Expected,Retail Sales m/m,-0.5%,0.6%,0.8%
"Wed, May 4",11:15pm,NZD,Medium Impact Expected,RBNZ Gov Bollard Speaks,,,
"Thu, May 5",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,199B,206B,
"Thu, May 5",3:45am,NZD,Medium Impact Expected,RBNZ Gov Bollard Speaks,,,
"Thu, May 5",4:30am,GBP,High Impact Expected,Final Services PMI,54.3,55.8,57.1
"Thu, May 5",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-4.0%,0.4%,1.9%
"Thu, May 5",6:05am,EUR,Medium Impact Expected,French 10-y Bond Auction,3.64|3.3,3.77|2.5,
"Thu, May 5",7:00am,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
"Thu, May 5",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, May 5",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.25%,1.25%,1.25%
"Thu, May 5",8:30am,CAD,High Impact Expected,Building Permits m/m,17.2%,-1.5%,9.8%
"Thu, May 5",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, May 5",8:30am,USD,High Impact Expected,Unemployment Claims,474K,415K,431K
"Thu, May 5",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,1.6%,1.1%,2.6%
"Thu, May 5",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,1.0%,0.8%,-0.6%
"Thu, May 5",9:15am,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Thu, May 5",9:23am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Thu, May 5",10:00am,CAD,High Impact Expected,Ivey PMI,57.8,69.2,73.2
"Thu, May 5",10:30am,USD,Low Impact Expected,Natural Gas Storage,72B,68B,31B
"Thu, May 5",12:45pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Thu, May 5",1:15pm,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
