Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, Apr 4",Medium Impact Expected,,,,,,
"Mon, Apr 4",,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,-7.0B,-5.6B,-6.6B
"Mon, Apr 4",5:00am,EUR,Low Impact Expected,PPI m/m,0.8%,0.7%,1.3%
"Mon, Apr 4",9:30am,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Mon, Apr 4",10:30am,CAD,High Impact Expected,BOC Business Outlook Survey,,,
"Mon, Apr 4",6:00pm,NZD,High Impact Expected,NZIER Business Confidence,-27,8,
"Mon, Apr 4",7:15pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Mon, Apr 4",7:27pm,AUD,Medium Impact Expected,AIG Services Index,46.5,48.7,
"Mon, Apr 4",All Day,CNY,Non-Economic,Bank Holiday,,,
"Mon, Apr 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-0.21B,1.15B,1.43B
"Mon, Apr 4",11:45pm,JPY,Low Impact Expected,10-y Bond Auction,1.30|4.0,1.31|2.9,
"Tue, Apr 5",12:30am,AUD,High Impact Expected,Cash Rate,4.75%,4.75%,4.75%
"Tue, Apr 5",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, Apr 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,48.7,50.8,
"Tue, Apr 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,53.3,52.3,53.1
"Tue, Apr 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,60.4,60.7,60.7
"Tue, Apr 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,60.1,60.1,60.1
"Tue, Apr 5",4:00am,EUR,Low Impact Expected,Final Services PMI,57.2,56.9,56.9
"Tue, Apr 5",4:30am,GBP,High Impact Expected,Final Services PMI,57.1,52.5,52.6
"Tue, Apr 5",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-0.1%,0.1%,0.2%
"Tue, Apr 5",6:38am,GBP,Medium Impact Expected,10-y Bond Auction,3.88|1.7,3.66|2.0,
"Tue, Apr 5",10:00am,USD,High Impact Expected,ISM Services PMI,57.3,59.8,59.7
"Tue, Apr 5",10:30am,NZD,Low Impact Expected,GDT Price Index,-3.8%,-8.4%,
"Tue, Apr 5",11:15am,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
"Tue, Apr 5",2:00pm,USD,High Impact Expected,FOMC Meeting Minutes,,,
"Tue, Apr 5",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,2.4%,2.7%,
"Tue, Apr 5",9:30pm,AUD,High Impact Expected,Home Loans m/m,-5.6%,-2.6%,-6.3%
"Wed, Apr 6",1:00am,JPY,Low Impact Expected,Leading Indicators,104.2%,104.3%,101.5%
"Wed, Apr 6",3:00am,CHF,High Impact Expected,Foreign Currency Reserves,206B,208B,
"Wed, Apr 6",3:00am,GBP,High Impact Expected,Halifax HPI m/m,0.1%,0.2%,-0.9%
"Wed, Apr 6",3:15am,CHF,Medium Impact Expected,CPI m/m,0.6%,0.2%,0.4%
"Wed, Apr 6",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.0%,0.6%,0.9%
"Wed, Apr 6",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-1.2%,0.4%,0.3%
"Wed, Apr 6",5:00am,EUR,Low Impact Expected,Final GDP q/q,0.3%,0.3%,0.3%
"Wed, Apr 6",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,2.4%,0.6%,3.1%
"Wed, Apr 6",10:00am,CAD,High Impact Expected,Ivey PMI,73.2,65.7,70.8
"Wed, Apr 6",10:00am,GBP,Medium Impact Expected,NIESR GDP Estimate,0.7%,0.1%,
"Wed, Apr 6",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,2.0M,1.3M,2.9M
"Wed, Apr 6",7:29pm,AUD,Low Impact Expected,AIG Construction Index,39.4,44.6,
"Wed, Apr 6",9:30pm,AUD,High Impact Expected,Employment Change,37.8K,22.7K,-8.6K
"Wed, Apr 6",9:30pm,AUD,High Impact Expected,Unemployment Rate,4.9%,5.0%,5.0%
"Thu, Apr 7",12:10am,JPY,High Impact Expected,Monetary Policy Statement,,,
"Thu, Apr 7",12:10am,JPY,High Impact Expected,Overnight Call Rate,<0.10%,<0.10%,<0.10%
"Thu, Apr 7",2:45am,EUR,Low Impact Expected,French Trade Balance,-6.6B,-5.6B,-6.1B
"Thu, Apr 7",3:32am,JPY,High Impact Expected,BOJ Press Conference,,,
"Thu, Apr 7",Day 1,EUR,Medium Impact Expected,ECOFIN Meetings,,,
"Thu, Apr 7",6:00am,EUR,Medium Impact Expected,German Industrial Production m/m,1.6%,0.6%,2.0%
"Thu, Apr 7",6:04am,EUR,Medium Impact Expected,French 10-y Bond Auction,3.77|2.5,3.61|2.3,
"Thu, Apr 7",7:00am,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
"Thu, Apr 7",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Apr 7",7:45am,EUR,High Impact Expected,Main Refinancing Rate,1.25%,1.25%,1.00%
"Thu, Apr 7",8:30am,CAD,High Impact Expected,Building Permits m/m,9.9%,1.6%,-6.6%
"Thu, Apr 7",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Apr 7",8:30am,USD,High Impact Expected,Unemployment Claims,382K,385K,392K
"Thu, Apr 7",10:30am,USD,Low Impact Expected,Natural Gas Storage,-45B,-51B,12B
"Thu, Apr 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,7.6B,4.8B,4.4B
"Thu, Apr 7",7:50pm,JPY,Low Impact Expected,Current Account,1.21T,1.33T,1.09T
"Fri, Apr 8",1:00am,JPY,Medium Impact Expected,BOJ Monthly Report,,,
"Fri, Apr 8",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,27.7,49.6,48.4
"Fri, Apr 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.3%,3.3%,3.4%
"Fri, Apr 8",2:00am,EUR,Low Impact Expected,German Trade Balance,11.4B,13.3B,11.8B
"Fri, Apr 8",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-28.0B,-13.4B,
"Fri, Apr 8",Day 2,EUR,Medium Impact Expected,ECOFIN Meetings,,,
"Fri, Apr 8",4:30am,GBP,High Impact Expected,PPI Input m/m,3.7%,2.2%,1.4%
"Fri, Apr 8",4:30am,GBP,Low Impact Expected,PPI Output m/m,0.9%,0.7%,0.5%
"Fri, Apr 8",5:00am,GBP,Low Impact Expected,CB Leading Index m/m,0.6%,0.4%,
"Fri, Apr 8",7:00am,CAD,High Impact Expected,Employment Change,-1.5K,27.8K,15.1K
