Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Jan 4",Medium Impact Expected,,,,,,
"Tue, Jan 4",10:00am,USD,Medium Impact Expected,Factory Orders m/m,0.7%,-0.1%,-0.7%
"Tue, Jan 4",All Day,USD,Low Impact Expected,Total Vehicle Sales,12.6M,12.3M,12.3M
"Tue, Jan 4",2:00pm,USD,High Impact Expected,FOMC Meeting Minutes,,,
"Tue, Jan 4",6:50pm,JPY,Low Impact Expected,Monetary Base y/y,7.0%,7.9%,7.6%
"Tue, Jan 4",7:58pm,AUD,Medium Impact Expected,HIA New Home Sales m/m,-0.2%,2.4%,
"Wed, Jan 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,46.2,48.3,
"Wed, Jan 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,50.2,53.6,54.4
"Wed, Jan 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,54.9,54.1,54.1
"Wed, Jan 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,59.2,58.3,58.3
"Wed, Jan 5",4:00am,EUR,Low Impact Expected,Final Services PMI,54.2,53.7,53.7
"Wed, Jan 5",4:30am,GBP,Medium Impact Expected,Construction PMI,49.1,51.1,51.8
"Wed, Jan 5",5:00am,EUR,Medium Impact Expected,Industrial New Orders m/m,1.4%,1.3%,-4.2%
"Wed, Jan 5",5:00am,EUR,Low Impact Expected,PPI m/m,0.3%,0.3%,0.4%
"Wed, Jan 5",5:05am,EUR,Medium Impact Expected,German 10-y Bond Auction,2.87|1.6,2.59|1.2,
"Wed, Jan 5",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-29.0%,-3.3%,
"Wed, Jan 5",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,297K,101K,92K
"Wed, Jan 5",8:30am,CAD,Medium Impact Expected,RMPI m/m,3.5%,2.1%,2.1%
"Wed, Jan 5",8:30am,CAD,Low Impact Expected,IPPI m/m,0.5%,0.4%,0.5%
"Wed, Jan 5",10:00am,USD,High Impact Expected,ISM Services PMI,57.1,55.6,55.0
"Wed, Jan 5",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,-4.2M,-1.4M,-1.3M
"Wed, Jan 5",5:26pm,AUD,Medium Impact Expected,AIG Services Index,46.4,46.2,
"Wed, Jan 5",7:30pm,AUD,High Impact Expected,Building Approvals m/m,-4.2%,-3.6%,8.3%
"Wed, Jan 5",10:45pm,JPY,Low Impact Expected,10-y Bond Auction,1.21|3.0,1.19|2.4,
"Thu, Jan 6",All Day,EUR,Non-Economic,Italian Bank Holiday,,,
"Thu, Jan 6",3:15am,CHF,Medium Impact Expected,CPI m/m,0.0%,-0.1%,0.2%
"Thu, Jan 6",4:27am,CHF,High Impact Expected,Foreign Currency Reserves,203B,212B,
"Thu, Jan 6",4:30am,GBP,High Impact Expected,Final Services PMI,49.7,52.9,53.0
"Thu, Jan 6",4:30am,GBP,Medium Impact Expected,BOE Credit Conditions Survey,,,
"Thu, Jan 6",5:00am,EUR,Medium Impact Expected,French 10-y Bond Auction,3.36|2.0,2.87|1.9,
"Thu, Jan 6",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-0.8%,0.3%,0.0%
"Thu, Jan 6",5:38am,GBP,Medium Impact Expected,10-y Bond Auction,3.69|2.0,3.45|1.8,
"Thu, Jan 6",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,5.2%,1.0%,1.6%
"Thu, Jan 6",8:30am,USD,High Impact Expected,Unemployment Claims,409K,400K,391K
"Thu, Jan 6",10:00am,CAD,High Impact Expected,Ivey PMI,50.0,53.3,57.5
"Thu, Jan 6",10:30am,USD,Low Impact Expected,Natural Gas Storage,-135B,-135B,-136B
"Fri, Jan 7",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.6%,3.6%,3.6%
"Fri, Jan 7",2:00am,EUR,Medium Impact Expected,German Retail Sales m/m,-2.4%,0.6%,0.1%
"Fri, Jan 7",2:00am,EUR,Low Impact Expected,German Trade Balance,11.8B,14.5B,14.2B
"Fri, Jan 7",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.9B,-4.0B,-3.7B
"Fri, Jan 7",4:00am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Fri, Jan 7",4:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,8.7%,8.6%,8.7%
"Fri, Jan 7",5:00am,EUR,Medium Impact Expected,Unemployment Rate,10.1%,10.1%,10.1%
"Fri, Jan 7",5:00am,EUR,Low Impact Expected,Final GDP q/q,0.3%,0.4%,0.4%
"Fri, Jan 7",6:00am,EUR,Medium Impact Expected,German Industrial Production m/m,-0.7%,-0.1%,3.0%
"Fri, Jan 7",7:00am,CAD,High Impact Expected,Employment Change,22.0K,19.1K,15.2K
"Fri, Jan 7",7:00am,CAD,High Impact Expected,Unemployment Rate,7.6%,7.7%,7.6%
"Fri, Jan 7",8:30am,USD,High Impact Expected,Non-Farm Employment Change,103K,159K,71K
"Fri, Jan 7",8:30am,USD,High Impact Expected,Unemployment Rate,9.4%,9.7%,9.8%
"Fri, Jan 7",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.1%,0.2%,0.0%
"Fri, Jan 7",9:30am,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
"Fri, Jan 7",11:35am,USD,Low Impact Expected,President Obama Speaks,,,
"Fri, Jan 7",1:30pm,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
"Fri, Jan 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,1.3B,0.1B,7.0B
"Fri, Jan 7",4:30pm,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Sat, Jan 8",4:30pm,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
"Sun, Jan 9",4:45pm,NZD,Medium Impact Expected,Trade Balance,-186M,-133M,-224M
"Sun, Jan 9",5:30pm,AUD,Low Impact Expected,AIG Construction Index,43.8,42.2,
"Sun, Jan 9",All Day,JPY,Non-Economic,Bank Holiday,,,
"Sun, Jan 9",7:30pm,AUD,High Impact Expected,Retail Sales m/m,0.3%,0.3%,-0.8%
"Sun, Jan 9",10:01pm,CNY,High Impact Expected,USD-Denominated Trade Balance,13.1B,20.9B,22.9B
"Mon, Jan 10",2:45am,EUR,Medium Impact Expected,French Industrial Production m/m,2.3%,1.1%,-0.8%
"Mon, Jan 10",3:00am,GBP,High Impact Expected,Halifax HPI m/m,-1.3%,-0.3%,-0.2%
"Mon, Jan 10",3:15am,CHF,High Impact Expected,Retail Sales y/y,2.5%,2.2%,3.5%
"Mon, Jan 10",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,10.6,11.9,9.7
"Mon, Jan 10",7:00am,EUR,High Impact Expected,ECB President Trichet Speaks,,,
"Mon, Jan 10",8:30am,CAD,High Impact Expected,Building Permits m/m,-11.2%,0.8%,-6.2%
"Mon, Jan 10",10:30am,CAD,High Impact Expected,BOC Business Outlook Survey,,,
"Mon, Jan 10",1:05pm,CAD,Low Impact Expected,Gov Council Member Cote Speaks,,,
"Mon, Jan 10",4:00pm,NZD,High Impact Expected,NZIER Business Confidence,8,6,
"Mon, Jan 10",4:45pm,NZD,Medium Impact Expected,Building Consents m/m,8.8%,-1.8%,
"Mon, Jan 10",7:00pm,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,-0.3%,0.7%,
"Mon, Jan 10",7:30pm,AUD,High Impact Expected,ANZ Job Advertisements m/m,2.0%,3.0%,
"Mon, Jan 10",7:30pm,AUD,High Impact Expected,Goods Trade Balance,1.93B,2.03B,2.56B
"Mon, Jan 10",9:02pm,CNY,Medium Impact Expected,New Loans,481B,365B,564B
