Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, Oct 3",High Impact Expected,,,,,,
"Mon, Oct 3",11:30pm,AUD,High Impact Expected,Cash Rate,2.60%,2.85%,2.35%
"Mon, Oct 3",11:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Mon, Oct 3",11:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.25|5.6,0.24|4.0,
"Tue, Oct 4",1:30am,AUD,Low Impact Expected,Commodity Prices y/y,30.6%,23.3%,
"Tue, Oct 4",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,17.7K,30.8K,40.4K
"Tue, Oct 4",5:00am,EUR,Low Impact Expected,PPI m/m,5.0%,5.0%,4.0%
"Tue, Oct 4",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Tue, Oct 4",9:00am,USD,Low Impact Expected,FOMC Member Williams Speaks,,,
"Tue, Oct 4",9:15am,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,
"Tue, Oct 4",10:00am,USD,High Impact Expected,JOLTS Job Openings,10.05M,11.07M,11.17M
"Tue, Oct 4",10:00am,USD,Low Impact Expected,Factory Orders m/m,0.0%,0.0%,-1.0%
"Tue, Oct 4",10:45am,NZD,Low Impact Expected,GDT Price Index,-3.5%,2.0%,
"Tue, Oct 4",11:00am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
"Tue, Oct 4",11:45am,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,
"Tue, Oct 4",All Day,CNY,Non-Economic,Bank Holiday,,,
"Tue, Oct 4",9:00pm,NZD,High Impact Expected,Official Cash Rate,3.50%,3.50%,3.00%
"Tue, Oct 4",9:00pm,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Wed, Oct 5",2:00am,EUR,Low Impact Expected,German Trade Balance,1.2B,4.8B,3.4B
"Wed, Oct 5",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,2.4%,0.0%,-1.6%
"Wed, Oct 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,48.5,49.7,50.6
"Wed, Oct 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,48.8,48.9,50.5
"Wed, Oct 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,52.9,53.0,53.0
"Wed, Oct 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,45.0,45.4,45.4
"Wed, Oct 5",4:00am,EUR,Low Impact Expected,Final Services PMI,48.8,48.9,48.9
