Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Wed, Nov 2",Low Impact Expected,,,,,,
"Wed, Nov 2",,USD,High Impact Expected,Federal Funds Rate,4.00%,4.00%,3.25%
"Wed, Nov 2",,USD,High Impact Expected,FOMC Statement,,,
"Wed, Nov 2",2:30pm,USD,High Impact Expected,FOMC Press Conference,,,
"Wed, Nov 2",4:00pm,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,
"Wed, Nov 2",8:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-3.4%,-0.6%,
"Wed, Nov 2",All Day,JPY,Non-Economic,Bank Holiday,,,
"Wed, Nov 2",8:30pm,AUD,Low Impact Expected,Goods Trade Balance,12.44B,8.72B,8.66B
"Wed, Nov 2",9:45pm,CNY,Low Impact Expected,Caixin Services PMI,48.4,48.9,49.3
"Thu, Nov 3",3:30am,CHF,High Impact Expected,CPI m/m,0.1%,0.2%,-0.2%
"Thu, Nov 3",4:00am,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,
"Thu, Nov 3",4:00am,EUR,Low Impact Expected,Spanish Unemployment Change,-27.0K,23.8K,17.7K
"Thu, Nov 3",4:05am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
"Thu, Nov 3",5:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,7.9%,7.8%,7.9%
"Thu, Nov 3",5:30am,GBP,Low Impact Expected,Final Services PMI,48.8,47.5,47.5
"Thu, Nov 3",5:47am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,3.31|2.1,3.23|1.4,
"Thu, Nov 3",5:58am,EUR,Low Impact Expected,French 10-y Bond Auction,2.76|2.1,2.59|2.4,
"Thu, Nov 3",6:00am,EUR,Low Impact Expected,Unemployment Rate,6.6%,6.6%,6.7%
"Thu, Nov 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,48.3%,67.6%,
"Thu, Nov 3",8:00am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Thu, Nov 3",8:00am,GBP,High Impact Expected,Monetary Policy Summary,,,
"Thu, Nov 3",8:00am,GBP,High Impact Expected,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0
"Thu, Nov 3",8:00am,GBP,High Impact Expected,Official Bank Rate,3.00%,3.00%,2.25%
"Thu, Nov 3",8:30am,CAD,Low Impact Expected,Building Permits m/m,-17.5%,-4.9%,12.0%
"Thu, Nov 3",8:30am,CAD,Low Impact Expected,Trade Balance,1.1B,1.1B,0.5B
"Thu, Nov 3",8:30am,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,
"Thu, Nov 3",8:30am,USD,Medium Impact Expected,Unemployment Claims,217K,220K,218K
"Thu, Nov 3",8:30am,USD,Low Impact Expected,Prelim Nonfarm Productivity q/q,0.3%,-0.1%,-4.1%
"Thu, Nov 3",8:30am,USD,Low Impact Expected,Prelim Unit Labor Costs q/q,3.5%,3.9%,10.2%
"Thu, Nov 3",8:30am,USD,Low Impact Expected,Trade Balance,-73.3B,-72.4B,-65.7B
"Thu, Nov 3",9:45am,USD,Low Impact Expected,Final Services PMI,47.8,46.6,46.6
"Thu, Nov 3",10:00am,USD,High Impact Expected,ISM Services PMI,54.4,55.5,56.7
"Thu, Nov 3",10:00am,USD,Low Impact Expected,Factory Orders m/m,0.3%,0.4%,0.2%
"Thu, Nov 3",10:30am,USD,Low Impact Expected,Natural Gas Storage,107B,99B,52B
"Thu, Nov 3",1:30pm,CAD,Low Impact Expected,Gov Council Member Beaudry Speaks,,,
"Thu, Nov 3",4:30pm,GBP,Low Impact Expected,MPC Member Mann Speaks,,,
"Thu, Nov 3",5:30pm,AUD,Low Impact Expected,AIG Construction Index,43.3,46.5,
"Thu, Nov 3",8:30pm,AUD,Medium Impact Expected,RBA Monetary Policy Statement,,,
"Fri, Nov 4",3:00am,EUR,Low Impact Expected,German Factory Orders m/m,-4.0%,-0.5%,-2.0%
"Fri, Nov 4",3:45am,EUR,Low Impact Expected,French Industrial Production m/m,-0.8%,-0.9%,2.7%
"Fri, Nov 4",4:15am,EUR,Low Impact Expected,Spanish Services PMI,49.7,48.2,48.5
