Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Feb 1",Low Impact Expected,,,,,,
"Tue, Feb 1",All Day,CNY,Non-Economic,Bank Holiday,,,
"Tue, Feb 1",8:30pm,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
"Wed, Feb 2",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-170.7B,-181.0B,
"Wed, Feb 2",3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,17.2K,-50.7K,-76.8K
"Wed, Feb 2",5:00am,EUR,Low Impact Expected,Core CPI Flash Estimate y/y,2.3%,1.9%,2.6%
"Wed, Feb 2",5:00am,EUR,Low Impact Expected,CPI Flash Estimate y/y,5.1%,4.4%,5.0%
"Wed, Feb 2",5:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,1.6%,0.5%,0.4%
"Wed, Feb 2",All Day,All,High Impact Expected,OPEC-JMMC Meetings,,,
"Wed, Feb 2",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,-301K,185K,776K
"Wed, Feb 2",8:30am,CAD,Low Impact Expected,Building Permits m/m,-1.9%,-1.6%,7.6%
"Wed, Feb 2",10:00am,CAD,Low Impact Expected,Gov Council Member Gravelle Speaks,,,
"Wed, Feb 2",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,-1.0M,1.8M,2.4M
"Wed, Feb 2",3:00pm,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,
"Wed, Feb 2",4:30pm,AUD,Low Impact Expected,AIG Construction Index,45.9,57.0,
"Wed, Feb 2",7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.0%,-0.3%,
"Wed, Feb 2",All Day,CNY,Non-Economic,Bank Holiday,,,
"Wed, Feb 2",7:30pm,AUD,Low Impact Expected,Building Approvals m/m,8.2%,-0.9%,2.6%
"Wed, Feb 2",7:30pm,AUD,Low Impact Expected,Goods Trade Balance,8.36B,9.80B,9.76B
"Wed, Feb 2",7:30pm,AUD,Low Impact Expected,NAB Quarterly Business Confidence,18,-2,
"Wed, Feb 2",10:35pm,JPY,Low Impact Expected,30-y Bond Auction,0.79|3.4,0.72|3.6,
"Thu, Feb 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,46.6,51.9,55.8
"Thu, Feb 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,48.5,50.0,53.0
"Thu, Feb 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,53.1,53.1,53.1
"Thu, Feb 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,52.2,52.2,52.2
"Thu, Feb 3",4:00am,EUR,Low Impact Expected,Final Services PMI,51.1,51.2,51.2
"Thu, Feb 3",4:30am,GBP,Low Impact Expected,Final Services PMI,54.1,53.3,53.3
"Thu, Feb 3",4:48am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,0.85|1.6,0.43|1.9,
"Thu, Feb 3",5:00am,EUR,Low Impact Expected,PPI m/m,2.9%,2.9%,1.8%
"Thu, Feb 3",5:06am,EUR,Low Impact Expected,French 10-y Bond Auction,0.45|2.6,0.30|2.1,
"Thu, Feb 3",7:00am,GBP,High Impact Expected,Asset Purchase Facility,875B,875B,
"Thu, Feb 3",7:00am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Thu, Feb 3",7:00am,GBP,High Impact Expected,Monetary Policy Summary,,,
"Thu, Feb 3",7:00am,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,
"Thu, Feb 3",7:00am,GBP,High Impact Expected,MPC Official Bank Rate Votes,9-0-0,7-0-2,8-0-1
"Thu, Feb 3",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.25%
"Thu, Feb 3",7:30am,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,
"Thu, Feb 3",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-76.0%,-75.3%,
"Thu, Feb 3",7:45am,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%
"Thu, Feb 3",7:45am,EUR,High Impact Expected,Monetary Policy Statement,,,
"Thu, Feb 3",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Feb 3",8:30am,USD,Medium Impact Expected,Unemployment Claims,238K,245K,261K
"Thu, Feb 3",8:30am,USD,Low Impact Expected,Prelim Nonfarm Productivity q/q,6.6%,3.8%,-5.2%
"Thu, Feb 3",8:30am,USD,Low Impact Expected,Prelim Unit Labor Costs q/q,0.3%,1.1%,9.6%
"Thu, Feb 3",9:45am,USD,Low Impact Expected,Final Services PMI,51.2,50.9,50.9
"Thu, Feb 3",10:00am,USD,High Impact Expected,ISM Services PMI,59.9,59.5,62.0
"Thu, Feb 3",10:00am,USD,Low Impact Expected,Factory Orders m/m,-0.4%,-0.4%,1.8%
"Thu, Feb 3",10:30am,USD,Low Impact Expected,Natural Gas Storage,-268B,-280B,-219B
"Thu, Feb 3",4:45pm,NZD,Low Impact Expected,Building Consents m/m,0.6%,0.6%,
"Thu, Feb 3",All Day,CNY,Non-Economic,Bank Holiday,,,
"Thu, Feb 3",7:30pm,AUD,Medium Impact Expected,RBA Monetary Policy Statement,,,
"Fri, Feb 4",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,2.8%,0.4%,3.6%
"Fri, Feb 4",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,-0.2%,0.5%,-0.5%
