Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Jul 2",Low Impact Expected,,,,,,
"Fri, Jul 2",8:30am,CAD,Low Impact Expected,Building Permits m/m,-14.8%,0.3%,0.2%
"Fri, Jul 2",8:30am,CAD,Low Impact Expected,Trade Balance,-1.4B,0.4B,0.5B
"Fri, Jul 2",8:30am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
"Fri, Jul 2",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.4%
"Fri, Jul 2",8:30am,USD,High Impact Expected,Non-Farm Employment Change,850K,725K,583K
"Fri, Jul 2",8:30am,USD,High Impact Expected,Unemployment Rate,5.9%,5.6%,5.8%
"Fri, Jul 2",8:30am,USD,Low Impact Expected,Trade Balance,-71.2B,-71.4B,-69.1B
"Fri, Jul 2",9:30am,CAD,Low Impact Expected,Manufacturing PMI,56.5,57.0,
"Fri, Jul 2",10:00am,USD,Low Impact Expected,Factory Orders m/m,1.7%,1.7%,-0.1%
"Sun, Jul 4",6:30pm,AUD,Low Impact Expected,AIG Construction Index,55.5,58.3,
"Sun, Jul 4",9:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.4%,-0.2%,
"Sun, Jul 4",9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,0.8%,2.1%,
"Sun, Jul 4",9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,3.0%,6.8%,
"Sun, Jul 4",9:30pm,AUD,Low Impact Expected,Building Approvals m/m,-7.1%,-5.0%,-5.7%
"Sun, Jul 4",9:45pm,CNY,Low Impact Expected,Caixin Services PMI,50.3,54.8,55.1
"Mon, Jul 5",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,-0.3%,0.8%,0.1%
"Mon, Jul 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,62.5,60.6,59.4
"Mon, Jul 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,56.7,56.3,53.1
"Mon, Jul 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,57.8,57.4,57.4
"Mon, Jul 5",3:55am,EUR,Low Impact Expected,German Final Services PMI,57.5,58.1,58.1
"Mon, Jul 5",4:00am,EUR,Low Impact Expected,Final Services PMI,58.3,58.0,58.0
"Mon, Jul 5",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,29.8,30.2,28.1
"Mon, Jul 5",4:30am,GBP,Low Impact Expected,Final Services PMI,62.4,61.7,61.7
"Mon, Jul 5",All Day,USD,Non-Economic,Bank Holiday,,,
"Mon, Jul 5",10:30am,CAD,Medium Impact Expected,BOC Business Outlook Survey,,,
"Mon, Jul 5",6:00pm,NZD,Low Impact Expected,NZIER Business Confidence,7,-13,
"Mon, Jul 5",7:30pm,JPY,Low Impact Expected,Average Cash Earnings y/y,1.9%,2.1%,1.4%
"Mon, Jul 5",7:30pm,JPY,Low Impact Expected,Household Spending y/y,11.6%,10.9%,13.0%
"Mon, Jul 5",11:35pm,JPY,Low Impact Expected,30-y Bond Auction,0.68|3.6,0.69|3.4,
"Tue, Jul 6",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, Jul 6",12:30am,AUD,Medium Impact Expected,Cash Rate,0.10%,0.10%,0.10%
"Tue, Jul 6",2:00am,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
"Tue, Jul 6",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,-3.7%,0.9%,1.2%
"Tue, Jul 6",4:30am,GBP,Low Impact Expected,Construction PMI,66.3,63.9,64.2
"Tue, Jul 6",4:30am,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,4.0B,-3.7B,0.0B
"Tue, Jul 6",5:00am,EUR,Medium Impact Expected,ZEW Economic Sentiment,61.2,79.0,81.3
"Tue, Jul 6",5:00am,EUR,Medium Impact Expected,German ZEW Economic Sentiment,63.3,75.0,79.8
"Tue, Jul 6",5:00am,EUR,Low Impact Expected,Retail Sales m/m,4.6%,4.3%,-3.9%
"Tue, Jul 6",5:03am,GBP,Low Impact Expected,10-y Bond Auction,0.82|2.7,0.94|2.6,
"Tue, Jul 6",9:45am,USD,Low Impact Expected,Final Services PMI,64.6,64.8,64.8
"Tue, Jul 6",10:00am,USD,High Impact Expected,ISM Services PMI,60.1,63.4,64.0
"Tue, Jul 6",10:01am,NZD,Low Impact Expected,GDT Price Index,-3.6%,-1.3%,
"Tue, Jul 6",6:30pm,AUD,Low Impact Expected,AIG Services Index,57.8,61.2,
"Wed, Jul 7",1:00am,JPY,Low Impact Expected,Leading Indicators,102.6%,102.8%,103.8%
"Wed, Jul 7",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,-0.3%,0.5%,-0.3%
"Wed, Jul 7",2:45am,EUR,Low Impact Expected,French Trade Balance,-6.8B,-6.0B,-6.3B
"Wed, Jul 7",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,941B,903B,
"Wed, Jul 7",3:29am,GBP,Low Impact Expected,Halifax HPI m/m,-0.5%,1.5%,1.2%
"Wed, Jul 7",4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,0.2%,3.1%,-0.1%
"Wed, Jul 7",5:00am,EUR,Medium Impact Expected,EU Economic Forecasts,,,
"Wed, Jul 7",10:00am,CAD,Medium Impact Expected,Ivey PMI,71.9,65.0,64.7
"Wed, Jul 7",10:00am,USD,Medium Impact Expected,JOLTS Job Openings,9.21M,9.30M,9.19M
"Wed, Jul 7",10:01am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,54.3,57.3,56.4
"Wed, Jul 7",2:00pm,USD,High Impact Expected,FOMC Meeting Minutes,,,
"Wed, Jul 7",3:30pm,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,
"Wed, Jul 7",7:01pm,GBP,Low Impact Expected,RICS House Price Balance,83%,80%,82%
"Wed, Jul 7",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,1.4%,3.0%,2.8%
"Wed, Jul 7",7:50pm,JPY,Low Impact Expected,Current Account,1.87T,1.59T,1.55T
"Wed, Jul 7",10:30pm,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
"Thu, Jul 8",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,47.6,41.9,38.1
"Thu, Jul 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,3.1%,2.9%,3.2%
"Thu, Jul 8",2:00am,EUR,Low Impact Expected,German Trade Balance,12.6B,15.8B,15.6B
"Thu, Jul 8",8:30am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
"Thu, Jul 8",8:30am,USD,Medium Impact Expected,Unemployment Claims,373K,345K,371K
"Thu, Jul 8",10:30am,USD,Low Impact Expected,Natural Gas Storage,16B,29B,76B
"Thu, Jul 8",11:00am,USD,Medium Impact Expected,Crude Oil Inventories,-6.9M,-4.0M,-6.7M
"Thu, Jul 8",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,35.3B,17.9B,20.0B
"Thu, Jul 8",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,5.9%,6.0%,7.9%
"Thu, Jul 8",9:32pm,CNY,Low Impact Expected,CPI y/y,1.1%,1.3%,1.3%
"Thu, Jul 8",9:33pm,CNY,Low Impact Expected,PPI y/y,8.8%,8.8%,9.0%
"Fri, Jul 9",2:00am,GBP,Low Impact Expected,Construction Output m/m,-0.8%,0.9%,-0.7%
"Fri, Jul 9",2:00am,GBP,Low Impact Expected,GDP m/m,0.8%,1.5%,2.0%
"Fri, Jul 9",2:00am,GBP,Low Impact Expected,Index of Services 3m/3m,3.9%,4.0%,1.4%
"Fri, Jul 9",2:00am,GBP,Low Impact Expected,Industrial Production m/m,0.8%,1.3%,-1.0%
"Fri, Jul 9",2:00am,GBP,Low Impact Expected,Manufacturing Production m/m,-0.1%,0.9%,-0.3%
"Fri, Jul 9",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-1.5%,0.3%,1.5%
"Fri, Jul 9",5:00am,CNY,Low Impact Expected,M2 Money Supply y/y,8.6%,8.2%,8.3%
"Fri, Jul 9",5:00am,CNY,Low Impact Expected,New Loans,2120B,1825B,1500B
"Fri, Jul 9",6:00am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
"Fri, Jul 9",6:00am,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,
"Fri, Jul 9",7:00am,GBP,Low Impact Expected,Goods Trade Balance,-8.5B,-11.0B,-10.9B
"Fri, Jul 9",7:30am,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,,,
"Fri, Jul 9",8:30am,CAD,High Impact Expected,Employment Change,230.7K,172.5K,-68.0K
"Fri, Jul 9",8:30am,CAD,High Impact Expected,Unemployment Rate,7.8%,7.8%,8.2%
"Fri, Jul 9",8:35am,GBP,Low Impact Expected,NIESR GDP Estimate,4.8%,3.6%,
"Fri, Jul 9",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,1.3%,1.1%,1.1%
"Fri, Jul 9",11:00am,USD,Low Impact Expected,Fed Monetary Policy Report,,,
"Fri, Jul 9",Day 1,All,Medium Impact Expected,G20 Meetings,,,
"Sat, Jul 10",Day 2,All,Medium Impact Expected,G20 Meetings,,,
"Sun, Jul 11",8:10am,EUR,Low Impact Expected,ECB President Lagarde Speaks,,,
"Sun, Jul 11",9:20am,USD,Low Impact Expected,FOMC Member Quarles Speaks,,,
"Sun, Jul 11",7:50pm,JPY,Low Impact Expected,Core Machinery Orders m/m,7.8%,2.5%,0.6%
"Sun, Jul 11",7:50pm,JPY,Low Impact Expected,PPI y/y,5.0%,4.8%,5.1%
"Mon, Jul 12",2:00am,EUR,Low Impact Expected,German WPI m/m,1.5%,0.9%,1.7%
"Mon, Jul 12",2:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,96.6%,141.9%,
"Mon, Jul 12",All Day,EUR,Low Impact Expected,Eurogroup Meetings,,,
"Mon, Jul 12",9:30am,USD,Low Impact Expected,FOMC Member Williams Speaks,,,
"Mon, Jul 12",1:01pm,USD,Medium Impact Expected,10-y Bond Auction,1.37|2.4,1.50|2.6,
"Mon, Jul 12",6:45pm,NZD,Low Impact Expected,FPI m/m,1.4%,0.4%,
"Mon, Jul 12",7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,6.7%,11.5%,18.5%
"Mon, Jul 12",9:30pm,AUD,Low Impact Expected,NAB Business Confidence,11,20,
"Mon, Jul 12",11:00pm,CNY,Low Impact Expected,Trade Balance,333B,271B,296B
"Mon, Jul 12",11:01pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,51.5B,44.4B,45.5B
"Tue, Jul 13",2:00am,EUR,Low Impact Expected,German Final CPI m/m,0.4%,0.4%,0.4%
"Tue, Jul 13",2:00am,GBP,Low Impact Expected,BOE Financial Stability Report,,,
"Tue, Jul 13",2:00am,GBP,Low Impact Expected,FPC Meeting Minutes,,,
"Tue, Jul 13",2:00am,GBP,Low Impact Expected,FPC Statement,,,
"Tue, Jul 13",2:30am,CHF,Low Impact Expected,PPI m/m,0.3%,0.4%,0.8%
"Tue, Jul 13",2:45am,EUR,Low Impact Expected,French Final CPI m/m,0.1%,0.2%,0.2%
"Tue, Jul 13",3:30am,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,
"Tue, Jul 13",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
