Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, Oct 4",Low Impact Expected,,,,,,
"Mon, Oct 4",All Day,All,High Impact Expected,OPEC Meetings,,,
"Mon, Oct 4",All Day,All,High Impact Expected,OPEC-JMMC Meetings,,,
"Mon, Oct 4",8:30am,CAD,Low Impact Expected,Building Permits m/m,-2.1%,3.3%,-4.1%
"Mon, Oct 4",10:00am,USD,Low Impact Expected,Factory Orders m/m,1.2%,1.1%,0.7%
"Mon, Oct 4",11:15am,USD,Low Impact Expected,President Biden Speaks,,,
"Mon, Oct 4",5:04pm,NZD,Low Impact Expected,NZIER Business Confidence,-11,7,
"Mon, Oct 4",5:30pm,AUD,Low Impact Expected,AIG Construction Index,53.3,38.4,
"Mon, Oct 4",7:30pm,JPY,Low Impact Expected,Tokyo Core CPI y/y,0.1%,0.2%,0.0%
"Mon, Oct 4",8:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.5%,-1.6%,
"Mon, Oct 4",All Day,CNY,Non-Economic,Bank Holiday,,,
"Mon, Oct 4",8:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-2.8%,-2.7%,
"Mon, Oct 4",8:30pm,AUD,Low Impact Expected,Goods Trade Balance,15.08B,10.10B,12.65B
"Mon, Oct 4",11:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Mon, Oct 4",11:30pm,AUD,Medium Impact Expected,Cash Rate,0.10%,0.10%,0.10%
"Mon, Oct 4",11:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.05|2.5,0.02|3.4,
"Tue, Oct 5",12:30am,JPY,Medium Impact Expected,BOJ Gov Kuroda Speaks,,,
"Tue, Oct 5",2:45am,EUR,Low Impact Expected,French Industrial Production m/m,1.0%,0.4%,0.5%
"Tue, Oct 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,56.9,58.3,60.1
"Tue, Oct 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,55.5,56.4,58.0
"Tue, Oct 5",3:50am,EUR,Low Impact Expected,French Final Services PMI,56.2,56.0,56.0
