Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Aug 2",Medium Impact Expected,,,,,,
"Thu, Aug 2",4:46am,EUR,High Impact Expected,Spanish 10-y Bond Auction,6.65|2.4,6.43|3.2,
"Thu, Aug 2",5:00am,EUR,Low Impact Expected,PPI m/m,-0.5%,-0.3%,-0.5%
"Thu, Aug 2",7:00am,GBP,High Impact Expected,Asset Purchase Facility,375B,375B,375B
"Thu, Aug 2",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Aug 2",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-44.5%,-9.4%,
"Thu, Aug 2",7:45am,EUR,High Impact Expected,Main Refinancing Rate,0.75%,0.75%,0.75%
"Thu, Aug 2",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Aug 2",8:30am,USD,High Impact Expected,Unemployment Claims,365K,375K,357K
"Thu, Aug 2",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-0.5%,0.4%,0.5%
"Thu, Aug 2",10:30am,USD,Low Impact Expected,Natural Gas Storage,28B,22B,26B
"Thu, Aug 2",7:29pm,AUD,Medium Impact Expected,AIG Services Index,46.5,48.8,
"Thu, Aug 2",9:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,55.6,56.7,
"Thu, Aug 2",10:30pm,CNY,Low Impact Expected,Caixin Services PMI,53.1,52.3,
"Fri, Aug 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,43.7,43.4,
"Fri, Aug 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,43.0,43.5,43.1
"Fri, Aug 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,50.0,50.2,50.2
"Fri, Aug 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,50.3,49.7,49.7
"Fri, Aug 3",4:00am,EUR,Low Impact Expected,Final Services PMI,47.9,47.6,47.6
"Fri, Aug 3",4:30am,GBP,High Impact Expected,Final Services PMI,51.0,51.6,51.3
"Fri, Aug 3",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.1%,0.1%,0.8%
"Fri, Aug 3",8:30am,USD,High Impact Expected,Non-Farm Employment Change,163K,101K,64K
"Fri, Aug 3",8:30am,USD,High Impact Expected,Unemployment Rate,8.3%,8.2%,8.2%
"Fri, Aug 3",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.1%,0.2%,0.3%
"Fri, Aug 3",10:00am,USD,High Impact Expected,ISM Services PMI,52.6,52.1,52.1
"Sun, Aug 5",All Day,AUD,Non-Economic,Bank Holiday,,,
"Sun, Aug 5",8:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.2%,-0.2%,
"Sun, Aug 5",9:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,-0.8%,-1.1%,
"Mon, Aug 6",1:00am,JPY,Low Impact Expected,Leading Indicators,92.6%,93.0%,95.2%
"Mon, Aug 6",3:00am,GBP,Medium Impact Expected,Halifax HPI m/m,-0.6%,-0.5%,0.8%
"Mon, Aug 6",4:30am,EUR,Medium Impact Expected,Sentix Investor Confidence,-30.3,-30.8,-29.6
"Mon, Aug 6",All Day,CAD,Non-Economic,Bank Holiday,,,
"Mon, Aug 6",9:00am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Mon, Aug 6",2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
"Mon, Aug 6",6:45pm,NZD,Medium Impact Expected,Labor Cost Index q/q,0.5%,0.6%,0.5%
