Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Jul 3",High Impact Expected,,,,,,
"Tue, Jul 3",4:30am,GBP,High Impact Expected,Construction PMI,48.2,53.1,54.4
"Tue, Jul 3",4:30am,GBP,Medium Impact Expected,Net Lending to Individuals m/m,1.3B,1.1B,1.4B
"Tue, Jul 3",4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,-0.1%,1.4%,0.9%
"Tue, Jul 3",4:30am,GBP,Low Impact Expected,Mortgage Approvals,51K,51K,52K
"Tue, Jul 3",5:00am,EUR,Low Impact Expected,PPI m/m,-0.5%,-0.2%,0.1%
"Tue, Jul 3",9:30am,CAD,Low Impact Expected,Manufacturing PMI,54.8,54.7,
"Tue, Jul 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,0.7%,0.1%,-0.7%
"Tue, Jul 3",10:30am,NZD,Low Impact Expected,GDT Price Index,-6.0%,-0.1%,
"Tue, Jul 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,14.1M,14.0M,13.8M
"Tue, Jul 3",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.1%,1.5%,
"Tue, Jul 3",7:25pm,AUD,Medium Impact Expected,AIG Services Index,48.8,43.5,
"Tue, Jul 3",9:30pm,AUD,High Impact Expected,Retail Sales m/m,0.5%,0.3%,0.1%
"Tue, Jul 3",10:30pm,CNY,Low Impact Expected,Caixin Services PMI,52.3,54.7,
"Wed, Jul 4",3:15am,EUR,Low Impact Expected,Spanish Services PMI,43.4,41.8,
"Wed, Jul 4",3:45am,EUR,Low Impact Expected,Italian Services PMI,43.1,42.6,42.8
"Wed, Jul 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,47.9,47.3,47.3
"Wed, Jul 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,49.9,50.3,50.3
"Wed, Jul 4",4:00am,EUR,Medium Impact Expected,Final Services PMI,47.1,46.8,46.8
"Wed, Jul 4",4:30am,GBP,High Impact Expected,Final Services PMI,51.3,52.9,53.3
"Wed, Jul 4",4:30am,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,-8.8B,-7.9B,-8.6B
"Wed, Jul 4",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.6%,0.2%,-1.4%
"Wed, Jul 4",5:07am,EUR,Low Impact Expected,Final GDP q/q,0.0%,0.0%,0.0%
"Wed, Jul 4",All Day,USD,Non-Economic,Bank Holiday,,,
"Wed, Jul 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-0.29B,-0.51B,-0.03B
"Thu, Jul 5",3:00am,GBP,Medium Impact Expected,Halifax HPI m/m,1.0%,-0.3%,0.4%
"Thu, Jul 5",4:43am,EUR,High Impact Expected,Spanish 10-y Bond Auction,6.43|3.2,6.04|3.3,
"Thu, Jul 5",5:02am,EUR,Medium Impact Expected,French 10-y Bond Auction,2.53|1.9,2.46|2.0,
