Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Jul 2",Low Impact Expected,,,,,,
"Thu, Jul 2",,EUR,Low Impact Expected,Unemployment Rate,7.4%,7.6%,7.3%
"Thu, Jul 2",5:06am,EUR,Low Impact Expected,French 10-y Bond Auction,-0.09|2.7,0.02|2.4,
"Thu, Jul 2",8:30am,CAD,Low Impact Expected,Trade Balance,-0.7B,-3.0B,-4.3B
"Thu, Jul 2",8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,-1.2%,-0.8%,-1.0%
"Thu, Jul 2",8:30am,USD,High Impact Expected,Non-Farm Employment Change,4800K,3037K,2699K
"Thu, Jul 2",8:30am,USD,High Impact Expected,Unemployment Rate,11.1%,12.4%,13.3%
"Thu, Jul 2",8:30am,USD,Medium Impact Expected,Unemployment Claims,1427K,1350K,1482K
"Thu, Jul 2",8:30am,USD,Low Impact Expected,Trade Balance,-54.6B,-53.0B,-49.8B
"Thu, Jul 2",9:30am,CAD,Low Impact Expected,Manufacturing PMI,47.8,40.6,
"Thu, Jul 2",9:30am,USD,High Impact Expected,President Trump Speaks,,,
"Thu, Jul 2",10:00am,USD,Low Impact Expected,Factory Orders m/m,8.0%,8.6%,-13.5%
"Thu, Jul 2",10:30am,USD,Low Impact Expected,Natural Gas Storage,65B,77B,120B
"Thu, Jul 2",6:30pm,AUD,Low Impact Expected,AIG Construction Index,35.5,24.9,
"Thu, Jul 2",7:01pm,GBP,Low Impact Expected,GfK Consumer Confidence,-27,-29,-30
"Thu, Jul 2",9:45pm,CNY,Low Impact Expected,Caixin Services PMI,58.4,53.8,55.0
"Fri, Jul 3",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-117.9B,-92.1B,
"Fri, Jul 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,50.2,46.0,27.9
"Fri, Jul 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,46.4,46.9,28.9
"Fri, Jul 3",3:50am,EUR,Low Impact Expected,French Final Services PMI,50.7,50.3,50.3
"Fri, Jul 3",3:55am,EUR,Low Impact Expected,German Final Services PMI,47.3,45.8,45.8
"Fri, Jul 3",4:00am,EUR,Low Impact Expected,Final Services PMI,48.3,47.3,47.3
"Fri, Jul 3",4:30am,GBP,Medium Impact Expected,Final Services PMI,47.1,47.0,47.0
"Fri, Jul 3",All Day,USD,Non-Economic,Bank Holiday,,,
"Sat, Jul 4",6:40am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
"Sun, Jul 5",9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.7%,1.1%,
"Sun, Jul 5",9:02pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.6%,-1.2%,
"Sun, Jul 5",9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,42.0%,-0.3%,
"Mon, Jul 6",2:00am,EUR,Low Impact Expected,German Factory Orders m/m,10.4%,15.1%,-26.2%
"Mon, Jul 6",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-18.2,-10.8,-24.8
"Mon, Jul 6",4:30am,GBP,Low Impact Expected,Construction PMI,55.3,46.0,28.9
"Mon, Jul 6",4:34am,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,-5.1B,-5.5B,-5.0B
"Mon, Jul 6",5:00am,EUR,Low Impact Expected,Retail Sales m/m,17.8%,15.0%,-12.1%
"Mon, Jul 6",9:45am,USD,Low Impact Expected,Final Services PMI,47.9,47.0,46.7
"Mon, Jul 6",10:00am,USD,High Impact Expected,ISM Services PMI,57.1,50.0,45.4
"Mon, Jul 6",10:30am,CAD,Medium Impact Expected,BOC Business Outlook Survey,,,
"Mon, Jul 6",6:03pm,NZD,Low Impact Expected,NZIER Business Confidence,-63,-70,
"Mon, Jul 6",6:30pm,AUD,Low Impact Expected,AIG Services Index,31.5,31.6,
