Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Nov 3",High Impact Expected,,,,,,
"Tue, Nov 3",,NZD,Low Impact Expected,Labor Cost Index q/q,0.4%,0.2%,0.2%
"Tue, Nov 3",6:50pm,JPY,Low Impact Expected,Monetary Base y/y,16.3%,14.5%,14.3%
"Tue, Nov 3",6:50pm,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
"Tue, Nov 3",7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.9%,-0.2%,
"Tue, Nov 3",8:45pm,CNY,Low Impact Expected,Caixin Services PMI,56.8,55.1,54.8
"Tue, Nov 3",10:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.05|4.1,0.02|4.1,
"Wed, Nov 4",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,49.6K,50.2K,-26.3K
"Wed, Nov 4",3:15am,EUR,Low Impact Expected,Spanish Services PMI,41.4,40.0,42.4
"Wed, Nov 4",3:45am,EUR,Low Impact Expected,Italian Services PMI,46.7,47.4,48.8
"Wed, Nov 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,46.5,46.5,46.5
"Wed, Nov 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,49.5,48.9,48.9
"Wed, Nov 4",4:00am,EUR,Low Impact Expected,Final Services PMI,46.9,46.2,46.2
"Wed, Nov 4",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Wed, Nov 4",4:30am,GBP,Low Impact Expected,Final Services PMI,51.4,52.3,52.3
"Wed, Nov 4",5:00am,EUR,Low Impact Expected,PPI m/m,0.3%,0.3%,0.1%
"Wed, Nov 4",8:15am,USD,Medium Impact Expected,ADP Non-Farm Employment Change,365K,650K,753K
"Wed, Nov 4",8:30am,CAD,Medium Impact Expected,Trade Balance,-3.3B,-2.2B,-3.2B
"Wed, Nov 4",8:30am,USD,Low Impact Expected,Trade Balance,-63.9B,-64.2B,-67.0B
"Wed, Nov 4",9:45am,USD,Low Impact Expected,Final Services PMI,56.9,56.0,56.0
