Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Mon, Jun 2",Non-Economic,,,,,,
"Mon, Jun 2",9:45pm,CNY,High Impact Expected,Caixin Manufacturing PMI,49.4,49.7,49.7
"Mon, Jun 2",11:45pm,JPY,Low Impact Expected,10-y Bond Auction,0.61|3.7,0.60|3.5,
"Tue, Jun 3",12:30am,AUD,High Impact Expected,Cash Rate,2.50%,2.50%,2.50%
"Tue, Jun 3",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, Jun 3",2:00am,GBP,Medium Impact Expected,Nationwide HPI m/m,0.7%,0.7%,1.2%
"Tue, Jun 3",3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-111.9K,-112.3K,-111.6K
"Tue, Jun 3",4:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,12.6%,12.7%,12.6%
"Tue, Jun 3",4:00am,EUR,Low Impact Expected,Italian Quarterly Unemployment Rate,12.7%,12.7%,12.5%
"Tue, Jun 3",4:30am,GBP,High Impact Expected,Construction PMI,60.0,61.2,60.8
"Tue, Jun 3",5:00am,EUR,High Impact Expected,CPI Flash Estimate y/y,0.5%,0.7%,0.7%
"Tue, Jun 3",5:00am,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,0.7%,0.9%,1.0%
"Tue, Jun 3",5:00am,EUR,Medium Impact Expected,Unemployment Rate,11.7%,11.8%,11.8%
"Tue, Jun 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,0.7%,0.6%,1.5%
"Tue, Jun 3",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,47.7,46.5,45.8
"Tue, Jun 3",10:39am,NZD,Medium Impact Expected,GDT Price Index,-4.2%,-1.8%,
"Tue, Jun 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,16.8M,16.0M,16.0M
"Tue, Jun 3",7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.4%,-1.4%,
"Tue, Jun 3",7:30pm,AUD,Low Impact Expected,AIG Services Index,49.9,48.6,
"Tue, Jun 3",9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-2.2%,-3.7%,
"Tue, Jun 3",9:30pm,AUD,High Impact Expected,GDP q/q,1.1%,0.9%,0.8%
"Wed, Jun 4",3:15am,EUR,Medium Impact Expected,Spanish Services PMI,55.7,56.1,56.5
"Wed, Jun 4",3:45am,EUR,Medium Impact Expected,Italian Services PMI,51.6,51.4,51.1
"Wed, Jun 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,49.1,49.2,49.2
"Wed, Jun 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,56.0,56.4,56.4
"Wed, Jun 4",4:00am,EUR,Low Impact Expected,Final Services PMI,53.2,53.5,53.5
"Wed, Jun 4",4:30am,GBP,High Impact Expected,Final Services PMI,58.6,58.3,58.7
"Wed, Jun 4",5:00am,EUR,Low Impact Expected,PPI m/m,-0.1%,-0.1%,-0.2%
"Wed, Jun 4",5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.2%,0.2%,0.2%
"Wed, Jun 4",Day 1,All,High Impact Expected,G7 Meetings,,,
"Wed, Jun 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,179K,217K,215K
"Wed, Jun 4",8:30am,CAD,High Impact Expected,Trade Balance,-0.6B,-0.2B,0.8B
"Wed, Jun 4",8:30am,USD,High Impact Expected,Trade Balance,-47.2B,-40.8B,-44.2B
"Wed, Jun 4",8:30am,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,-3.2%,-2.2%,-1.7%
"Wed, Jun 4",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,5.7%,4.8%,4.2%
"Wed, Jun 4",9:45am,USD,Low Impact Expected,Final Services PMI,58.1,58.4,58.4
"Wed, Jun 4",10:00am,CAD,High Impact Expected,BOC Rate Statement,,,
"Wed, Jun 4",10:00am,CAD,High Impact Expected,Overnight Rate,1.00%,1.00%,1.00%
"Wed, Jun 4",10:00am,USD,High Impact Expected,ISM Services PMI,56.3,55.6,55.2
"Wed, Jun 4",10:30am,USD,Medium Impact Expected,Crude Oil Inventories,-3.4M,-0.2M,1.7M
"Wed, Jun 4",2:00pm,USD,Medium Impact Expected,Beige Book,,,
"Wed, Jun 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-0.12B,0.40B,0.90B
"Wed, Jun 4",9:45pm,CNY,Medium Impact Expected,Caixin Services PMI,50.7,51.4,
"Wed, Jun 4",11:45pm,JPY,Low Impact Expected,30-y Bond Auction,1.71|3.0,1.71|4.6,
"Thu, Jun 5",2:00am,EUR,Medium Impact Expected,German Factory Orders m/m,3.1%,1.3%,-2.8%
"Thu, Jun 5",3:00am,GBP,Medium Impact Expected,Halifax HPI m/m,3.9%,0.7%,-0.3%
"Thu, Jun 5",4:10am,EUR,Low Impact Expected,Retail PMI,49.9,51.2,
"Thu, Jun 5",4:58am,EUR,Low Impact Expected,French 10-y Bond Auction,1.96|1.7,2.00|2.2,
"Thu, Jun 5",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.4%,0.1%,0.1%
"Thu, Jun 5",Day 2,All,High Impact Expected,G7 Meetings,,,
"Thu, Jun 5",7:00am,GBP,High Impact Expected,Asset Purchase Facility,375B,375B,375B
"Thu, Jun 5",7:00am,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
"Thu, Jun 5",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,45.5%,5.7%,
"Thu, Jun 5",7:45am,EUR,High Impact Expected,Main Refinancing Rate,0.15%,0.10%,0.25%
"Thu, Jun 5",8:30am,CAD,High Impact Expected,Building Permits m/m,1.1%,4.1%,-3.2%
"Thu, Jun 5",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Jun 5",8:30am,USD,High Impact Expected,Unemployment Claims,312K,309K,304K
"Thu, Jun 5",10:00am,CAD,High Impact Expected,Ivey PMI,48.2,56.3,54.1
"Thu, Jun 5",10:30am,USD,Low Impact Expected,Natural Gas Storage,119B,116B,114B
"Thu, Jun 5",1:30pm,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
"Thu, Jun 5",7:30pm,AUD,Low Impact Expected,AIG Construction Index,46.7,45.9,
"Fri, Jun 6",1:00am,JPY,Low Impact Expected,Leading Indicators,106.6%,106.2%,107.1%
"Fri, Jun 6",2:00am,EUR,Medium Impact Expected,German Trade Balance,17.7B,15.1B,15.0B
"Fri, Jun 6",2:00am,EUR,Low Impact Expected,German Industrial Production m/m,0.2%,0.4%,-0.6%
"Fri, Jun 6",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-64.2B,-28.0B,
"Fri, Jun 6",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.9B,-5.0B,-4.9B
"Fri, Jun 6",3:00am,CHF,Medium Impact Expected,Foreign Currency Reserves,444B,439B,
"Fri, Jun 6",3:15am,CHF,Medium Impact Expected,CPI m/m,0.3%,0.2%,0.1%
"Fri, Jun 6",4:30am,GBP,Medium Impact Expected,Consumer Inflation Expectations,2.6%,2.8%,
"Fri, Jun 6",4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-8.9B,-8.7B,-8.3B
"Fri, Jun 6",8:30am,CAD,High Impact Expected,Employment Change,25.8K,24.5K,-28.9K
