Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Mar 4",High Impact Expected,,,,,,
"Tue, Mar 4",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Tue, Mar 4",4:30am,GBP,Medium Impact Expected,Construction PMI,52.4,53.1,53.9
"Tue, Mar 4",5:00am,EUR,Low Impact Expected,PPI m/m,0.8%,0.8%,0.1%
"Tue, Mar 4",5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.4%,0.4%,0.4%
"Tue, Mar 4",9:00am,CAD,High Impact Expected,BOC Rate Statement,,,
"Tue, Mar 4",9:00am,CAD,High Impact Expected,Overnight Rate,3.50%,3.75%,4.00%
"Tue, Mar 4",9:00am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Tue, Mar 4",10:00am,USD,High Impact Expected,FOMC Member Kohn Speaks,,,
"Tue, Mar 4",1:00pm,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
"Tue, Mar 4",1:00pm,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Tue, Mar 4",5:00pm,AUD,Medium Impact Expected,RBA Assist Gov Edey Speaks,,,
"Tue, Mar 4",5:30pm,AUD,Low Impact Expected,AIG Services Index,53.2,54.9,
"Tue, Mar 4",6:50pm,JPY,Medium Impact Expected,Capital Spending q/y,-7.7%,-2.4%,-1.2%
"Tue, Mar 4",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,78,79,81
"Tue, Mar 4",7:30pm,AUD,High Impact Expected,GDP q/q,0.6%,0.8%,1.1%
"Tue, Mar 4",10:00pm,AUD,Medium Impact Expected,RBA Deputy Gov Debelle Speaks,,,
"Wed, Mar 5",3:15am,EUR,Low Impact Expected,Spanish Services PMI,46.1,44.2,
"Wed, Mar 5",3:45am,EUR,Low Impact Expected,Italian Services PMI,47.2,49.2,47.9
"Wed, Mar 5",4:00am,EUR,Low Impact Expected,Final Services PMI,52.3,52.3,52.3
"Wed, Mar 5",All Day,All,Medium Impact Expected,OPEC Meetings,,,
"Wed, Mar 5",4:30am,GBP,High Impact Expected,Final Services PMI,54.0,52.0,52.5
"Wed, Mar 5",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,0.4%,0.3%,-0.1%
"Wed, Mar 5",5:30am,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.3%,1.2%,
"Wed, Mar 5",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,-23K,10K,119K
"Wed, Mar 5",8:30am,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,1.9%,1.8%,1.8%
"Wed, Mar 5",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,2.6%,2.1%,2.1%
"Wed, Mar 5",10:00am,USD,High Impact Expected,ISM Services PMI,49.3,47.6,44.6
"Wed, Mar 5",10:00am,USD,Medium Impact Expected,Factory Orders m/m,-2.5%,-2.3%,2.0%
"Wed, Mar 5",10:30am,USD,Low Impact Expected,Crude Oil Inventories,-3.1M,2.4M,3.2M
"Wed, Mar 5",2:00pm,USD,Medium Impact Expected,Beige Book,,,
"Wed, Mar 5",3:00pm,NZD,High Impact Expected,Official Cash Rate,8.25%,8.25%,8.25%
"Wed, Mar 5",3:00pm,NZD,High Impact Expected,RBNZ Press Conference,,,
"Wed, Mar 5",3:00pm,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Wed, Mar 5",3:00pm,NZD,Medium Impact Expected,RBNZ Monetary Policy Statement,,,
"Wed, Mar 5",7:30pm,AUD,High Impact Expected,Building Approvals m/m,1.9%,5.5%,-11.3%
"Wed, Mar 5",7:30pm,AUD,High Impact Expected,Goods Trade Balance,-2.72B,-2.61B,-1.94B
"Wed, Mar 5",7:30pm,USD,Medium Impact Expected,FOMC Member Pianalto Speaks,,,
"Thu, Mar 6",12:00am,JPY,Low Impact Expected,Leading Indicators,30.0%,30.0%,45.5%
"Thu, Mar 6",1:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-0.7%,0.0%,
"Thu, Mar 6",1:45am,CHF,Low Impact Expected,Unemployment Rate,2.5%,2.5%,2.6%
"Thu, Mar 6",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-6.6B,-38.4B,
"Thu, Mar 6",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,49B,49B,
"Thu, Mar 6",3:00am,GBP,High Impact Expected,Halifax HPI m/m,-0.3%,-0.2%,0.0%
"Thu, Mar 6",5:07am,EUR,Low Impact Expected,French 10-y Bond Auction,4.07|2.5,4.01|3.2,
"Thu, Mar 6",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-1.5%,-0.3%,-1.1%
"Thu, Mar 6",7:00am,GBP,High Impact Expected,Official Bank Rate,5.25%,5.25%,5.25%
"Thu, Mar 6",7:45am,EUR,High Impact Expected,Main Refinancing Rate,4.00%,4.00%,4.00%
"Thu, Mar 6",8:30am,CAD,Medium Impact Expected,Building Permits m/m,-2.9%,1.0%,-0.1%
"Thu, Mar 6",8:30am,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Mar 6",8:30am,USD,Medium Impact Expected,Unemployment Claims,351K,363K,359K
"Thu, Mar 6",10:00am,CAD,High Impact Expected,Ivey PMI,62.0,55.0,56.2
"Thu, Mar 6",10:00am,USD,High Impact Expected,Pending Home Sales m/m,0.0%,-1.0%,-1.2%
"Thu, Mar 6",10:00am,USD,Medium Impact Expected,Mortgage Delinquencies,5.82%,5.59%,
"Thu, Mar 6",10:30am,USD,Low Impact Expected,Natural Gas Storage,-135B,-143B,-151B
"Thu, Mar 6",1:00pm,USD,Low Impact Expected,FOMC Member Geithner Speaks,,,
"Thu, Mar 6",5:30pm,AUD,Low Impact Expected,AIG Construction Index,53.9,58.3,
"Thu, Mar 6",8:20pm,AUD,Medium Impact Expected,HIA New Home Sales m/m,11.3%,-1.3%,
