Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Tue, Jun 3",High Impact Expected,,,,,,
"Tue, Jun 3",1:45am,CHF,High Impact Expected,CPI m/m,0.8%,0.4%,0.8%
"Tue, Jun 3",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,15.1K,37.5K,
"Tue, Jun 3",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Tue, Jun 3",4:30am,GBP,Medium Impact Expected,Construction PMI,43.9,45.7,46.1
"Tue, Jun 3",5:00am,EUR,Low Impact Expected,PPI m/m,0.8%,0.8%,0.7%
"Tue, Jun 3",5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.8%,0.7%,0.7%
"Tue, Jun 3",9:00am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Tue, Jun 3",9:00am,JPY,Medium Impact Expected,BOJ Gov Shirakawa Speaks,,,
"Tue, Jun 3",9:00am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Tue, Jun 3",10:00am,USD,Medium Impact Expected,Factory Orders m/m,1.1%,0.0%,1.5%
"Tue, Jun 3",All Day,USD,Low Impact Expected,Total Vehicle Sales,14.3M,14.5M,14.5M
"Tue, Jun 3",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,69,68,70
"Tue, Jun 3",7:30pm,AUD,Low Impact Expected,AIG Services Index,49.7,47.3,
"Tue, Jun 3",7:50pm,JPY,Medium Impact Expected,Capital Spending q/y,-4.9%,-9.6%,-7.7%
"Tue, Jun 3",9:30pm,AUD,High Impact Expected,GDP q/q,0.6%,0.3%,0.7%
"Tue, Jun 3",9:30pm,AUD,Medium Impact Expected,RBA Deputy Gov Lowe Speaks,,,
"Tue, Jun 3",11:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.0%,-0.3%,
"Wed, Jun 4",3:15am,EUR,Low Impact Expected,Spanish Services PMI,43.3,42.5,
"Wed, Jun 4",3:30am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Wed, Jun 4",3:45am,EUR,Low Impact Expected,Italian Services PMI,48.1,49.5,49.8
"Wed, Jun 4",3:50am,EUR,Low Impact Expected,French Final Services PMI,50.5,50.7,50.7
"Wed, Jun 4",3:55am,EUR,Low Impact Expected,German Final Services PMI,53.8,53.7,53.7
"Wed, Jun 4",4:00am,EUR,Low Impact Expected,Final Services PMI,50.6,50.6,50.6
"Wed, Jun 4",4:30am,GBP,High Impact Expected,Final Services PMI,49.8,50.4,50.4
"Wed, Jun 4",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-0.6%,0.2%,-0.9%
"Wed, Jun 4",5:38am,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.8%,1.2%,
"Wed, Jun 4",7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,45.6%,27.4%,
"Wed, Jun 4",8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,40K,-30K,13K
"Wed, Jun 4",8:30am,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,2.6%,2.5%,2.2%
"Wed, Jun 4",8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,2.2%,2.0%,2.2%
"Wed, Jun 4",10:00am,USD,High Impact Expected,ISM Services PMI,51.7,51.0,52.0
"Wed, Jun 4",10:30am,GBP,Low Impact Expected,CB Leading Index m/m,-0.5%,-0.1%,
"Wed, Jun 4",10:35am,USD,Medium Impact Expected,Crude Oil Inventories,-4.8M,1.1M,-8.8M
"Wed, Jun 4",2:45pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Wed, Jun 4",5:00pm,NZD,High Impact Expected,Official Cash Rate,8.25%,8.25%,8.25%
"Wed, Jun 4",5:00pm,NZD,High Impact Expected,RBNZ Press Conference,,,
"Wed, Jun 4",5:00pm,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Wed, Jun 4",5:00pm,NZD,Medium Impact Expected,RBNZ Monetary Policy Statement,,,
"Wed, Jun 4",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-0.96B,-1.73B,-2.55B
