Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, May 2",Medium Impact Expected,,,,,,
"Fri, May 2",9:30am,USD,High Impact Expected,Fed Announcement,,,
"Fri, May 2",10:00am,USD,Medium Impact Expected,Factory Orders m/m,1.4%,0.2%,-0.9%
"Fri, May 2",9:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,62.9,60.3,
"Sun, May 4",6:45pm,NZD,High Impact Expected,Labor Cost Index q/q,0.7%,0.8%,1.1%
"Sun, May 4",7:30pm,AUD,Low Impact Expected,AIG Services Index,47.3,53.8,
"Sun, May 4",All Day,JPY,Non-Economic,Bank Holiday,,,
"Sun, May 4",8:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.5%,0.4%,
"Sun, May 4",9:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,3.1%,-0.7%,
"Sun, May 4",9:30pm,AUD,Medium Impact Expected,HPI q/q,1.1%,0.1%,4.1%
"Sun, May 4",11:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.3%,2.0%,
"Mon, May 5",All Day,GBP,Non-Economic,Bank Holiday,,,
"Mon, May 5",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,3.5,4.2,4.1
"Mon, May 5",7:40am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Mon, May 5",8:50am,CAD,Medium Impact Expected,Gov Council Member Murray Speaks,,,
"Mon, May 5",10:00am,USD,High Impact Expected,ISM Services PMI,52.0,49.1,49.6
"Mon, May 5",All Day,USD,Low Impact Expected,Total Vehicle Sales,14.5M,14.9M,15.1M
"Mon, May 5",2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
"Mon, May 5",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, May 5",8:30pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Mon, May 5",9:30pm,AUD,High Impact Expected,Goods Trade Balance,-2.74B,-2.92B,-3.26B
"Tue, May 6",12:30am,AUD,High Impact Expected,Cash Rate,7.25%,7.25%,7.25%
"Tue, May 6",12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, May 6",1:45am,CHF,High Impact Expected,CPI m/m,0.8%,0.8%,0.3%
"Tue, May 6",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,46B,46B,
"Tue, May 6",3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,37.5K,-14.4K,
"Tue, May 6",3:15am,EUR,Low Impact Expected,Spanish Services PMI,42.5,40.9,
"Tue, May 6",3:30am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Tue, May 6",3:45am,EUR,Low Impact Expected,Italian Services PMI,49.8,48.2,48.8
"Tue, May 6",3:50am,EUR,Low Impact Expected,French Final Services PMI,52.8,54.0,54.0
"Tue, May 6",3:55am,EUR,Low Impact Expected,German Final Services PMI,54.9,54.6,54.6
"Tue, May 6",4:00am,EUR,Low Impact Expected,Final Services PMI,52.0,51.8,51.8
"Tue, May 6",4:30am,GBP,High Impact Expected,Final Services PMI,50.4,51.7,52.1
"Tue, May 6",5:00am,EUR,Low Impact Expected,PPI m/m,0.7%,0.6%,0.7%
"Tue, May 6",8:30am,CAD,High Impact Expected,Building Permits m/m,-4.5%,1.3%,0.8%
"Tue, May 6",10:00am,CAD,High Impact Expected,Ivey PMI,57.6,54.5,59.0
"Tue, May 6",5:00pm,NZD,High Impact Expected,RBNZ Financial Stability Report,,,
"Tue, May 6",7:01pm,GBP,Medium Impact Expected,Nationwide Consumer Confidence,70,74,77
"Tue, May 6",7:30pm,AUD,Low Impact Expected,AIG Construction Index,42.6,48.4,
"Wed, May 7",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-22.5B,-22.7B,
"Wed, May 7",2:45am,EUR,Low Impact Expected,French Trade Balance,-4.8B,-3.0B,-2.8B
"Wed, May 7",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,-0.5%,0.0%,0.4%
"Wed, May 7",4:30am,GBP,Low Impact Expected,Industrial Production m/m,-0.5%,-0.1%,0.3%
"Wed, May 7",5:00am,EUR,Medium Impact Expected,Retail Sales m/m,-0.4%,0.1%,-0.2%
"Wed, May 7",5:28am,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.2%,1.1%,
"Wed, May 7",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,-0.6%,0.3%,-0.6%
"Wed, May 7",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,2.2%,1.5%,1.9%
"Wed, May 7",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,2.2%,2.6%,2.6%
"Wed, May 7",8:45am,USD,Medium Impact Expected,FOMC Member Kroszner Speaks,,,
"Wed, May 7",10:00am,USD,High Impact Expected,Pending Home Sales m/m,-1.0%,-1.0%,-2.8%
