Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Aug 2",Low Impact Expected,,,,,,
"Thu, Aug 2",10:00am,USD,Medium Impact Expected,Factory Orders m/m,0.6%,1.2%,-0.5%
"Thu, Aug 2",10:30am,USD,Low Impact Expected,Natural Gas Storage,77B,74B,71B
"Thu, Aug 2",7:30pm,AUD,Low Impact Expected,AIG Services Index,56.0,54.9,
"Thu, Aug 2",8:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.6%,0.2%,
"Thu, Aug 2",9:00pm,CNY,Low Impact Expected,Non-Manufacturing PMI,61.8,58.5,
"Fri, Aug 3",1:45am,CHF,High Impact Expected,CPI m/m,-0.6%,-0.5%,0.1%
"Fri, Aug 3",3:15am,EUR,Low Impact Expected,Spanish Services PMI,56.3,55.3,
"Fri, Aug 3",3:45am,EUR,Low Impact Expected,Italian Services PMI,58.5,57.8,57.9
"Fri, Aug 3",4:00am,EUR,Low Impact Expected,Final Services PMI,58.3,58.1,58.1
"Fri, Aug 3",4:30am,GBP,Medium Impact Expected,Final Services PMI,57.0,57.5,57.7
"Fri, Aug 3",5:00am,EUR,Low Impact Expected,Retail Sales m/m,0.4%,0.8%,-0.7%
"Fri, Aug 3",8:30am,CAD,Medium Impact Expected,Building Permits m/m,-0.4%,-9.0%,23.2%
"Fri, Aug 3",8:30am,USD,High Impact Expected,Non-Farm Employment Change,92K,135K,126K
"Fri, Aug 3",8:30am,USD,High Impact Expected,Unemployment Rate,4.6%,4.5%,4.5%
"Fri, Aug 3",8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.4%
"Fri, Aug 3",10:00am,CAD,High Impact Expected,Ivey PMI,54.6,58.0,67.4
"Fri, Aug 3",10:00am,USD,High Impact Expected,ISM Services PMI,55.8,59.5,60.7
"Sun, Aug 5",6:45pm,NZD,High Impact Expected,Labor Cost Index q/q,0.7%,0.7%,0.7%
"Sun, Aug 5",9:30pm,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,-0.5%,-0.8%,
"Mon, Aug 6",1:00am,JPY,Low Impact Expected,Leading Indicators,80.0%,80.0%,40.9%
"Mon, Aug 6",3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,46B,46B,
"Mon, Aug 6",4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.5%,0.4%,0.8%
"Mon, Aug 6",4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,26.3,29.8,34.7
"Mon, Aug 6",4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.2%,0.2%,0.4%
"Mon, Aug 6",4:30am,GBP,Low Impact Expected,Industrial Production m/m,0.1%,0.1%,0.6%
"Mon, Aug 6",6:00am,EUR,Medium Impact Expected,German Factory Orders m/m,4.6%,-0.4%,3.0%
"Mon, Aug 6",All Day,CAD,Non-Economic,Bank Holiday,,,
"Mon, Aug 6",7:01pm,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,1.2%,3.0%,
"Mon, Aug 6",7:01pm,GBP,Low Impact Expected,NIESR GDP Estimate,0.8%,0.8%,
"Mon, Aug 6",7:30pm,AUD,Low Impact Expected,AIG Construction Index,48.8,51.3,
"Mon, Aug 6",11:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,4.7%,6.2%,
"Tue, Aug 7",6:00am,EUR,Medium Impact Expected,German Industrial Production m/m,-0.4%,0.4%,1.9%
"Tue, Aug 7",8:30am,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,1.8%,2.1%,1.0%
"Tue, Aug 7",8:30am,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,2.1%,1.8%,1.8%
"Tue, Aug 7",2:15pm,USD,High Impact Expected,Federal Funds Rate,5.25%,5.25%,5.25%
"Tue, Aug 7",2:15pm,USD,High Impact Expected,FOMC Statement,,,
"Tue, Aug 7",3:00pm,USD,Low Impact Expected,Consumer Credit m/m,13.2B,5.5B,15.9B
"Tue, Aug 7",7:30pm,AUD,High Impact Expected,Cash Rate,6.50%,6.50%,6.25%
"Tue, Aug 7",7:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
"Tue, Aug 7",7:50pm,JPY,Medium Impact Expected,Core Machinery Orders m/m,-10.4%,-1.0%,5.9%
"Tue, Aug 7",7:50pm,JPY,Low Impact Expected,Bank Lending y/y,0.3%,0.7%,
"Tue, Aug 7",7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,2.0%,1.8%,1.8%
"Tue, Aug 7",9:30pm,AUD,Medium Impact Expected,Home Loans m/m,1.1%,1.8%,0.2%
"Tue, Aug 7",9:30pm,AUD,Low Impact Expected,HPI q/q,3.2%,2.7%,1.4%
"Wed, Aug 8",1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,44.7,46.0,46.0
"Wed, Aug 8",1:45am,CHF,Low Impact Expected,Unemployment Rate,2.7%,2.7%,2.7%
"Wed, Aug 8",2:00am,EUR,Low Impact Expected,German Trade Balance,14.9B,17.2B,17.4B
"Wed, Aug 8",2:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,18.2%,3.0%,
"Wed, Aug 8",2:45am,EUR,Low Impact Expected,French Trade Balance,-3.0B,-2.8B,-3.2B
"Wed, Aug 8",5:30am,GBP,High Impact Expected,BOE Gov King Speaks,,,
"Wed, Aug 8",5:30am,GBP,High Impact Expected,BOE Monetary Policy Report,,,
"Wed, Aug 8",10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.5%,0.4%,0.5%
"Wed, Aug 8",10:00am,USD,Low Impact Expected,JOLTS Job Openings,4.31M,4.10M,
"Wed, Aug 8",10:30am,USD,Low Impact Expected,Crude Oil Inventories,-4.1M,-2.8M,-6.5M
"Wed, Aug 8",1:00pm,USD,Medium Impact Expected,10-y Bond Auction,4.86|2.3,5.23|2.6,
"Wed, Aug 8",6:45pm,NZD,High Impact Expected,Employment Change q/q,0.7%,0.6%,1.2%
"Wed, Aug 8",6:45pm,NZD,High Impact Expected,Unemployment Rate,3.6%,3.7%,3.7%
"Wed, Aug 8",9:30pm,AUD,High Impact Expected,Employment Change,21.8K,24.5K,9.0K
"Wed, Aug 8",9:30pm,AUD,Medium Impact Expected,Unemployment Rate,4.3%,4.4%,4.3%
"Thu, Aug 9",1:45am,CHF,Medium Impact Expected,SECO Consumer Climate,15,23,20
"Thu, Aug 9",4:30am,GBP,High Impact Expected,Goods Trade Balance,-6.3B,-6.5B,-6.4B
"Thu, Aug 9",5:00am,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
"Thu, Aug 9",6:00am,GBP,Low Impact Expected,10-y Bond Auction,5.23|1.7,5.16|2.2,
"Thu, Aug 9",8:15am,CAD,High Impact Expected,Housing Starts,216K,223K,225K
"Thu, Aug 9",8:30am,CAD,Low Impact Expected,NHPI m/m,0.7%,0.6%,1.1%
"Thu, Aug 9",8:30am,USD,Medium Impact Expected,Unemployment Claims,316K,310K,309K
"Thu, Aug 9",10:30am,USD,Low Impact Expected,Natural Gas Storage,42B,50B,77B
"Thu, Aug 9",1:00pm,USD,Low Impact Expected,30-y Bond Auction,5.06|1.6,4.84|2.0,
"Thu, Aug 9",7:50pm,JPY,Low Impact Expected,PPI y/y,2.1%,2.2%,2.3%
"Thu, Aug 9",10:00pm,CNY,Medium Impact Expected,New Loans,231B,452B,
"Thu, Aug 9",10:00pm,CNY,Medium Impact Expected,PPI y/y,2.4%,2.6%,2.5%
"Thu, Aug 9",10:00pm,CNY,Low Impact Expected,M2 Money Supply y/y,18.5%,17.1%,17.1%
"Fri, Aug 10",12:20am,CNY,High Impact Expected,USD-Denominated Trade Balance,24.4B,23.1B,26.9B
"Fri, Aug 10",12:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,1.3%,1.2%,1.2%
"Fri, Aug 10",1:00am,JPY,Low Impact Expected,Consumer Confidence,44.4,45.0,45.0
"Fri, Aug 10",2:45am,EUR,Medium Impact Expected,French Industrial Production m/m,-0.5%,0.4%,0.5%
"Fri, Aug 10",2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-29.7B,-49.6B,
"Fri, Aug 10",4:00am,EUR,Low Impact Expected,Italian Prelim GDP q/q,0.1%,0.4%,0.3%
"Fri, Aug 10",7:00am,CAD,High Impact Expected,Employment Change,11.3K,21.0K,34.8K
"Fri, Aug 10",7:00am,CAD,High Impact Expected,Unemployment Rate,6.0%,6.1%,6.1%
"Fri, Aug 10",8:30am,USD,Medium Impact Expected,Import Prices m/m,1.5%,1.0%,0.9%
"Fri, Aug 10",2:00pm,USD,Medium Impact Expected,Federal Budget Balance,-36.3B,-35.0B,27.5B
"Sun, Aug 12",6:45pm,NZD,Low Impact Expected,FPI m/m,1.2%,0.0%,
"Sun, Aug 12",7:50pm,JPY,High Impact Expected,Prelim GDP q/q,0.1%,0.2%,0.8%
"Sun, Aug 12",7:50pm,JPY,Medium Impact Expected,Prelim GDP Price Index y/y,-0.3%,-0.4%,-0.3%
"Sun, Aug 12",7:50pm,JPY,Low Impact Expected,Current Account,2.05T,2.19T,2.23T
"Sun, Aug 12",9:30pm,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
"Sun, Aug 12",10:00pm,CNY,Medium Impact Expected,CPI y/y,5.6%,4.6%,4.4%
"Sun, Aug 12",10:20pm,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,12.9%,12.2%,
"Mon, Aug 13",2:00am,EUR,Low Impact Expected,German WPI m/m,0.4%,0.1%,0.1%
"Mon, Aug 13",4:30am,GBP,High Impact Expected,PPI Input m/m,-0.5%,0.7%,0.6%
"Mon, Aug 13",4:30am,GBP,Low Impact Expected,ONS HPI y/y,12.1%,11.1%,10.8%
"Mon, Aug 13",4:30am,GBP,Low Impact Expected,PPI Output m/m,0.2%,0.3%,0.2%
"Mon, Aug 13",8:30am,USD,High Impact Expected,Core Retail Sales m/m,0.4%,0.3%,-0.2%
"Mon, Aug 13",8:30am,USD,High Impact Expected,Retail Sales m/m,0.3%,0.3%,-0.7%
"Mon, Aug 13",10:00am,USD,Medium Impact Expected,Business Inventories m/m,0.4%,0.4%,0.5%
"Mon, Aug 13",10:30am,GBP,Low Impact Expected,CB Leading Index m/m,0.2%,0.1%,
"Mon, Aug 13",2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
"Mon, Aug 13",6:45pm,NZD,High Impact Expected,Core Retail Sales m/m,-0.5%,0.2%,0.5%
"Mon, Aug 13",6:45pm,NZD,High Impact Expected,Retail Sales m/m,-0.4%,0.4%,1.0%
"Mon, Aug 13",6:45pm,NZD,Low Impact Expected,Core Retail Sales q/q,-0.8%,3.6%,
"Mon, Aug 13",6:45pm,NZD,Low Impact Expected,Retail Sales q/q,-0.6%,0.2%,3.9%
"Mon, Aug 13",7:01pm,GBP,Medium Impact Expected,RICS House Price Balance,13%,9%,10%
"Mon, Aug 13",7:50pm,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,0.1%,-0.2%,-0.1%
"Mon, Aug 13",9:30pm,AUD,Low Impact Expected,NAB Business Confidence,12,15,
"Mon, Aug 13",10:00pm,CNY,Low Impact Expected,Retail Sales y/y,16.4%,16.3%,16.0%
"Tue, Aug 14",2:00am,EUR,High Impact Expected,German Prelim GDP q/q,0.3%,0.4%,0.5%
"Tue, Aug 14",2:45am,EUR,Low Impact Expected,French Final CPI m/m,-0.2%,-0.2%,0.1%
"Tue, Aug 14",2:50am,EUR,Low Impact Expected,French Prelim GDP q/q,0.3%,0.4%,0.5%
"Tue, Aug 14",3:00am,EUR,Low Impact Expected,Spanish Flash GDP q/q,0.8%,0.8%,1.1%
"Tue, Aug 14",4:30am,GBP,High Impact Expected,CPI y/y,1.9%,2.3%,2.4%
"Tue, Aug 14",4:30am,GBP,Medium Impact Expected,Core CPI y/y,1.7%,2.0%,2.0%
"Tue, Aug 14",4:30am,GBP,Medium Impact Expected,RPI y/y,3.8%,4.3%,4.4%
"Tue, Aug 14",5:00am,EUR,Medium Impact Expected,Flash GDP q/q,0.3%,0.5%,0.7%
"Tue, Aug 14",5:00am,EUR,Medium Impact Expected,Industrial Production m/m,-0.1%,0.0%,1.0%
"Tue, Aug 14",7:30am,USD,Low Impact Expected,NFIB Small Business Index,97.6,96.0,
"Tue, Aug 14",8:30am,CAD,High Impact Expected,Trade Balance,5.3B,5.6B,5.9B
"Tue, Aug 14",8:30am,USD,High Impact Expected,PPI m/m,0.6%,0.1%,-0.2%
"Tue, Aug 14",8:30am,USD,High Impact Expected,Trade Balance,-58.1B,-61.0B,-59.2B
"Tue, Aug 14",8:30am,USD,Medium Impact Expected,Core PPI m/m,0.1%,0.2%,0.3%
"Tue, Aug 14",10:00am,USD,Low Impact Expected,RCM/TIPP Economic Optimism,49.5,47.0,48.2
"Tue, Aug 14",8:30pm,AUD,Low Impact Expected,Westpac Consumer Sentiment,-8.1%,-0.6%,
"Tue, Aug 14",9:30pm,AUD,Medium Impact Expected,Wage Price Index q/q,1.1%,1.0%,1.0%
"Tue, Aug 14",10:00pm,CNY,High Impact Expected,Industrial Production y/y,18.0%,18.4%,19.4%
"Wed, Aug 15",All Day,EUR,Non-Economic,Italian Bank Holiday,,,
"Wed, Aug 15",All Day,EUR,Non-Economic,French Bank Holiday,,,
"Wed, Aug 15",3:15am,CHF,High Impact Expected,Retail Sales y/y,5.1%,5.0%,3.1%
"Wed, Aug 15",4:30am,GBP,High Impact Expected,Average Earnings Index 3m/y,3.3%,3.5%,3.5%
"Wed, Aug 15",4:30am,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,6-0-3
"Wed, Aug 15",4:30am,GBP,Medium Impact Expected,Claimant Count Change,-8.5K,-9.8K,-14.1K
"Wed, Aug 15",4:30am,GBP,Low Impact Expected,Unemployment Rate,5.4%,5.4%,5.4%
"Wed, Aug 15",5:11am,EUR,Low Impact Expected,German 10-y Bond Auction,4.32|1.9,4.59|1.8,
"Wed, Aug 15",8:30am,CAD,Medium Impact Expected,Manufacturing Sales m/m,-1.8%,0.1%,-0.2%
"Wed, Aug 15",8:30am,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,-1.2%,-1.0%,-0.7%
"Wed, Aug 15",8:30am,USD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.2%
"Wed, Aug 15",8:30am,USD,High Impact Expected,CPI y/y,2.4%,2.5%,2.7%
"Wed, Aug 15",8:30am,USD,Medium Impact Expected,CPI m/m,0.1%,0.2%,0.2%
"Wed, Aug 15",8:30am,USD,Medium Impact Expected,Empire State Manufacturing Index,25.1,18.0,26.5
"Wed, Aug 15",9:00am,USD,High Impact Expected,TIC Long-Term Purchases,120.9B,64.0B,126.0B
"Wed, Aug 15",9:15am,USD,Medium Impact Expected,Capacity Utilization Rate,81.9%,81.8%,81.8%
"Wed, Aug 15",9:15am,USD,Medium Impact Expected,Industrial Production m/m,0.3%,0.3%,0.6%
"Wed, Aug 15",10:30am,USD,Low Impact Expected,Crude Oil Inventories,-5.2M,-2.5M,-4.1M
"Wed, Aug 15",1:00pm,USD,Low Impact Expected,NAHB Housing Market Index,22,22,24
"Wed, Aug 15",8:00pm,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,54.6,50.6,
"Wed, Aug 15",8:30pm,AUD,Low Impact Expected,MI Inflation Expectations,3.8%,3.5%,
"Wed, Aug 15",9:30pm,AUD,Low Impact Expected,RBA Bulletin,,,
"Wed, Aug 15",10:00pm,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,26.6%,26.8%,26.7%
"Thu, Aug 16",2:00am,EUR,Low Impact Expected,German Final CPI m/m,0.4%,0.4%,0.4%
"Thu, Aug 16",4:30am,GBP,High Impact Expected,Retail Sales m/m,0.7%,0.1%,0.4%
"Thu, Aug 16",5:00am,EUR,Low Impact Expected,Final Core CPI y/y,1.9%,1.9%,1.9%
"Thu, Aug 16",5:00am,EUR,Low Impact Expected,Final CPI y/y,1.8%,1.8%,1.8%
"Thu, Aug 16",8:30am,CAD,Medium Impact Expected,Foreign Securities Purchases,-4.52B,1.23B,-2.65B
"Thu, Aug 16",8:30am,USD,Medium Impact Expected,Building Permits,1.37M,1.40M,1.41M
"Thu, Aug 16",8:30am,USD,Medium Impact Expected,Housing Starts,1.38M,1.41M,1.47M
"Thu, Aug 16",8:30am,USD,Low Impact Expected,Unemployment Claims,322K,310K,316K
"Thu, Aug 16",10:30am,CAD,Low Impact Expected,BOC Review,,,
"Thu, Aug 16",10:30am,USD,Low Impact Expected,Natural Gas Storage,21B,24B,42B
"Thu, Aug 16",12:00pm,USD,Medium Impact Expected,Philly Fed Manufacturing Index,0.0,9.0,9.2
"Thu, Aug 16",8:00pm,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
"Fri, Aug 17",2:00am,EUR,Low Impact Expected,German PPI m/m,-0.1%,0.2%,0.2%
"Fri, Aug 17",2:45am,EUR,Medium Impact Expected,French Prelim Private Payrolls q/q,0.0%,0.5%,0.8%
"Fri, Aug 17",8:15am,USD,High Impact Expected,Fed Announcement,,,
